"","headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"35766","AstraZeneca shares trading lower despite earlier news the company's Imfinzi improved durable responses in extensive-stage small cell lung cancer.","neutral",0.2,0.7,31117,"ASTRAZENECA PLC",4,NA,140,28,1,"2019-09-09",79363,-2.1010335534811,-1.21004292741418,-2.94520767219879,1.75799185882719,-0.0446752528659999,-1.3233314696352,-1.17075058436805
"35767","AstraZeneca's Imfinzi Shows Both Significant Survival Benefit and Improved, Durable Responses in Extensive-stage Small Cell Lung Cancer","positive",0.8,0.9,31125,"ASTRAZENECA PLC",4,NA,141,28,2,"2019-09-09",79363,-2.1010335534811,-1.21004292741418,-2.94520767219879,1.75799185882719,-0.0446752528659999,-1.3233314696352,-1.17075058436805
"35768","Large Option Traders Jump Into Bank Of America Ahead Of Fed Decision","neutral",0.2,0.6,31133,"BANK OF AMERICA CORP",4,NA,127,28,1,"2019-09-09",59408,3.24558094143867,2.51484885811806,5.23925969167069,3.10863195569517,-1.38691775500774,1.51874620848267,3.17006975188181
"35769","KeyBanc Maintains Overweight on Brunswick, Raises Price Target to $58","positive",0.8,0.9,31141,"BRUNSWICK CORP",4,NA,130,28,2,"2019-09-09",10874,4.42782565951347,2.69118938595057,4.16262855140328,0.716358085393565,0.162004888989031,4.92150975435848,9.49745642844122
"35770","BrainStorm Names Preetam Shah, Ph.D., M.B.A., as CFO","positive",0.8,0.9,31149,"BRAINSTORM CELL THERAPEUTICS INC",4,NA,139,28,2,"2019-09-09",14925,-0.524756917729974,1.02518573403358,2.0205068284433,-0.218959674313157,2.02020015567541,6.03674611431222,7.16180332283971
"35771","Bank of America Maintains Underperform on Brady, Raises Price Target to $49","neutral",0.2,0.6,31157,"BRADY CORP",4,NA,128,28,1,"2019-09-09",18973,2.17434018850326,2.05137971788645,7.5536782900232,2.53067417428068,5.14933057129383,8.73269075061753,11.0990168751892
"35772","HSBC Downgrades BRF to Hold","negative",0.9,0.8,31165,"B R F S A",4,NA,120,28,0,"2019-09-09",88673,-1.64294168353081,1.89309678971767,2.33853066496172,2.89532575775482,-1.29729602485895,-0.868620183984559,1.21950833263855
"35773","Baytex Energy Expects Q3 Production at the Top End of its Previously Announced Range","positive",0.7,0.8,31173,"BAYTEX ENERGY CORP",4,NA,132,28,2,"2019-09-09",91135,4.41176034510136,0,20.4225409354211,23.23943966272,3.03029995411634,6.25000335258468,7.93650965853612
"35774","British American Tobacco Response To FDA Announcement Regarding Vaping Products; Co. Says Consumers Should 'Avoid Buying Vaping Products Of Any Kind On The Street, And To Refrain From Using THC Oil Or Modifying/Adding Any Substances To Products Purchased'","positive",0.6,0.8,31181,"BRITISH AMERICAN TOBACCO PLC",4,NA,172,28,2,"2019-09-09",59504,-0.611454201862216,2.9362503439188,0.699105486683771,0.111859696955641,0.897363107651472,1.40924462907455,2.09988027697494
"35775","Citigroup Maintains Buy on Blackstone Group, Raises Price Target to $52","positive",0.8,0.9,31189,"BLACKSTONE INC",4,NA,124,28,2,"2019-09-09",92108,1.21103953570128,-2.6284821331501,4.982347968183,4.55080378071808,0.579067692160606,2.60745330355108,3.40792429467396
"35776","Boston Properties Acquires 2 Buildings for $106M Cash","positive",0.8,0.9,31197,"BOSTON PROPERTIES INC",4,NA,126,28,2,"2019-09-09",85058,0.145964848343283,0.421910919249058,1.2810664056744,-0.084382174245734,0.424319598823786,0.346898657120054,1.06366077440421
"35777","Boyd Gaming Announces Debut Of FanDuel Sportsbooks At Four Boyd Locations","positive",0.8,0.9,31205,"BOYD GAMING CORP",4,NA,133,28,2,"2019-09-09",79758,4.39146496355534,2.44391281157732,8.85417071208601,2.76442507514663,-0.416494719684124,1.96161644672099,2.00511642557084
"35778","Citi CFO Currently Speaking At Presentation, Says Net Interest Income Expected To Be Up 3-4%, Sees Fixed Income, Equity Trading Sales Down Slightly","neutral",0.2,0.6,31213,"CITIGROUP INC",4,NA,142,28,1,"2019-09-09",70519,4.27466966211796,0.27620648033917,1.51184893724385,1.10481482989941,-0.557725550606847,2.62912655816911,4.02081869687803
"35779","Casey's Reaffirms FY20  Guidance","positive",0.6,0.8,31221,"CASEYS GENERAL STORES INC",4,NA,124,28,2,"2019-09-09",21742,-1.19884172454476,1.58996023237705,-2.08607645168077,0.20919924645586,-0.505317933857441,1.21338839076506,1.9384752678014
"35780","Casey's General Store shares are trading higher after the company reported Q1 EPS and sales results up from last year.","positive",0.8,0.9,31229,"CASEYS GENERAL STORES INC",4,NA,137,28,2,"2019-09-09",21742,-1.19884172454476,1.58996023237705,-2.08607645168077,0.20919924645586,-0.505317933857441,1.21338839076506,1.9384752678014
"35781","Casey's General Stores Q1 EPS $2.31 Up From $1.9 YoY, Sales $2.63B Up From $2.588B YoY","positive",0.8,0.9,31237,"CASEYS GENERAL STORES INC",4,NA,150,28,2,"2019-09-09",21742,-1.19884172454476,1.58996023237705,-2.08607645168077,0.20919924645586,-0.505317933857441,1.21338839076506,1.9384752678014
"35782","UPDATE: Bank Of America On Caterpillar Also Notes Co's 'share price is baking in $6 of trough EPS, but the real figure could be closer to $8' As Firm Doesn't See A Repeat Of Co's 2012-2016 Earnings Downturn That Was Driven By Miners","positive",0.6,0.8,31245,"CATERPILLAR INC",4,NA,177,28,2,"2019-09-09",18542,3.70823405683041,2.38899271935225,4.63653738098719,0.919448418241275,-0.235792272724211,3.02266879394197,4.84491002383756
"35783","UPDATE: Bank Of America Reiterates Buy On Caterpillar, Lowers Target To $145 As Firm Notes Co. 'could face another 1-2 quarters of negative EPS revisions due to dealer destocking in construction and weakness in upstream oil and gas'","negative",0.9,0.8,31253,"CATERPILLAR INC",4,NA,165,28,0,"2019-09-09",18542,3.70823405683041,2.38899271935225,4.63653738098719,0.919448418241275,-0.235792272724211,3.02266879394197,4.84491002383756
"35784","Caterpillar shares are trading higher after Bank of America reiterated a Buy rating on the stock.","positive",0.7,0.8,31261,"CATERPILLAR INC",4,NA,132,28,2,"2019-09-09",18542,3.70823405683041,2.38899271935225,4.63653738098719,0.919448418241275,-0.235792272724211,3.02266879394197,4.84491002383756
"35785","Bank of America Reiterates Buy on Caterpillar, Lowers Price Target to $145","neutral",0.2,0.6,31269,"CATERPILLAR INC",4,NA,132,28,1,"2019-09-09",18542,3.70823405683041,2.38899271935225,4.63653738098719,0.919448418241275,-0.235792272724211,3.02266879394197,4.84491002383756
"35786","Citigroup Maintains Neutral on Crown Castle Intl, Lowers Price Target to $138","negative",0.7,0.8,31277,"CROWN CASTLE INC",4,NA,129,28,0,"2019-09-09",86339,-2.02131029218435,-2.89935078471899,-3.067938377596,-0.622859114020646,-0.428370758891106,-1.76427498948807,-0.772461991903228
"35787","Carnival Corp shares are trading higher on continued momentum from Friday after the company said it is expanding its partnership with Tropical Shipping to aid in emergency relief.","positive",0.7,0.8,31285,"CARNIVAL CORP",4,NA,142,28,2,"2019-09-09",75154,4.13385666906834,4.30581644177437,2.75151769078179,0.189036301514478,1.3522514142096,4.16951904074692,4.69430545055038
"35788","Spruce Point's Ben Axler Talks Church & Dwight Short: 'Very Simple Case'","negative",0.7,0.8,31293,"CHURCH & DWIGHT INC",4,NA,133,28,0,"2019-09-09",23393,-2.97760479152203,-2.79738940298557,-1.71102955141382,-0.393808972513765,-2.06451416015625,-5.34979528640633,-4.97057863456121
"35789","Spruce Point's Ben Axler Says Is Short Church & Dwight, Cites 'Extreme Overvaluation,' Says  'We Could See the Stock Down 50%'","negative",0.8,0.9,31301,"CHURCH & DWIGHT INC",4,NA,149,28,0,"2019-09-09",23393,-2.97760479152203,-2.79738940298557,-1.71102955141382,-0.393808972513765,-2.06451416015625,-5.34979528640633,-4.97057863456121
"35790","Ben Axler on CNBC Discussion His Short Position in Church & Dwight","negative",0.7,0.8,31309,"CHURCH & DWIGHT INC",4,NA,129,28,0,"2019-09-09",23393,-2.97760479152203,-2.79738940298557,-1.71102955141382,-0.393808972513765,-2.06451416015625,-5.34979528640633,-4.97057863456121
"35791","Jefferies Upgrades Chegg to Buy, Lowers Price Target to $44","positive",0.7,0.8,31317,"CHEGG INC",4,NA,125,28,2,"2019-09-09",14273,-0.789705943316221,-2.3584883660078,1.85731470652433,0.235854623238496,-2.73116026073694,-9.11749164978979,-10.497387426333
"35792","Cigna shares are trading higher. Not currently seeing any company-specific news to justify price action. BMO analysts said ESRX merger integration is 'starting to diminish' and that management believes ESRX has 'pivoted to earnings growth for 2H-2019 and beyond.'","neutral",0.3,0.7,31325,"CIGNA GROUP",4,NA,169,28,1,"2019-09-09",64186,5.43563105165958,1.7451910302043,2.05969191968669,-1.23952259572617,1.85430664569139,0.562312373473928,-0.767793011054663
"35793","CME shares trading lower with most other exchange-related stocks. CME shares are trading excluding the value of the company's dividend today.","neutral",0.2,0.6,31333,"C M E GROUP INC",4,NA,138,28,1,"2019-09-09",89626,-3.02147548645735,-4.70823310315609,-3.97996181189804,-1.53075567055652,0.854514259845018,0.909259798542972,2.43847024202652
"35794","Wedbush Dishes Up 4 Reasons To Like Chipotle Mexican Grill","positive",0.8,0.9,31341,"CHIPOTLE MEXICAN GRILL INC",4,NA,137,28,2,"2019-09-09",91068,0.398174999281764,-6.15375973284245,-4.73769178084004,0.433508336521071,-0.213573174551129,-0.233814713493974,1.02069308669299
"35795","UPDATE: Wedbush On Chipotle Also Notes 'Within the emerging battle for digital real estate, CMG is quickly establishing a leading position that could enable a multi-year streak of mid- to highsingle digit SSS growth'","positive",0.8,0.9,31349,"CHIPOTLE MEXICAN GRILL INC",4,NA,167,28,2,"2019-09-09",91068,0.398174999281764,-6.15375973284245,-4.73769178084004,0.433508336521071,-0.213573174551129,-0.233814713493974,1.02069308669299
"35796","UPDATE: Wedbush Upgrades Chipotle To Outperform, Raises Target From $780 To $980 As Firm Notes 'As the industry transitions towards a larger mix of digital transactions, we believe Chipotle is in a leading position to establish a digital moat'","positive",0.8,0.9,31357,"CHIPOTLE MEXICAN GRILL INC",4,NA,174,28,2,"2019-09-09",91068,0.398174999281764,-6.15375973284245,-4.73769178084004,0.433508336521071,-0.213573174551129,-0.233814713493974,1.02069308669299
"35797","Wedbush Upgrades Chipotle Mexican Grill to Outperform","positive",0.8,0.9,31365,"CHIPOTLE MEXICAN GRILL INC",4,NA,134,28,2,"2019-09-09",91068,0.398174999281764,-6.15375973284245,-4.73769178084004,0.433508336521071,-0.213573174551129,-0.233814713493974,1.02069308669299
"35798","Cummins shares are trading higher. Not seeing any news to justify the price action.","neutral",0.2,0.7,31373,"CUMMINS INC",4,NA,128,28,1,"2019-09-09",41080,3.82182933390141,1.97114665061235,1.7908155029122,0.851880979928654,0.155172788072377,3.98066220444244,6.16132532951743
"35799","Cummins Closes $290 Million Acquisition Of Fuel Cell Maker Hydrogenics","positive",0.8,0.9,31381,"CUMMINS INC",4,NA,127,28,2,"2019-09-09",41080,3.82182933390141,1.97114665061235,1.7908155029122,0.851880979928654,0.155172788072377,3.98066220444244,6.16132532951743
"35800","Callon Petroleum shares are trading higher after Paulson & Co., which holds a 9.5% stake, said it opposed the company's proposed acquisition of Carrizo Oil & Gas.","negative",0.9,0.8,31389,"CALLON PETROLEUM CO DEL",4,NA,153,28,0,"2019-09-09",80926,15.4411792755127,0.212308950722218,12.9511703935401,-4.24628072503968,-0.244504353031516,7.93650711424991,7.93650711424991
"35801","Paulson & Co., Which Holds 9.5% Stake In Callon Petroleum, Says Opposes Co.'s Proposed Acquisition Of Carrizo Oil & Gas","negative",0.9,0.8,31397,"CALLON PETROLEUM CO DEL",4,NA,148,28,0,"2019-09-09",80926,15.4411792755127,0.212308950722218,12.9511703935401,-4.24628072503968,-0.244504353031516,7.93650711424991,7.93650711424991
"35802","'LONG CROCS Inc. (Nasdaq: CROX) CROCS Is COOL Again & GROWTH Is Here To Stay - PT $40-$50' -Seeking Alpha Post From Unemon","positive",0.8,0.9,31405,"CROCS INC",4,NA,156,28,2,"2019-09-09",91090,4.93273138999939,2.79720015823841,10.3341099487328,8.00310608302293,-0.284551596269011,2.67895057497163,5.36941565416593
"35803","Crocs Shares Up 3.8% At Session High But Appear Largely Unaffected As Hearing Questionable Source Out With Long Call On Stock","neutral",0.2,0.7,31413,"CROCS INC",4,NA,141,28,1,"2019-09-09",91090,4.93273138999939,2.79720015823841,10.3341099487328,8.00310608302293,-0.284551596269011,2.67895057497163,5.36941565416593
"35804","Calavo Growers Shares Fall 1.4% As Traders Circulate Short Call From Quintessential Capital On Seeking Alpha","negative",0.7,0.8,31421,"CALAVO GROWERS INC",4,NA,141,28,0,"2019-09-09",89447,-3.58339138329029,-1.6845716163516,-1.25289794939516,-0.0210616398560681,7.06444904208183,11.4240444990956,10.1531940700948
"35805","CVS Health shares trading higher with Walgreens Boots Alliance. The stocks move be moving in opposition to Fred's, which today announced it would file for bankruptcy.","positive",0.6,0.8,31429,"C V S HEALTH CORP",4,NA,145,28,2,"2019-09-09",17005,2.33006719499826,-0.125631014816463,-0.392587971829694,-0.518218979088536,-0.844485033303499,0.924423668635277,2.53748711711086
"35806","Cyclacel Pharmaceuticals Announces First Patient Treated With Oral CYC065 in a Phase 1 Study in Patients With Advanced Solid Tumors","positive",0.9,0.8,31437,"CYCLACEL PHARMACEUTICALS INC",4,NA,154,28,2,"2019-09-09",90098,-3.10621038079262,0.83324434235692,18.6510722716012,6.527353930548,8.74999910593033,8.72282199252883,20.1657500620694
"35807","Las Vegas Sands shares are trading higher after Deustche Bank upgraded the stock from Hold to Buy and raised the price target from $69 to $70.","positive",0.8,0.9,31445,"DEUTSCHE BANK A G",4,NA,146,28,2,"2019-09-09",89199,3.56688164174557,2.09102183580399,1.23000541853262,-4.18204355109669,0.383628299459815,4.94652250066538,7.53424245188441
"35808","Deutsche Bank CFO Says Effect Of Restructuring On Revenue At Investment Bank So Far Appears To Be Less Expected; Says Deleveraging Is Well On Track To Year End Targets And Confident Co. Can Finance Restructuring Through Own Resources","positive",0.8,0.9,31453,"DEUTSCHE BANK A G",4,NA,164,28,2,"2019-09-09",89199,3.56688164174557,2.09102183580399,1.23000541853262,-4.18204355109669,0.383628299459815,4.94652250066538,7.53424245188441
"35809","Dollar General Announces Construction of 3 New Stores","positive",0.7,0.8,31461,"DOLLAR GENERAL CORP NEW",4,NA,127,28,2,"2019-09-09",93096,-0.482851825654507,-2.28290520608425,-4.72132168719932,-1.27518537827056,1.07620190829039,2.37008250245831,3.79746076353573
"35810","Citigroup Maintains Buy on Dover, Raises Price Target to $114","positive",0.8,0.9,31469,"DOVER CORP",4,NA,124,28,2,"2019-09-09",25953,0.409921584650874,1.59112773835659,3.89406603199345,3.26599266779108,-1.02985324338078,2.02680893178071,2.84293279304673
"35811","Samsung, Amdocs Partner to Accelerate Communications Service Providers' Deployment of 5G Open Cloud Networks","positive",0.8,0.9,31477,"AMDOCS LTD",4,NA,131,28,2,"2019-09-09",86144,1.09672686085105,-0.572555186226964,-0.150679700536549,-0.828692280738241,0.0304803805192932,1.14003669933811,1.6253917683154
"35812","'Generally Positive': The Street Reacts To Domino's Garage Open House","positive",0.6,0.8,31485,"DOMINOS PIZZA INC",4,NA,130,28,2,"2019-09-09",90248,0.779435783624649,1.82692743837833,2.60649204275352,3.22265970469953,-3.05517930537462,-0.715298045910828,4.61939065663055
"35813","Baird On Domino's Also Believes 'ongoing investments in technology can help Domino's to sustain competitive advantages in several consumer-facing areas, allowing DPZ to deliver against its healthy growth targets over time'","positive",0.8,0.9,31493,"DOMINOS PIZZA INC",4,NA,157,28,2,"2019-09-09",90248,0.779435783624649,1.82692743837833,2.60649204275352,3.22265970469953,-3.05517930537462,-0.715298045910828,4.61939065663055
"35814","Baird Maintains Outperform, $315 Target On Domino's As Firm Came Away From Co's Investor Event 'with increased optimism that DPZ has developed a good game plan to stabilize/improve comps performance in upcoming quarters'","positive",0.8,0.9,31501,"DOMINOS PIZZA INC",4,NA,161,28,2,"2019-09-09",90248,0.779435783624649,1.82692743837833,2.60649204275352,3.22265970469953,-3.05517930537462,-0.715298045910828,4.61939065663055
"35815","MKM Maintains Neutral, $265 Target On Domino's As Firm Notes 'We believe the investment community welcomed the updates across its technology and initiatives, but were left questioning what can be done to better address DPZ's recent sluggish sales'","neutral",0.3,0.7,31509,"DOMINOS PIZZA INC",4,NA,163,28,1,"2019-09-09",90248,0.779435783624649,1.82692743837833,2.60649204275352,3.22265970469953,-3.05517930537462,-0.715298045910828,4.61939065663055
"35816","Morgan Stanley Maintains Overweight, $287 Tgt On Domino's Following Co's Open House As Firm Notes 'While we didn't leave with greater clarity on when downward comp pressure would abate, we share DPZ's confidence in its business and competitive advantages'","neutral",0.3,0.7,31517,"DOMINOS PIZZA INC",4,NA,169,28,1,"2019-09-09",90248,0.779435783624649,1.82692743837833,2.60649204275352,3.22265970469953,-3.05517930537462,-0.715298045910828,4.61939065663055
"35817","Stephens On Domino's Also Notes 'We also like its value-first positioning and expect this combined strategy to lead to above-industry sales trends on a 2-year basis for the foreseeable Future'","positive",0.8,0.9,31525,"DOMINOS PIZZA INC",4,NA,155,28,2,"2019-09-09",90248,0.779435783624649,1.82692743837833,2.60649204275352,3.22265970469953,-3.05517930537462,-0.715298045910828,4.61939065663055
"35818","Stephens Maintains Overweight, $300 Target On Domino's As Firm Remains Positive After Co's Open House As Firm Notes 'We would first note that we agree with the Company's decision to not partner with third party delivery companies'","positive",0.8,0.9,31533,"DOMINOS PIZZA INC",4,NA,164,28,2,"2019-09-09",90248,0.779435783624649,1.82692743837833,2.60649204275352,3.22265970469953,-3.05517930537462,-0.715298045910828,4.61939065663055
"35819","Credit Suisse Maintains Neutral on Duke Energy, Raises Price Target to $98","positive",0.6,0.8,31541,"DUKE ENERGY CORP NEW",4,NA,130,28,2,"2019-09-09",27959,-0.0426630926085636,0.234743091277778,-0.640203186252419,1.79257390043641,0.374690559692681,-0.223474609862462,0.0960862247567639
"35820","DexCom shares are trading lower after the company said it still sees pressure on Q3 comps at the Morgan Stanley Healthcare Conference.","negative",0.7,0.8,31549,"DEXCOM INC",4,NA,135,28,0,"2019-09-09",90664,-9.42115411162376,-0.08941984269768,2.27694696430074,6.85148730433733,-4.28221672773361,-5.38819731226337,-6.83268862285033
"35821","Hearing DexCom At Morgan Stanley Healthcare Conference Says Still Sees Pressure On Q3 Comps","negative",0.9,0.8,31557,"DEXCOM INC",4,NA,129,28,0,"2019-09-09",90664,-9.42115411162376,-0.08941984269768,2.27694696430074,6.85148730433733,-4.28221672773361,-5.38819731226337,-6.83268862285033
"35822","UPDATE: Baird Maintains Outperform On Shopify, Raises Tgt To $410 As Firm's Latest Checks Suggest Co.'is on track to exceed one million merchant customers by year-end and will surpass eBay as the No.2 e-commerce platform in North America (behind Amazon.)'","negative",0.9,0.8,31565,"EBAY INC",4,NA,166,28,0,"2019-09-09",86356,2.55140606313944,-2.7294710278511,-2.65701021532787,-2.80193184895522,-1.05392234399915,1.84157294207485,1.58529740189801
"35823","Citigroup Maintains Buy on Euronet Worldwide, Raises Price Target to $189","positive",0.8,0.9,31573,"EURONET WORLDWIDE INC",4,NA,133,28,2,"2019-09-09",84606,-3.12458612024784,-1.57203376293182,-0.386236239609072,0.453989772129937,-0.749240396544337,-0.736303410692529,-0.0524877236061205
"35824","Bank Of America Upgrades Energizer, Says Hurdles Remain But Seem More Manageable","positive",0.6,0.8,31581,"ENERGIZER HOLDINGS INC NEW",4,NA,137,28,2,"2019-09-09",15400,6.93897604942322,3.98067086935043,3.0832953608434,-2.11688489924944,2.39355210214853,3.17339438970905,7.65562745349462
"35825","Bank of America Upgrades Energizer Holdings to Buy","positive",0.8,0.9,31589,"ENERGIZER HOLDINGS INC NEW",4,NA,128,28,2,"2019-09-09",15400,6.93897604942322,3.98067086935043,3.0832953608434,-2.11688489924944,2.39355210214853,3.17339438970905,7.65562745349462
"35826","JP Morgan Upgrades Entergy to Overweight, Raises Price Target to $116","positive",0.8,0.9,31597,"ENTERGY CORP NEW",4,NA,128,28,2,"2019-09-09",24010,-0.845448393374681,-0.301977386698127,0.834889868111732,2.70006312373823,-0.829691626131535,-1.74785552273833,-1.4151738362118
"35827","239 Lawmakers Vote for Early UK Election; 46 Vote Against; PM Johnson Says PM Will Move to Adjourn to October14","neutral",0.2,0.6,31605,"ISHARES TRUST",4,NA,140,28,1,"2019-09-09",14907,-0.25823088362813,0.614888453856111,1.71521254047924,1.97411196057176,0.226462935097515,0.486537838629486,2.17678059973045
"35828","UK Foreign Minister Dominic Raab Says He Will Go To Brussels Oct. 17 Instead Of UK Prime Minister Boris Johnson","neutral",0.2,0.6,31613,"ISHARES TRUST",4,NA,137,28,1,"2019-09-09",14907,-0.25823088362813,0.614888453856111,1.71521254047924,1.97411196057176,0.226462935097515,0.486537838629486,2.17678059973045
"35829","UPDATE: UK Prime Minister Johnson Says To Be Confident, Northern Ireland Backstop Amendment Could Be Brokered With EU Until Oct. 31, 2019","positive",0.6,0.8,31621,"ISHARES TRUST",4,NA,146,28,2,"2019-09-09",14907,-0.25823088362813,0.614888453856111,1.71521254047924,1.97411196057176,0.226462935097515,0.486537838629486,2.17678059973045
"35830","UK Prime Minister Boris Johnson Says Is Considering Northern Ireland Backstop Plan, Canada Plus Free Trade Deal Between UK, EU","positive",0.6,0.8,31629,"ISHARES TRUST",4,NA,137,28,2,"2019-09-09",14907,-0.25823088362813,0.614888453856111,1.71521254047924,1.97411196057176,0.226462935097515,0.486537838629486,2.17678059973045
"35831","'British MPs vote for publication of no-deal Brexit impact documents' -Tweet From AFP","neutral",0.2,0.6,31637,"ISHARES TRUST",4,NA,132,28,1,"2019-09-09",14907,-0.25823088362813,0.614888453856111,1.71521254047924,1.97411196057176,0.226462935097515,0.486537838629486,2.17678059973045
"35832","'Queen approves Brexit delay law: House of Lords' -AFP","neutral",0.2,0.6,31645,"ISHARES TRUST",4,NA,127,28,1,"2019-09-09",14907,-0.25823088362813,0.614888453856111,1.71521254047924,1.97411196057176,0.226462935097515,0.486537838629486,2.17678059973045
"35833","UK Parliament Speaker Says He's Stepping Down -AFP","neutral",0.2,0.6,31653,"ISHARES TRUST",4,NA,125,28,1,"2019-09-09",14907,-0.25823088362813,0.614888453856111,1.71521254047924,1.97411196057176,0.226462935097515,0.486537838629486,2.17678059973045
"35834","Mexican Finance Minister Says World Has Entered An Accommodative Policy Cycle, Including The Mexican Central Bank","positive",0.6,0.8,31661,"ISHARES INC",4,NA,132,28,2,"2019-09-09",83223,-0.281027937307954,-0.211367197334766,1.10379847487552,2.39548286378373,0.945630110800266,2.0066893422751,4.24805106243875
"35835","Yonhap Reports N. Korea Fired Two Projectiles","neutral",0.2,0.6,31669,"ISHARES INC",4,NA,123,28,1,"2019-09-09",88214,0.685798702761531,0.806597527116537,2.13299625923482,2.77827427557977,0.507888197898865,2.11942789504813,4.40927114093399
"35836","Expedia Group Announces Collaboration With AI Singapore Under Its Flagship 100 Experiments Programme","positive",0.7,0.8,31677,"EXPEDIA GROUP INC",4,NA,128,28,2,"2019-09-09",90808,-0.379621866159141,-0.792628992348909,0.0533435226846235,0.884069963253875,0.121629540808499,2.33878006947348,2.27520428097605
"35837","Moody's Downgrades Ford Credit's Senior Rating To Ba1; Outlook Stable","negative",0.8,0.9,31685,"FORD MOTOR CO DEL",4,NA,128,28,0,"2019-09-09",25785,2.14132554829121,-1.25786047428846,-2.51572089047095,-3.98322980644983,0,1.52174290269613,2.63736004976516
"35838","Fastenal Option Alert: Nov 15 $33.8 Calls Sweep (2) near the Ask: 500 @ $0.825 vs 1594 OI; Earnings 10/9 Before Open [est] Ref=$31.925","positive",0.6,0.8,31693,"FASTENAL CO",4,NA,161,28,2,"2019-09-09",11618,1.61597039550543,2.2450927644968,4.33426700275155,0.654814921399205,1.60978753119707,5.34045531799885,6.19111773356322
"35839","FuelCell Energy shares are trading higher after the company reported better-than-expected Q3 EPS and sales results.","positive",0.8,0.9,31701,"FUELCELL ENERGY INC",4,NA,133,28,2,"2019-09-09",77699,60.1601541042328,-33.8281244039536,-37.2656260513672,-43.8906219767085,7.53498300909996,17.4603150857226,18.2248522397907
"35840","FuelCell Energy Q3 EPS $(0.18) Does Not Compare To $(1.05) Estimate, Sales $22.71M Beat $9.75M Estimate","positive",0.9,0.8,31709,"FUELCELL ENERGY INC",4,NA,147,28,2,"2019-09-09",77699,60.1601541042328,-33.8281244039536,-37.2656260513672,-43.8906219767085,7.53498300909996,17.4603150857226,18.2248522397907
"35841","Freeport-McMoRan shares trading higher following weekend data out of China showing exports of copper and steel fell on a year-over-year basis.","positive",0.6,0.8,31717,"FREEPORT MCMORAN INC",4,NA,145,28,2,"2019-09-09",81774,2.97239627689123,4.32989783585072,7.93814920574789,6.49484670591165,-1.15424618124962,1.3993554337326,3.85887971971484
"35842","Amazon Exposés Illustrate Foresight Of Attorney's 2018 Paper On New E-Commerce Delivery ""Paradigm""","negative",0.6,0.8,31725,"FEDEX CORP",4,NA,136,28,0,"2019-09-09",60628,3.42867933213711,2.89093088358641,3.67340181637583,-12.9912788429297,-1.13153047859669,2.17527803055535,4.60191782505983
"35843","Citigroup Maintains Buy on Fidelity National Info, Raises Price Target to $152","positive",0.8,0.9,31733,"FIDELITY NATIONAL INFO SVCS INC",4,NA,137,28,2,"2019-09-09",89003,-2.78201624751091,-1.85295566916466,-0.322023007358108,-1.475663609345,-0.992452260106802,-0.0363077681528212,0.80544096831161
"35844","Citigroup Maintains Buy on Fleetcor Technologies, Raises Price Target to $340","positive",0.8,0.9,31741,"FLEETCOR TECHNOLOGIES INC",4,NA,134,28,2,"2019-09-09",12449,-3.99485416710377,-1.47650260478258,2.51591733202288,-0.974010209399312,0.0363652769010514,1.51958322070738,3.31831252513171
"35845","Franco-Nevada Names David Harquail Chair Designate, Pierre Lassonde Chair Emeritus Designate, Paul Brink CEO Designate","positive",0.6,0.8,31749,"FRANCO NEVADA CORP",4,NA,148,28,2,"2019-09-09",12994,-2.78670098632574,0.266410922631621,-2.88447735695166,2.03059876435396,-1.74063425511122,-4.36893559014008,-2.31734556357499
"35846","Greenbrier Unveils New Covered Hoppers For Grain Shipments","positive",0.8,0.9,31757,"GREENBRIER COMPANIES INC",4,NA,132,28,2,"2019-09-09",80719,9.13500487804413,6.07407167553902,11.8518544780766,11.0740730480581,1.81070175021887,8.03493518352718,10.5945409961351
"35847","Pivotal Research Upgrades Genesco to Buy, Raises Price Target to $48","positive",0.8,0.9,31765,"GENESCO INC",4,NA,125,28,2,"2019-09-09",21055,13.1156668066979,4.37866188585758,2.64187366537145,-4.0362071672511,2.23479755222797,4.87521870702232,3.73134108996018
"35848","Gilead Sciences and Elton John AIDS Foundation to Partner to Positively Impact People Affected with HIV","positive",0.8,0.9,31773,"GILEAD SCIENCES INC",4,NA,136,28,2,"2019-09-09",77274,2.32953131198883,1.13071007654071,0.264493251086328,0.0362136229846488,1.1863911524415,2.44981702109379,2.937904451248
"35849","Google Says It Supports Responsible Political Ads That Comply With Local Legislation, Following Russian Accusation It Distributed Political Advertising During Sunday Elections","neutral",0.2,0.6,31781,"ALPHABET INC",4,NA,138,28,1,"2019-09-09",90319,-0.087035511387512,0.0356709817424416,2.18706048451034,2.44094021684469,-0.484247133135796,2.03421615868564,3.14393543986693
"35850","Hawaiian Air Aug. Traffic: Passengers Up 4% Year Over Year, RPMs Up 2.8% YoY, ASMs Down 1.9%, Load Factor Up 4 Points","positive",0.6,0.8,31789,"HAWAIIAN HOLDINGS INC",4,NA,161,28,2,"2019-09-09",81666,5.20446226000786,6.32116496562958,10.1688272264139,7.02787998043091,1.55200893059373,4.26356496823714,2.54128943762368
