BillID,Year,Major,MajorText,Party,PassH,PassS,Description,Description_CBP,DW1,DW1_NA,Chamber,BillNum,BillType,Cong,Minor,MultNo,PLaw,ReportH,ReportS,Veto,ComC,CumHServ,MRef,NameFull,Postal,State
111-HR-6442,2010,19,Government Operations,Democrat,0,0,To amend title II of the Social Security Act to prevent low-income public servants from falling into poverty by modifying the Government Pension Offset to protect their Social Security widows and spousal benefits.,To amend title II of the Social Security Act to prevent low-income public servants from falling into poverty by modifying the Government Pension Offset to protect their Social Security widows and spousal benefits.,-0.483,-0.483,House,6442,HR,111,2004.0,1.0,0,0,0,0,0.0,715.0,0,Chellie Pingree,ME,2
110-S-1707,2007,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to reduce the duty on certain golf club components.,A bill to reduce the duty on certain golf club components.,-0.344,-0.344,Senate,1707,S,110,1526.0,1.0,0,0,0,0,0.0,0.0,0,Dianne Feinstein,CA,71
110-HR-1403,2007,15,Defense,Democrat,0,0,To amend the Internal Revenue Code of 1986 to provide a 2 percent tax reduction for members of the Armed Forces who serve in a combat zone.,To amend the Internal Revenue Code of 1986 to provide a 2 percent tax reduction for members of the Armed Forces who serve in a combat zone.,-0.12,-0.12,House,1403,HR,110,1608.0,1.0,0,0,0,0,0.0,730.0,0,Christopher Carney,PA,14
91-HR-9794,1969,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,To clarify the liability of national banks for certain taxes,To clarify the liability of national banks for certain taxes,0.02,0.02,House,9794,HR,91,1501.0,1.0,0,0,0,0,0.0,28.0,1,"Sikes, Robert L. F.",FL,43
87-HR-3469,1961,16,"Space, Science, Technology, and Communications",Democrat,0,0,"To amend the Communications Act of 1934, with respect to the pours of operation of certain broadcasting stations","To amend the Communications Act of 1934, with respect to the pours of operation of certain broadcasting stations",-0.175,-0.175,House,3469,HR,87,1707.0,1.0,0,0,0,0,0.0,2.0,1,"Shipley, George E.",IL,21
80-S-2228,1948,5,Labor and Employment,Democrat,0,0,A bill to amend the Railroad Retirement Act of 1937 with respect to the minimum annuity payable under such act,A bill to amend the Railroad Retirement Act of 1937 with respect to the minimum annuity payable under such act,-0.0002153380151543,,Senate,2228,S,80,503.0,1.0,0,0,0,0,0.0,0.0,0,"Stewart, A. To",TN,54
81-S-2928,1950,19,Government Operations,Republican,0,0,A bill to authorize the Postmaster General to prescribe a uniform dress for groups of postal employees and to extend existing penal provisions covering unauthorized wearing of uniforms to these groups,A bill to authorize the Postmaster General to prescribe a uniform dress for groups of postal employees and to extend existing penal provisions covering unauthorized wearing of uniforms to these groups,0.094,0.094,Senate,2928,S,81,2003.0,1.0,0,0,0,0,0.0,0.0,0,"Langer, Willia",ND,36
95-HR-1942,1977,10,Transportation,Democrat,0,0,"A bill to amend the definition of the term lawful bridge in An Act to provide for the alteration of certain bridges over navigable waters of the United States, approved June 21, 1940 (54 Stat. 497), for the purpose of clarifying such definition.","A bill to amend the definition of the term """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""lawful bridge"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" in """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""An Act to provide for the alteration of certain bridges over navigable waters of the United States"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""", approved June 21, 1940 (54 Stat. 497), for the purpose of clarifying such definition.",-0.532,-0.532,House,1942,HR,95,1002.0,1.0,0,0,0,0,0.0,2111.0,0,Robert Eckhardt,TX,49
105-HR-3221,1998,3,Health,Democrat,0,0,"To amend chapter 89 of title 5, United States Code, concerning the Federal Employees Health Benefits (FEHB) Program, to enable the Federal Government to enroll an employee and his or her family in the FEHB Program when a State court orders the employee to provide health insurance coverage for a child of the employee but the employee fails to provide the coverage.","To amend chapter 89 of title 5, United States Code, concerning the Federal Employees Health Benefits (FEHB) Program, to enable the Federal Government to enroll an employee and his or her family in the FEHB Program when a State court orders the employee to provide health insurance coverage for a child of the employee but the employee fails to provide the coverage.",-0.421,-0.421,House,3221,HR,105,302.0,1.0,0,0,0,0,0.0,1445.0,1,Elijah Cummings,MD,52
88-S-2287,1963,20,Public Lands and Water Management,Democrat,0,0,"A bill to terminate a restriction on use with respect to certain land previously conveyed to the city of Petersburg, Alaska.","A bill to terminate a restriction on use with respect to certain land previously conveyed to the city of Petersburg, Alaska.",-0.662,-0.662,Senate,2287,S,88,2103.0,1.0,0,0,0,0,0.0,0.0,1,"GRUENING, ERNEST",AK,81
84-HR-7529,1955,13,Community Development and Housing Issues,Republican,0,0,To change the name of the Federal Housing Administration,To change the name of the Federal Housing Administration,0.106,0.106,House,7529,HR,84,1400.0,1.0,0,0,0,0,0.0,2.0,1,"Frelinghuysen, Peter H.B.",NJ,12
80-HR-1845,1947,15,Defense,Republican,1,1,"To amend section 371, title 10, United States Code (military leave for Federal employees)","To amend section 371, title 10, United States Code (military leave for Federal employees)",0.121,0.121,House,1845,HR,80,1616.0,1.0,1,1,0,0,0.0,6.583,1,"Smith, Margaret Chase",ME,2
99-HR-5620,1986,1,Macroeconomics,Democrat,0,0,A bill to repeal the provision of the Tax Reform Act of 1986 which eliminates the deduction for State and local sales taxes.,A bill to repeal the provision of the Tax Reform Act of 1986 which eliminates the deduction for State and local sales taxes.,-0.34,-0.34,House,5620,HR,99,107.0,1.0,0,0,0,0,0.0,2112.0,1,Barbara Kennelly,CT,1
113-HR-1078,2013,19,Government Operations,Republican,0,0,"To make participation in the American Community Survey voluntary, except with respect to certain basic questions, and for other purposes.","To make participation in the American Community Survey voluntary, except with respect to certain basic questions, and for other purposes.",0.671,0.671,House,1078,HR,113,2002.0,1.0,0,0,0,0,0.0,3651.0,0,Ted Poe,TX,49
96-S-2939,1980,1,Macroeconomics,Democrat,0,1,A bill to provide for revenue reconciliation as provided by section 310 of the Congressional Budget Act of 1974.,A bill to provide for revenue reconciliation as provided by section 310 of the Congressional Budget Act of 1974.,-0.248,-0.248,Senate,2939,S,96,105.0,1.0,0,0,1,0,1.0,0.0,1,Ernest Hollings,SC,48
96-HR-8140,1980,19,Government Operations,Democrat,0,0,A bill to provide for the issuance of a postage stamp to commemorate the 150th anniversary of the birth of Dr. Samuel A. Mudd.,A bill to provide for the issuance of a postage stamp to commemorate the 150th anniversary of the birth of Dr. Samuel A. Mudd.,-0.294,-0.294,House,8140,HR,96,2003.0,1.0,0,0,0,0,0.0,2904.0,0,Jerome Traxler,MI,23
91-S-4274,1970,19,Government Operations,Republican,0,0,A bill to amend the Federal Regulation of Lobbying Act with respect to certain activities of Members of Congress,A bill to amend the Federal Regulation of Lobbying Act with respect to certain activities of Members of Congress,0.191,0.191,Senate,4274,S,91,2012.0,1.0,0,0,0,0,0.0,8000.0,0,"Dole, Robert J",KS,32
93-HR-16902,1974,19,Government Operations,Democrat,0,0,A bill to establish a commission to study rules and procedures for the disposition and preservation of records and documents of Federal officials.,A bill to establish a commission to study rules and procedures for the disposition and preservation of records and documents of Federal officials.,-0.483,-0.483,House,16902,HR,93,2002.0,1.0,0,0,0,0,0.0,716.0,1,John Brademas,IN,22
93-HR-11807,1973,5,Labor and Employment,Democrat,0,0,"A bill to encourage and assist States and localities to coordinate their various programs and resources available to provide human services in order to facilitate the improved provision and utilization of those services and increase their effectiveness in achieving the objectives of personal independence, economic self-sufficiency, and the maximum enjoyment of life, with dignity, and for other purposes.","A bill to encourage and assist States and localities to coordinate their various programs and resources available to provide human services in order to facilitate the improved provision and utilization of those services and increase their effectiveness in achieving the objectives of personal independence, economic self-sufficiency, and the maximum enjoyment of life, with dignity, and for other purposes.",-0.483,-0.483,House,11807,HR,93,502.0,1.0,0,0,0,0,0.0,716.0,1,John Brademas,IN,22
92-HR-13037,1972,20,Public Lands and Water Management,Democrat,0,0,To designate the Okefefle National Wildlife Refuge as the Okefenbkee Wilderness,To designate the Okefefle National Wildlife Refuge as the Okefenbkee Wilderness,-0.31,-0.31,House,13037,HR,92,2103.0,1.0,0,0,0,0,0.0,1.16,1,"Roe, Robert A.",NJ,12
107-HR-3177,2001,20,Public Lands and Water Management,Republican,0,0,"To require the display of the POW/MIA flag at the World War II memorial, the Korean War Veterans Memorial, and the Vietnam Veterans Memorial in the District of Columbia.","To require the display of the POW/MIA flag at the World War II memorial, the Korean War Veterans Memorial, and the Vietnam Veterans Memorial in the District of Columbia.",0.758,0.758,House,3177,HR,107,2101.0,1.0,0,0,0,0,1.0,5799.0,1,Joel Hefley,CO,62
97-HR-4559,1981,18,International Affairs and Foreign Aid,Democrat,1,1,"A bill making appropriations for Foreign Assistance and related programs for the fiscal year ending September 30, 1982, and for other purposes.","A bill making appropriations for Foreign Assistance and related programs for the fiscal year ending September 30, 1982, and for other purposes.",-0.226,-0.226,House,4559,HR,97,1900.0,2.0,1,1,0,0,0.0,3641.0,1,Clarence Long,MD,52
91-HR-1342,1969,15,Defense,Democrat,0,0,To enable the mothers and widows of deceased members of the Armed Forces now interred in cemeteries outside .the continental limits of the United States to make a pilgrimage to such cemeteries,To enable the mothers and widows of deceased members of the Armed Forces now interred in cemeteries outside .the continental limits of the United States to make a pilgrimage to such cemeteries,-0.31,-0.31,House,1342,HR,91,1608.0,1.0,0,0,0,0,0.0,24.58,1,"Rooney, John J.",NY,13
96-S-1798,1979,1,Macroeconomics,Democrat,1,1,"A bill to reduce regulation of and increase competition in the household goods moving industry, and for other purposes.","A bill to reduce regulation of and increase competition in the household goods moving industry, and for other purposes.",-0.195,-0.195,Senate,1798,S,96,108.0,2.0,1,1,1,0,1.0,0.0,1,Howard Cannon,NV,65
92-HR-11433,1971,1,Macroeconomics,Democrat,0,0,"To amend the tariff and trade laws of the United States to promote gull employment and restore a diversified production base to amend the Internal Revenue Code of 1954 to stem the outflow of U.S. capital, jobs, technology, and production, and for other purposes","To amend the tariff and trade laws of the United States to promote gull employment and restore a diversified production base to amend the Internal Revenue Code of 1954 to stem the outflow of U.S. capital, jobs, technology, and production, and for other purposes",-0.32,-0.32,House,11433,HR,92,100.0,1.0,0,0,0,0,0.0,8.0,1,"Minish, Joseph G.",NJ,12
111-S-3584,2010,7,Environment,Democrat,0,0,"A bill to direct the Administrator of the National Oceanic and Atmospheric Administration to institute research into the special circumstances associated with oil spill prevention and response in the Arctic waters, including assessment of impacts on Arctic marine mammals and other wildlife, marine debris research and removal, and risk assessment, and for other purposes.","A bill to direct the Administrator of the National Oceanic and Atmospheric Administration to institute research into the special circumstances associated with oil spill prevention and response in the Arctic waters, including assessment of impacts on Arctic marine mammals and other wildlife, marine debris research and removal, and risk assessment, and for other purposes.",-0.278,-0.278,Senate,3584,S,111,701.0,1.0,0,0,0,0,0.0,0.0,0,Mark Begich,AK,81
89-S-3184,1966,1,Macroeconomics,Democrat,0,0,A bill to provide an incentive for private industry to establish programs to educate and train individuals in needed skills by allowing a credit against income tax for the expenses of conducting such programs.,A bill to provide an incentive for private industry to establish programs to educate and train individuals in needed skills by allowing a credit against income tax for the expenses of conducting such programs.,-0.422,-0.422,Senate,3184,S,89,107.0,1.0,0,0,0,0,0.0,4000.0,1,"Ribicoff, Abra",CT,1
80-HR-2746,1947,11,"Law, Crime, and Family Issues",Republican,1,1,To provide secretaries for circuit and district judges,To provide secretaries for circuit and district judges,0.39,0.39,House,2746,HR,80,1204.0,1.0,1,1,0,0,0.0,8.0,1,"Graham, Louis E.",PA,14
93-HR-12933,1974,19,Government Operations,Republican,0,0,A bill to authorize voluntary withholding of Maryland and Virginia income taxes in the case of Members of Congress and congressional employees.,A bill to authorize voluntary withholding of Maryland and Virginia income taxes in the case of Members of Congress and congressional employees.,0.141,0.141,House,12933,HR,93,2004.0,1.0,0,0,0,0,0.0,716.0,0,Lawrence Hogan,MD,52
94-HR-12871,1976,3,Health,Republican,0,0,"A bill to amend title XVIII of the Social Security Act to authorize payment under the medicare program for occupational therapy services, whether furnished as a part of home health services or otherwise.","A bill to amend title XVIII of the Social Security Act to authorize payment under the medicare program for occupational therapy services, whether furnished as a part of home health services or otherwise.",0.365,0.365,House,12871,HR,94,334.0,2.0,0,0,0,0,0.0,1367.0,1,Donald Clancy,OH,24
97-S-802,1981,17,Foreign Trade,Democrat,0,0,A bill to remove the Soviet grain embargo unless the President takes certain action.,A bill to remove the Soviet grain embargo unless the President takes certain action.,-0.043,-0.043,Senate,802,S,97,1807.0,1.0,0,0,0,0,0.0,0.0,0,Edward Zorinsky,NE,35
108-S-1360,2003,15,Defense,Democrat,0,0,"A bill to amend section 7105 of title 38, United States Code, to clarify the requirements for notices of disagreement for appellate review of Department of Veterans Affairs activities.","A bill to amend section 7105 of title 38, United States Code, to clarify the requirements for notices of disagreement for appellate review of Department of Veterans Affairs activities.",-0.372,-0.372,Senate,1360,S,108,1608.0,1.0,0,0,0,0,0.0,0.0,1,Bob Graham,FL,43
95-HR-11481,1978,7,Environment,Democrat,0,0,"A bill to extend the authorization for appropriations to carry out the Endangered Species Act of 1973, as amended.","A bill to extend the authorization for appropriations to carry out the Endangered Species Act of 1973, as amended.",-0.366,-0.366,House,11481,HR,95,709.0,1.0,0,0,0,0,1.0,2111.0,1,John Murphy,NY,13
80-HR-1434,1947,9,Immigration,Democrat,0,0,To amend section 11F of the Immigration Act of 1924,To amend section 11F of the Immigration Act of 1924,-0.458,-0.458,House,1434,HR,80,900.0,1.0,0,0,0,0,0.0,23.833,1,"Celler, Emanuel",NY,13
86-HR-11195,1960,17,Foreign Trade,Republican,0,0,To provide for the temporary suspension of the duty on corkboard insulation,To provide for the temporary suspension of the duty on corkboard insulation,0.132,0.132,House,11195,HR,86,1807.0,1.0,0,0,0,0,0.0,2.0,1,"Dooley, Edwin B.",NY,13
89-HR-18374,1966,12,Social Welfare,Democrat,0,0,"To amend title II of the Social Security Act to provide a 10-percent across-the-board benefit increase, with a minimum of $100 a month for individuals with 25 years service, to increase the earnings base for benefit and tax purposes, to liberalize the retirement test, and to cover disability insurance beneficiaries under the health insurance benefits program","To amend title II of the Social Security Act to provide a 10-percent across-the-board benefit increase, with a minimum of $100 a month for individuals with 25 years service, to increase the earnings base for benefit and tax purposes, to liberalize the retirement test, and to cover disability insurance beneficiaries under the health insurance benefits program",-0.31,-0.31,House,18374,HR,89,1303.0,1.0,0,0,0,0,0.0,8.0,1,"Dent, John H.",PA,14
111-HR-3712,2009,19,Government Operations,Republican,0,0,"To require the Secretary of the Treasury to mint coins in recognition of and to commemorate the 1863 invasion of Pennsylvania, the Battle of Gettysburg, and President Abraham Lincoln's Gettysburg Address.","To require the Secretary of the Treasury to mint coins in recognition of and to commemorate the 1863 invasion of Pennsylvania, the Battle of Gettysburg, and President Abraham Lincoln's Gettysburg Address.",0.465,0.465,House,3712,HR,111,2006.0,1.0,0,0,0,0,0.0,3640.0,0,Todd Platts,PA,14
113-S-2835,2014,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to amend the Internal Revenue Code of 1986 to provide a refundable tax credit for certain storm shelters.,A bill to amend the Internal Revenue Code of 1986 to provide a refundable tax credit for certain storm shelters.,-0.205,-0.205,Senate,2835,S,113,1523.0,1.0,0,0,0,0,0.0,0.0,0,Mark Pryor,AR,42
111-S-2254,2009,17,Foreign Trade,Democrat,0,0,A bill to extend the temporary suspension of duty on Etoxazole.,A bill to extend the temporary suspension of duty on Etoxazole.,-0.354,-0.354,Senate,2254,S,111,1807.0,1.0,0,0,0,0,1.0,0.0,0,Dianne Feinstein,CA,71
108-HR-3985,2004,1,Macroeconomics,Republican,0,0,"To make 2 percent across-the-board rescissions in non-defense, non-homeland-security discretionary spending for fiscal year 2005.","To make 2 percent across-the-board rescissions in non-defense, non-homeland-security discretionary spending for fiscal year 2005.",0.773,0.773,House,3985,HR,108,100.0,1.0,0,0,0,0,0.0,702.0,0,Marsha Blackburn,TN,54
83-HR-1918,1953,19,Government Operations,Democrat,0,0,To provide for the issuance four special postage stamps in commemoration of the sesquicentennial of the Louisiana Purchase,To provide for the issuance four special postage stamps in commemoration of the sesquicentennial of the Louisiana Purchase,-0.233,-0.233,House,1918,HR,83,2003.0,1.0,0,0,0,0,0.0,8.0,1,"Boggs, T. Hale",LA,45
102-HR-5814,1992,19,Government Operations,Democrat,0,0,"To amend the charter of the Group Hospitalization and Medical Services, Inc., to remove the partial exemption granted to the corporation from the insurance laws and regulations of the District of Columbia.","To amend the charter of the Group Hospitalization and Medical Services, Inc., to remove the partial exemption granted to the corporation from the insurance laws and regulations of the District of Columbia.",-0.626,-0.626,House,5814,HR,102,2014.0,1.0,0,0,0,0,1.0,7219.0,1,Ronald Dellums,CA,71
93-S-3691,1974,8,Energy,Democrat,0,0,"A bill to insure the equitable allocation of supplies of materials and equipment necessary for the exploration, production, refining, and required transportation of energy supplies and for the construction and maintenance of energy facilities.","A bill to insure the equitable allocation of supplies of materials and equipment necessary for the exploration, production, refining, and required transportation of energy supplies and for the construction and maintenance of energy facilities.",-0.705,-0.705,Senate,3691,S,93,800.0,1.0,0,0,0,0,0.0,0.0,0,James Abourezk,SD,37
85-HR-10165,1958,20,Public Lands and Water Management,Democrat,0,0,"To authorize the conveyance of certain real property of the United States to the county or Sacramento, Calif","To authorize the conveyance of certain real property of the United States to the county or Sacramento, Calif",-0.526,-0.526,House,10165,HR,85,2100.0,1.0,0,0,0,0,0.0,4.0,1,"Moss, John E. Jr.",CA,71
95-HR-10277,1977,20,Public Lands and Water Management,Democrat,0,0,A bill to amend the Flood Control Act of 1946 to provide that the conservation storage capacity provided by the Belton Reservoir in Texas shall be available for purposes other than irrigation.,A bill to amend the Flood Control Act of 1946 to provide that the conservation storage capacity provided by the Belton Reservoir in Texas shall be available for purposes other than irrigation.,0.017,0.017,House,10277,HR,95,2104.0,1.0,0,0,0,0,0.0,2111.0,0,William Poage,TX,49
107-S-2682,2002,17,Foreign Trade,Republican,0,0,A bill to provide for reliquidation and payment of antidumping duties on certain entries of televisions.,A bill to provide for reliquidation and payment of antidumping duties on certain entries of televisions.,0.395,0.395,Senate,2682,S,107,1807.0,1.0,0,0,0,0,0.0,0.0,1,Fred Thompson,TN,54
81-HR-1779,1949,6,Education,Democrat,0,0,To provide for medicaleducation assistance,To provide for medicaleducation assistance,-0.148,-0.148,House,1779,HR,81,601.0,1.0,0,0,0,0,0.0,2.0,1,"Smathers, George A.",FL,43
99-HR-3725,1985,18,International Affairs and Foreign Aid,Republican,0,0,A bill to authorize assistance for the democratic resistance in Angola.,A bill to authorize assistance for the democratic resistance in Angola.,0.431,0.431,House,3725,HR,99,1921.0,1.0,0,0,0,0,0.0,3574.0,1,Robert Dornan,CA,71
99-HR-3088,1985,1,Macroeconomics,Democrat,0,0,A bill to form a Government corporation to revitalize the American steel industry by purchasing and operating steel plants that have been closed and that are situated in communities dependent predominantly on the steel industry for employment.,A bill to form a Government corporation to revitalize the American steel industry by purchasing and operating steel plants that have been closed and that are situated in communities dependent predominantly on the steel industry for employment.,-0.303,-0.303,House,3088,HR,99,108.0,1.0,0,0,0,0,0.0,1384.0,1,Joseph Kolter,PA,14
108-HR-4087,2004,17,Foreign Trade,Republican,0,0,"To suspend temporarily the duty on 2,7-Naphthalenedisulfonic acid,5-[[4-chloro-6-[[3-[[8-[4-fluoro-6- (methylphenylamino)-1,3,5-triazin-2-yl]amino]-1-hydroxy-3,6- disulfo-2-naphthalenyl]azo]-4-sulfophenyl],amino]-1,3,5-tria zin-2-yl]amino]-4-hydroxy-3-[(1-sulfo-2-naphthalenyl)azo]-so dium salt.","To suspend temporarily the duty on 2,7-Naphthalenedisulfonic acid,5-[[4-chloro-6-[[3-[[8-[4-fluoro-6- (methylphenylamino)-1,3,5-triazin-2-yl]amino]-1-hydroxy-3,6- disulfo-2-naphthalenyl]azo]-4-sulfophenyl],amino]-1,3,5-tria zin-2-yl]amino]-4-hydroxy-3-[(1-sulfo-2-naphthalenyl)azo]-so dium salt.",0.532,0.532,House,4087,HR,108,1807.0,1.0,0,0,0,0,0.0,6547.0,0,Richard Baker,LA,45
101-S-195,1989,15,Defense,Democrat,0,0,A bill entitled the Chemical and Biological Weapons Control Act of 1989.,"A bill entitled the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Chemical and Biological Weapons Control Act of 1989"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",-0.388,-0.388,Senate,195,S,101,1605.0,1.0,0,0,1,0,1.0,0.0,1,Claiborne Pell,RI,5
86-HR-6468,1959,10,Transportation,Democrat,0,0,"To amend section 1(14) (a) of the Interstate Commerce Act, to provide an incentive for construction and maintenance of an adequate national supply of freight cars","To amend section 1(14) (a) of the Interstate Commerce Act, to provide an incentive for construction and maintenance of an adequate national supply of freight cars",-0.049,-0.049,House,6468,HR,86,1005.0,1.0,0,0,0,0,0.0,18.0,1,"Harris, Oren",AR,42
92-HR-11764,1971,19,Government Operations,Democrat,0,0,"To amend the age and service requirements for immediate retirement under subchapter III of chapter 83 of title 5, United-States Code, and for other purposes","To amend the age and service requirements for immediate retirement under subchapter III of chapter 83 of title 5, United-States Code, and for other purposes",-0.39,-0.39,House,11764,HR,92,2004.0,1.0,0,0,0,0,0.0,12.0,1,"Karth, Joseph Edward",MN,33
86-HR-11907,1960,10,Transportation,Republican,0,0,"To admit the vessels Fort Town, Maple City, and Windmill Point to American registry, and to permit their use in coastwise trade","To admit the vessels Fort Town, Maple City, and Windmill Point to American registry, and to permit their use in coastwise trade",0.462,0.462,House,11907,HR,86,1007.0,1.0,0,0,0,0,0.0,18.917,1,"Kilburn, Clarence E.",NY,13
91-HR-17186,1970,4,Agriculture,Democrat,0,0,"To amend the peanut marketing quota provisions to make permanent certain provisions thereunder, and for other purposes","To amend the peanut marketing quota provisions to make permanent certain provisions thereunder, and for other purposes",0.38,0.38,House,17186,HR,91,401.0,1.0,0,0,0,0,0.0,20.91,1,"Abbitt, Watkins M.",VA,40
95-HR-2520,1977,19,Government Operations,Republican,0,0,A bill to provide for the striking of medals commemorating the two hundredth anniversary of the encampment of the American Army during the bitter winter at Valley Forge.,A bill to provide for the striking of medals commemorating the two hundredth anniversary of the encampment of the American Army during the bitter winter at Valley Forge.,0.248,0.248,House,2520,HR,95,2006.0,1.0,0,0,0,0,0.0,1370.0,0,Richard Schulze,PA,14
105-HR-1720,1997,10,Transportation,Democrat,0,0,"To improve transportation safety, and for other purposes.","To improve transportation safety, and for other purposes.",-0.422,-0.422,House,1720,HR,105,1000.0,3.0,0,0,0,0,0.0,9481.0,1,John Dingell,MI,23
108-S-1280,2003,11,"Law, Crime, and Family Issues",Republican,1,1,A bill to amend the Protect Act to clarify certain volunteer liability.,A bill to amend the Protect Act to clarify certain volunteer liability.,0.383,0.383,Senate,1280,S,108,1207.0,2.0,1,0,1,0,1.0,0.0,1,Orrin Hatch,UT,67
87-HR-6762,1961,6,Education,Democrat,0,0,"To amend the National Defense Education Act of 1958 to authorize the Commissioner of Education to award undergraduate scholarships in American institutions of higher education to certain students from Africa, Asia, and Latin America in order to help prepa","To amend the National Defense Education Act of 1958 to authorize the Commissioner of Education to award undergraduate scholarships in American institutions of higher education to certain students from Africa, Asia, and Latin America in order to help prepa",-0.797,-0.797,House,6762,HR,87,601.0,1.0,0,0,0,0,1.0,16.0,1,"Powell, Adam Clayton Jr.",NY,13
104-S-1398,1995,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to increase the penalty for trafficking in powdered cocaine to the same level as the penalty for trafficking in crack cocaine, and for other purposes.","A bill to increase the penalty for trafficking in powdered cocaine to the same level as the penalty for trafficking in crack cocaine, and for other purposes.",-0.173,-0.173,Senate,1398,S,104,1203.0,1.0,0,0,0,0,0.0,5036.0,0,John Breaux,LA,45
103-S-1980,1994,20,Public Lands and Water Management,Democrat,0,1,"A bill to establish the Cane River Creole National Historical Park and the Cane River National Heritage Area in the State of Louisiana, and for other purposes.","A bill to establish the Cane River Creole National Historical Park and the Cane River National Heritage Area in the State of Louisiana, and for other purposes.",-0.23,-0.23,Senate,1980,S,103,2101.0,2.0,0,0,1,0,1.0,0.0,1,John Johnston,LA,45
103-S-1017,1993,18,International Affairs and Foreign Aid,Republican,0,0,A bill to withhold all United States funds from the United Nations unless the United Nations carries out certain administrative and budgetary reforms.,A bill to withhold all United States funds from the United Nations unless the United Nations carries out certain administrative and budgetary reforms.,0.332,0.332,Senate,1017,S,103,1926.0,1.0,0,0,0,0,0.0,1370.0,1,Larry Pressler,SD,37
83-HR-8627,1954,6,Education,Democrat,0,0,"To promote the preservation of the true history of this Nation as actually recorded in pioneer weekly newspapers. and currently published in weekly newspapers of the United States to locate, microfilm, file, and make available this valuable material to sc","To promote the preservation of the true history of this Nation as actually recorded in pioneer weekly newspapers. and currently published in weekly newspapers of the United States to locate, microfilm, file, and make available this valuable material to sc",0.364,0.364,House,8627,HR,83,2300.0,1.0,0,0,0,0,0.0,0.0,1,"Gentry, Brady P.",TX,49
