BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal,IntrDate
90-HR-16127,1968,10,Transportation,Democrat,1,1,To increase the limitation on the number of officers for the Coast Guard,-0.288,House,MD,
106-S-2948,2000,7,Environment,Republican,0,0,"A bill to amend the Federal Water Pollution Control Act to establish a program for wetland mitigation banking, and for other purposes.",0.674,Senate,OK,2000-07-27
80-HR-5572,1948,15,Defense,Republican,0,0,"To authorize and request the promotion of Commander Myron W. Graybill, United States navy, to the grade of captain",0.144,House,WA,
102-HR-2330,1991,16,"Space, Science, Technology, and Communications",Democrat,0,0,"To protect the public interest and the future development of interstate pay-per-call technology by providing for the regulation and oversight of the application and growth of the audiotext industry, and for other purposes.",-0.491,House,MA,1991-05-14
92-S-3016,1971,10,Transportation,Democrat,0,0,"A bill to amend section 101(13 ) of the Federal Aviation Act by establishing certain conditions under which a corporation organized under the laws of the United States or of any State, territory, or possession of the United States may qualify as a United ",-0.358,Senate,HI,
80-HR-1099,1947,20,Public Lands and Water Management,Republican,1,0,To declare that the United States holds certain lands in trust for the Minnesota Chippewa Tribe,0.189,House,MN,
87-S-2124,1961,19,Government Operations,Democrat,0,0,"A bill to amend section 309 of the Federal Property and Administrative Services Act of 1949, as amended, so as to remove the limitation on the maximum capital of the General Supply Funs.",0.164,Senate,AR,
88-S-1270,1963,4,Agriculture,Democrat,0,0,"A bill to amend the Packers and Stockyards Act, 1921, to strengthen independent competition by providing for competitive enterprise in the retail sales of meat, meat food products, livestock products, and other food items.",-0.558,Senate,SD,
82-S-966,1951,15,Defense,Democrat,0,0,"A bill to enact certain provisions now included in the Defense Appropriation Act and the Civil Functions Appropriations Act, and for other purposes",0.088,Senate,GA,
96-HR-5950,1979,15,Defense,Democrat,0,0,"A bill to amend title 38, United States Code, to increase from $40,000 to $60,000 the maximum amount of mortgage protection life insurance which the Veterans' Administration may provide veterans with service-connected disabilities.",-0.038,House,TX,1979-11-26
107-HR-4489,2002,17,Foreign Trade,Republican,0,0,To suspend temporarily the duty on Black Alc Powder.,0.43,House,DE,2002-04-18
90-HR-8495,1967,19,Government Operations,Democrat,0,0,"To amend title 5, United States Code, to provide for acquisition of career status by certain individuals serving in positions in the competitive service under temporary appointments pending establishment of registers, and for other purposes",0.076,House,NC,
108-HR-4366,2004,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,"To prohibit the transfer of personal information to any person outside the United States, without notice and consent, and for other purposes.",-0.536,House,MA,2004-05-13
100-HR-5292,1988,19,Government Operations,Democrat,0,0,A bill to amend the Inspector General Act of 1978 to authorize inspectors general to subpoena witnesses.,-0.143,House,NC,1988-09-14
101-S-613,1989,15,Defense,Democrat,0,0,"A bill to amend title 38, United States Code, to index rates of veterans' disability compensation and surviving spouses' and children's dependency and indemnity compensation to automatically increase to keep pace with the cost of living.",-0.432,Senate,CA,1989-03-16
111-S-2596,2009,17,Foreign Trade,Republican,0,0,A bill to suspend temporarily the duty on Trinexapac-Ethyl Technical.,0.39,Senate,TX,2009-10-30
108-S-2506,2004,10,Transportation,Republican,0,0,"A bill to amend title 49, United States Code, to allow additional transit systems greater flexibility with certain mass transportation projects.",0.378,Senate,TX,2004-06-07
82-HR-3203,1951,20,Public Lands and Water Management,Republican,0,0,To extend for 2 years the 5-year period of limitation on the presentation of Indian claims to the Indian Claims Commission,0.689,House,OK,
96-HR-6049,1979,5,Labor and Employment,Republican,0,0,A bill to amend the Internal Revenue Code of 1954 to allow certain employees covered by employer retirement plans a deduction for contributions to such plans or to individual retirement plans.,0.335,House,NY,1979-12-06
95-S-2400,1978,8,Energy,Democrat,0,0,A bill to establish a National Alcohol Fuels Commission.,-0.427,Senate,IN,1978-01-23
82-S-509,1951,7,Environment,Democrat,1,1,"A bill to amend the Migratory Bird Hunting Stamp Act of March 16, 1934 (48 Stat, 451; 16 U, S, C, 718d), as amended",0.113,Senate,CO,
91-HR-18313,1970,9,Immigration,Democrat,0,0,To amend section 312(1) of the Immigration and Nationality Act,-0.7,House,CA,
110-S-1295,2007,18,International Affairs and Foreign Aid,Democrat,0,0,"A bill to amend the African Development Foundation Act to change the name of the Foundation, modify the administrative authorities of the Foundation, and for other purposes.",-0.39,Senate,WI,2007-05-03
102-S-2954,1992,20,Public Lands and Water Management,Democrat,0,0,"A bill to expand the Fort Necessity National Battlefield, and for other purposes.",-0.362,Senate,PA,1992-07-02
83-HR-3798,1953,20,Public Lands and Water Management,Republican,0,0,"To amend section 27 of the Organic Act of Guam (Public Law 630, 31st Cong.), to provide that articles imported into the United States from Guam and containing foreign materials to the value of more than 20 percent of their total value, shall be dutiable a",0.067,House,CT,
85-HR-462,1957,11,"Law, Crime, and Family Issues",Democrat,0,0,To establish certain qualifications for Justices of the Supreme Court of the United States and for judges of United States courts of appeals,-0.094,House,MS,
99-S-19,1985,12,Social Welfare,Democrat,0,0,A bill to amend part A of Title IV of the Social Security Act to provide for grants to States for programs to assist pregnant teenagers and teenage mothers who might otherwise become long-term recipients of aid to families with dependent children,-0.348,Senate,NY,1985-01-03
93-HR-17641,1974,7,Environment,Democrat,0,0,A bill to protect juvenile and egg-bearing spiny rock lobsters.,-0.102,House,FL,1974-12-16
113-HR-2850,2013,7,Environment,Republican,0,0,To require certain procedures in the conduct by the Environmental Protection Agency of its study of the potential impacts of hydraulic fracturing on drinking water resources.,0.604,House,TX,2013-07-30
83-HR-6015,1953,15,Defense,Democrat,0,0,"To clarify the law pertaining to hospital, domiciliary, and medical care of veterans, and for other purposes",0.06,House,TX,
85-HR-2157,1957,19,Government Operations,Democrat,0,0,"To amend section (8) of the CivilService Retirement Act of May 29, 1930,as amended, and for other purposes.",-0.503,House,MO,
107-S-1129,2001,19,Government Operations,Republican,0,0,"A bill to increase the rate of pay for certain offices and positions within the executive and judicial branches of the Government, respectively, and for other purposes.",0.24,Senate,VA,2001-06-28
110-HR-6247,2008,10,Transportation,Democrat,0,0,"To amend the Homeland Security Act of 2002 to direct the Secretary of Homeland Security to develop and acquire new technologies to inspect and screen air cargo on passenger aircraft to ensure transportation security, and for other purposes.",-0.469,House,MS,2008-06-11
102-HR-4269,1992,19,Government Operations,Democrat,0,0,Relating to the Congressional procedures that apply to any bill to implement a free-trade agreement between the United States and Mexico.,-0.357,House,IN,1992-02-19
105-HR-2573,1997,19,Government Operations,Republican,0,0,"To amend the Federal Election Campaign Act of 1971 to require that a majority of the funds raised by a candidate for election to the Senate or the House of Representatives come from individuals residing in the State the candidate seeks to represent, to require labor organizations to provide their members with information on the use of member dues for political purposes, and for other purposes.",0.645,House,AZ,1997-09-29
108-S-1679,2003,13,Community Development and Housing Issues,Republican,0,0,A bill to amend the Internal Revenue Code of 1986 to reduce the depreciation recovery period for roof systems.,0.616,Senate,KY,2003-09-30
110-HR-209,2007,6,Education,Democrat,0,0,"To authorize the appropriation of funds to be used to recruit, hire, and train 100,000 new classroom paraprofessionals in order to improve educational achievement for children.",-0.497,House,NY,2007-01-04
107-HR-4196,2002,17,Foreign Trade,Republican,0,0,To suspend temporarily the duty on certain epoxy molding compounds.,0.654,House,IL,2002-04-11
88-S-1233,1963,19,Government Operations,Democrat,0,0,"A bill to amend the Federal Property and Administrative Services Act of 1949, as amended, so as to authorize the Administrator of General Services to enter into contracts for the inspection, maintenance, and repair of fixed equipment in Federal buildings ",0.166,Senate,AR,
89-HR-13508,1966,20,Public Lands and Water Management,Democrat,1,1,"To direct the Secretary of the Interior to cooperate with the States of New York and New Jersey on a program to develop, preserve and restore the resources of the Hudson River and its shores and to authorize certain necessary steps to be taken to protect those resources from adverse Federal actions until the States and Congress shall have had an opportunity to act on that program",-0.38,House,NY,
96-HR-5859,1979,12,Social Welfare,Democrat,0,0,"A bill to amend title II of the Social Security Act and the Internal Revenue Code of 1954 to provide that an individual who has attained age 65, and who is eligible for old-age insurance benefits but has not filed application therefor, may elect (on an annual basis) to treat his or her employment or self-employment as not covered for social security benefit purposes and as exempt from social security taxes.",-0.086,House,IN,1979-11-09
110-S-1218,2007,3,Health,Democrat,0,0,"A bill to provide quality, affordable health care for all Americans.",-0.495,Senate,MA,2007-04-25
81-HR-4454,1949,19,Government Operations,Republican,0,0,"To provide for designation of the Veterans Administration hospital to be constructed in Syracuse, N. Y., as the Robert H. McCard Memorial Veterans Hospital",0.247,House,NY,
95-HR-13590,1978,10,Transportation,Democrat,0,0,"A bill to amend the Merchant Marine Act, 1936, to prohibit the shipment of classified information or material on vessels of Communist countries.",-0.366,House,NY,1978-07-25
89-HR-11057,1965,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,To amend chapter 93 of title 18 of the United States Code to prohibit unauthorized disclosure of information acquired in connection with certain security clearance investigations,-0.22,House,UT,
80-HR-2966,1947,10,Transportation,Republican,0,0,"To amend the Administrative Procedure Act to authorize commissioned officers of the Coast Guard to preside at the taking of evidence in proceedings under section 4450 of the Revised Statutes, as amended, and for other purposes",0.327,House,MI,
80-HR-1947,1947,1,Macroeconomics,Republican,1,0,To amend section 2800 (.d) of the Internal Revenue Code,0.294,House,CA,
92-HR-16515,1972,19,Government Operations,Republican,0,0,To permit the Capital Yacht Club of the District of Columbia to borrow money without regard to the usury laws of the District of Columbia,-0.15,House,MD,
101-HR-860,1989,1,Macroeconomics,Republican,0,0,"To amend the Congressional Budget and Impoundment Control Act of 1974 to exclude transactions of the social security trust funds from the computation of the federal deficit and the maximum deficit amount under the Balanced Budget and Emergency Deficit Control Act of 1985 and, accordingly, to revise the permissible maximum deficit amounts under such Act, and for other purposes.",0.465,House,CA,1989-02-06
110-HR-4185,2007,19,Government Operations,Democrat,1,1,"To designate the facility of the United States Postal Service located at 11151 Valley Boulevard in El Monte, California, as the Marisol Heredia Post Office Building.",-0.509,House,CA,2007-11-14
89-HR-5807,1965,19,Government Operations,Republican,0,0,"To provide for the District of Columbia an appointed Governor and Secretary, and an elected 25-member Legislative Assembly incorporating fixed minority party representation, and a nonvoting Delegate to the House of Representatives, and- for other purposes",-0.19,House,NY,
85-S-966,1957,20,Public Lands and Water Management,Democrat,0,0,"A bill to provide for the transfer of the Civil Service Commission Building is the District of Columbia to the Regents of the Smithsonian Institution for use in housing the National Collection of Fine Arts and a National Portrait Gallery, to provide for t",-0.451,Senate,MN,
110-HR-5761,2008,9,Immigration,Republican,0,0,To withhold Federal financial assistance from each country that denies or unreasonably delays the acceptance of nationals of such country who have been ordered removed from the United States and to prohibit the issuance of visas to nationals of such country.,0.562,House,DE,2008-04-10
85-HR-5555,1957,4,Agriculture,Democrat,0,0,To Increase the national marketing quota for burley tobacco by 10 percent.,-0.32,House,KY,
97-HR-2877,1981,4,Agriculture,Democrat,0,0,A bill to extend and amend the Food and Agriculture Act of 1977 for the purpose of assuring adequate supplies of upland cotton and its products to meet food and fiber needs of consumers at reasonable prices.,-0.163,House,MS,1981-03-26
110-S-1286,2007,20,Public Lands and Water Management,Republican,0,0,A bill to authorize the Coquille Indian Tribe of the State of Oregon to convey land and interests in land owned by the Tribe.,0.127,Senate,OR,2007-05-03
101-HR-4028,1990,11,"Law, Crime, and Family Issues",Democrat,0,0,To provide for eradication of drug production in certain foreign countries through debt-for-drugs exchanges.,-0.353,House,NY,1990-02-20
93-HR-7427,1973,12,Social Welfare,Democrat,0,0,"A bill to amend title II of the Social Security Act to extend beyond age 22 the period during which an individual may be entitled to child's insurance benefits on the basis of full time student status where such individual was prevented by reason of health, religious service, or service in the Armed Forces (after attaining age 18) from attending school during one or more months prior to attaining age 22.",-0.239,House,UT,1973-05-02
92-S-3852,1972,5,Labor and Employment,Democrat,0,0,"A bill to amend the Railroad Retirement Act of 1937 to provide a temporary 20 per centum increase in annuities, and for other purposes",-0.441,Senate,CA,
80-S-552,1947,6,Education,Democrat,0,0,"A bill providing for an additional Naval Academy in the Puget Sound area in the State of Washington, and for other purposes",-0.00021533801515431653,Senate,WA,
113-HR-51,2013,5,Labor and Employment,Republican,0,0,To amend the Internal Revenue Code of 1986 to provide for an employment assistance voucher program for the unemployed.,0.431,House,PA,2013-01-03
102-HR-2245,1991,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,"To amend certain Federal laws to provide the same rights and privileges to individuals with disabilities who depend on trained animals other than seeing-eye dogs as are provided to individuals with disabilities who depend on seeing-eye dogs, and for other purposes.",0.333,House,PA,1991-05-07
85-HR-4062,1957,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"To renew and extend the term of patent No. 886,541 for an additional term of 17 years.",0.373,House,IL,
88-S-1561,1963,3,Health,Democrat,0,1,A bill to amend the Federal Employees Health Benefits Act of 1959.,-0.029,Senate,SC,
103-HR-2803,1993,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To amend the Consumer Credit Protection Act to improve disclosures made to consumers who enter into rental-purchase transactions, to set standards for collection practices, and for other purposes.",-0.242,House,ID,1993-07-29
108-S-2966,2004,11,"Law, Crime, and Family Issues",Republican,0,0,A bill to amend the Internal Revenue Code of 1986 to provide for a nonrefundable tax credit against income tax for individuals who purchase a residential safe storage device for the safe storage of firearms.,0.476,Senate,ID,2004-10-08
92-HR-7832,1971,19,Government Operations,Republican,0,0,"To restore balance in the Federal system of government in the United States; to provide both the flexibility and resources for State and local government officials to exercise leadership in solving their own problems; to achieve a better allocation of total public resources; and to provide for the sharing with State and local governments of a portion of the tax revenue received by the United, States",0.37,House,OH,
90-S-760,1967,7,Environment,Republican,0,0,A bill to increase the investment credit allowable with respect to facilities to control water and air pollution,0.004,Senate,KY,
106-S-1904,1999,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,A bill to amend the Internal Revenue Code of 1986 to provide for an election for special tax treatment of certain S corporation conversions.,0.488,Senate,WY,1999-11-10
85-HR-9351,1957,10,Transportation,Republican,0,0,To authorize the construction and sale by the Federal Maritime Board of a superliner passenger vessel equivalent to the steamship United States.,0.081,House,WA,
81-HR-6946,1950,20,Public Lands and Water Management,Democrat,0,0,"Relating to the conveyance of certain property in Shawnee, Okla., by quitclaim deed to Alfred F. Hunter",-0.137,House,OK,
83-HR-8629,1954,12,Social Welfare,Republican,0,0,"To amend the Social Security Act and the Internal Revenue Code so as to extend coverage under the old-age and survivors insurance program, increase the benefits payable thereunder, preserve the insurance rights of disabled individuals, and increase the am",0.167,House,NJ,
110-HR-3923,2007,1,Macroeconomics,Democrat,0,0,To amend the Internal Revenue Code of 1986 to provide for the treatment of certain foreign nonqualified deferred compensation.,-0.362,House,IL,2007-10-22
108-HR-3750,2004,3,Health,Democrat,0,0,To provide for the correct treatment of territories and possessions in the health care service supports under the Communications Act of 1934.,-0.37138,House,GU,2004-01-30
114-HR-4348,2016,11,"Law, Crime, and Family Issues",Republican,0,0,"To require reciprocity between the District of Columbia and other States and jurisdictions with respect to the ability of individuals to carry certain concealed firearms, and for other purposes.",0.642,House,AZ,2016-01-07
85-S-3723,1958,20,Public Lands and Water Management,Democrat,1,1,"A bill to amend Public Law 522, 84th Congress (relating to the conveyance of certain lands to the city of Henderson, Nev.).",-0.108,Senate,NV,
101-HR-5785,1990,19,Government Operations,Democrat,0,0,To require the redesign of the reverse side of a circulating coin to commemorate the bicentennial of the United States Constitution and to provide for the redesign of all circulating coins other than the dollar.,-0.246,House,CA,1990-10-03
111-HR-3583,2009,20,Public Lands and Water Management,Democrat,0,0,To provide for a subsidy to sellers and buyers of fish directly delivered to American Samoa from vessels with United States fisheries endorsements that manufacture for the United States.,-0.343431,House,AS,2009-09-16
107-S-376,2001,18,International Affairs and Foreign Aid,Republican,0,0,"A bill to amend the Foreign Assistance Act of 1961 to modify for fiscal years 2002 through 2004 the procedures relating to assistance for countries not cooperating in United States counterdrug efforts, and for other purposes.",0.377,Senate,IA,2001-02-15
91-HR-16898,1970,11,"Law, Crime, and Family Issues",Democrat,0,0,To amend Internal Revenue Code of 1954 by imposing a tax on the transfer of explosives to persons who may lawfully possess them and to prohibit possession of explosives by certain persons,-0.43,House,OH,
100-HR-1625,1987,17,Foreign Trade,Republican,0,0,A bill relating to the tariff treatment of trifluromethylaniline (also known as m-Aminobenzotrifluride).,0.275,House,NC,1987-03-16
97-S-3056,1982,20,Public Lands and Water Management,Republican,0,0,"A bill to authorize improved flood protection on portions of the West Branch of the Susquehanna River in Lock Haven, Pennsylvania and environs.",-0.041,Senate,PA,1982-12-01
113-S-738,2013,7,Environment,Republican,0,0,"A bill to grant the Secretary of the Interior permanent authority to authorize States to issue electronic duck stamps, and for other purposes.",0.437,Senate,MS,2013-04-16
103-S-1342,1993,20,Public Lands and Water Management,Democrat,0,0,"A bill to establish in the Department of the Interior the Essex Heritage District Commission, and for other purposes.",-0.489,Senate,MA,1993-08-03
87-HR-9325,1961,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,"To amend the Subversive Activities Control Act of 1950 so as to provide that any Federal officer or employee who willfully falls or refuses to answer, or falsely answers, certain questions relating to Communist activities or national security, when summon",-0.141,House,PA,
104-S-1147,1995,15,Defense,Republican,0,1,"An original bill to extend and reauthorize the Defense Production Act of 1950, and for other purposes.",0.17,Senate,NY,1995-08-10
97-HR-2509,1981,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to replace a moratorium on decisions by the Federal Trade Commission in shared monopoly proceedings until the Congress establishes the existence of the violation and defines its elements.,-0.369,House,MI,1981-03-12
101-HR-484,1989,10,Transportation,Republican,0,0,To amend the Federal Aviation Act of 1958 to require air carriers to schedule operations at airports in such a manner so as not to exceed the capacity of any airport to handle operations during any period of time.,0.297,House,NY,1989-01-04
91-HR-11828,1969,1,Macroeconomics,Democrat,0,0,"To amend the Internal Revenue Code of 1954 to increase from $600 to $1,200 the personal income tax exemptions of a taxpayer (including the exemption for a spouse, the exemptions for a dependent, and the additional exemptions for old age and blindness",-0.26,House,WV,
105-S-730,1997,15,Defense,Republican,0,0,"A bill to make retroactive the entitlement of certain Medal of Honor recipients to the special pension provided for persons entered and recorded on the Army, Navy, Air Force, and Coast Guard Medal of Honor Roll.",0.492,Senate,ID,1997-05-08
92-S-1357,1971,20,Public Lands and Water Management,Democrat,0,0,A bill to amend the Organic Act of Guam so as to provide 4 year terms for members of the Legislature of Guam,-0.351,Senate,ND,
111-HR-5476,2010,19,Government Operations,Democrat,0,0,"To assist in the creation of new jobs by providing financial incentives for owners of commercial buildings and multifamily residential buildings to retrofit their buildings with energy efficient building equipment and materials, and for other purposes.",-0.474,House,VT,2010-05-28
102-S-1003,1991,15,Defense,Democrat,0,0,"A bill to provide for appointment by the President, by and with the advice and consent of the Senate, of certain officials of the Central Intelligence Agency.",-0.312,Senate,OH,1991-05-08
99-HR-3662,1985,10,Transportation,Democrat,0,0,A bill to provide for the negotiation of maritime agreements for the carriage of United States waterborne trade and for other purposes.,-0.331,House,NY,1985-10-31
105-HR-2198,1997,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,"To establish limitations with respect to the disclosure and use of genetic information in connection with group health plans and health insurance coverage, to provide for consistent standards applicable in connection with hospital care and medical services provided under title 38 of the United States Code, to prohibit employment discrimination on the basis of genetic information and genetic testing, and for other purposes.",0.637,House,FL,1997-07-17
89-HR-2834,1965,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,"To provide an exemption from participation in the Federal old-age, survivors, and disability insurance program for individuals who are opposed to participation in such program on grounds of conscience or religious belief",0.47,House,MI,
114-HR-3459,2015,5,Labor and Employment,Republican,0,0,To clarify the treatment of two or more employers as joint employers under the National Labor Relations Act.,0.49,House,MN,2015-09-09
103-HR-2366,1993,20,Public Lands and Water Management,Republican,0,0,To confirm the Federal relationship with the Jena Band of Choctaw Indians of Louisiana.,0.461,House,LA,1993-06-10
89-HR-13652,1966,19,Government Operations,Democrat,1,1,To establish a statute of limitations for certain actions brought by the Government,-0.54,House,NY,
89-HR-13532,1966,20,Public Lands and Water Management,Democrat,0,0,"To direct the Secretary of the Interior. to cooperate with the States of New York and New Jersey on a program to develop,. preserve, and restore the resources, of the Hudson River and its shores and to authorize certain .necessary steps to be taken to protect those resources from adverse Federal actions until the States and Congress shall have had an opportunity to act on that program",-0.7,House,NY,
110-S-1899,2007,3,Health,Democrat,0,0,A bill to require every American to have health insurance coverage.,-0.454,Senate,MD,2007-07-30
107-S-2228,2002,3,Health,Democrat,0,0,"A bill to amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to operate up to 15 centers for mental illness research, education, and clinical activities.",-0.364,Senate,WV,2002-04-23
87-HR-12695,1962,3,Health,Republican,0,0,"To provide for payment for hospital services, skilled nursing facility services, and home health services furnished to aged beneficiaries under the old-age, survivors, and disability insurance program, and for other purposes",-0.182,House,NY,
103-HR-4827,1994,20,Public Lands and Water Management,Republican,0,0,To prohibit acquisitions of land or waters for the National Wildlife Refuge System if wildlife refuge revenue sharing payments have not been made for the preceding fiscal year.,0.78,House,WI,1994-07-25
99-HR-2973,1985,3,Health,Republican,0,0,A bill to eliminate the sunset for hospice benefits under the medicare program.,0.198,House,OH,1985-07-11
87-S-1965,1961,18,International Affairs and Foreign Aid,Republican,0,0,"A bill to establish a Peace by Investment Corp., and for other related purposes.",-0.265,Senate,NY,
111-S-2714,2009,17,Foreign Trade,Democrat,0,0,"A bill to suspend temporarily the duty on Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl, polymers with 5-iso-cyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and reduced methyl esters of reduced polymerized, oxidized tetrafluoroethylene, compounds with trimethylamine.",-0.491,Senate,NJ,2009-11-02
92-HR-6155,1971,4,Agriculture,Republican,0,0,"To provide for the payment of losses incurred by growers, manufacturers, packers, and distributors as a result of the barring of the use of cyclamates in food after extensive inventories of foods containing such substances bad been prepared or packed or packaging, labeling, and other materials had been prepared in good faith reliance on the confirmed official listing of cyclamates as generally recognized as safe for use ha food under the Federal Food, Drug, and Cosmetic Act, and for other purposes",0.2,House,PA,
91-HR-14339,1969,19,Government Operations,Democrat,0,0,"To authorize the Administrator of General Services to construct, operate, and maintain a parking facility and cafeteria for Federal employees in Jacksonville, Fla",-0.01,House,FL,
106-HR-3294,1999,7,Environment,Republican,0,0,"To amend the Federal Water Pollution Control Act to exclude from stormwater regulation certain areas and activities, and to improve the regulation and limit the liability of local governments concerning co-permitting and the implementation of control measures.",0.522,House,AL,1999-11-10
90-S-3050,1968,20,Public Lands and Water Management,Democrat,0,0,"A bill to authorize the establishment of the Carl Sandburg Home National Historic Site in the State of North Carolina, and for other purposes.",0.18,Senate,NC,
92-HR-7907,1971,20,Public Lands and Water Management,Republican,0,0,"To authorize and direct the Secretary of Agriculture to classify as wllderness the national forest lands known as the Lincoln Back Country, and parui of the Lewis and Clark and Lolo National Forest, in Montana, and for other purposes",0.22,House,MT,
90-S-1984,1967,20,Public Lands and Water Management,Democrat,0,0,"A bill to amend title VII of the Housing Act of 1961 to authorize Federal grants under the open-space land program for the development and redevelopment of existing open-space land and for theacquisition of outdoor and indoor recreational buildings, cente",-0.44,Senate,MT,
102-HR-4549,1992,18,International Affairs and Foreign Aid,Democrat,0,0,To amend the Foreign Assistance Act of 1961 to establish a Nonproliferation and Disarmament Fund.,-0.478,House,FL,1992-03-24
91-S-4207,1970,13,Community Development and Housing Issues,Republican,0,0,"A bill to permit expenditures in connection with the provisions of certain public improvements or public facilities in the city of Hayward, Calif., to be counted as local grants-in-aid to federally assisted urban renewal projects in the city of Hayward, C",0.337,Senate,CA,
89-S-38,1965,1,Macroeconomics,Republican,0,0,A bill to repeal the interest equalization tax,0.078,Senate,HI,
110-S-3206,2008,3,Health,Democrat,0,0,"A bill to amend titles V, XVIII, and XIX of the Social Security Act to promote cessation of tobacco use under the Medicare program, the Medicaid program, and the maternal and child health services block grant program.",-0.505,Senate,IL,2008-06-26
107-HR-1438,2001,10,Transportation,Republican,0,0,To amend the Internal Revenue Code of 1986 to allow a credit against income tax for taxpayers owning certain commercial power takeoff vehicles.,0.653,House,GA,2001-04-04
106-HR-5389,2000,20,Public Lands and Water Management,Republican,0,0,"To authorize the Secretary of the Army to convey certain real property in the city of Joliet, Illinois, to the Joliet Park District for use as the park district's headquarters.",0.512,House,IL,2000-10-05
89-HR-15856,1966,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To regulate interstate-.-and foreign commerce by preventing, the use of unfair or deceptive methods of packaging ,or. labeling, of certain consumer commodities distributed -in, such commerce and for other purposes",-0.56,House,NJ,
80-HR-4528,1947,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,To provide for the application and enforcement of provisions of the fourteenth amendment to the Constitution of the United States and article 55 of the Charter of the United Nations and to assure the protection of citizens of the United States and other p,0.148,House,NY,
93-HR-3806,1973,19,Government Operations,Democrat,0,0,"A bill to amend title 18 of the United States Code to permit the transportation, mailing, and broadcasting of advertising, information, and materials concerning lotteries authorized by law and conducted by a State, and for other purposes.",-0.427,House,PA,1973-02-06
110-S-120,2007,19,Government Operations,Democrat,0,0,"A bill to establish a grant program for individuals still suffering health effects as a result of the September 11, 2001, attacks in New York City and at the Pentagon.",-0.433,Senate,NY,2007-01-04
96-HR-4142,1979,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to amend the Comprehensive Employment and Training Act to remove prisoners from eligibility for programs under such Act.,-0.224,House,NE,1979-05-21
98-HR-1429,1983,12,Social Welfare,Democrat,0,0,"A bill to amend the Social Security Act and the Internal Revenue Code of 1954 to make certain reforms in the old-age, survivors, and disability insurance program, and for other purposes.",-0.201,House,SD,1983-02-14
104-HR-2204,1995,15,Defense,Republican,1,1,"To extend and reauthorize the Defense Production Act of 1950, and for other purposes.",0.297,House,DE,1995-08-04
83-HR-3898,1953,8,Energy,Republican,0,0,To amend section 202 (e) of the Federal Power Act with respect to the jurisdiction of the Federal Power Commission over persons and facilities engaged in the transmission or sale of electric energy to foreign countries,0.401,House,MI,
113-HR-982,2013,19,Government Operations,Republican,1,0,"To amend title 11 of the United States Code to require the public disclosure by trusts established under section 524(g) of such title, of quarterly reports that contain detailed information regarding the receipt and disposition of claims for injuries based on exposure to asbestos; and for other purposes.",0.686,House,TX,2013-03-06
86-HR-7241,1959,12,Social Welfare,Republican,0,0,"To amend section 503 of title 38, United States Code, to provide that social security benefits shall not be counted as income in determining eligibility for pension",0.173,House,WV,
104-S-1900,1996,3,Health,Democrat,0,0,A bill to amend titles XVIII and XIX of the Social Security Act to permit a waiver of the prohibition of offering nurse aide training and competency evaluation programs in certain nursing facilities.,-0.387,Senate,ND,1996-06-24
89-HR-8962,1965,5,Labor and Employment,Democrat,0,0,To amend the National Labor Relations Act to provide that individuals with religious convictions against joining or participating-in a labor organization under a union security collective-bargaining agreement shall not be required to join or contribute to the support of that labor organization,-0.16,House,OR,
81-HR-6979,1950,15,Defense,Democrat,0,0,To establish an Armed Forces Reserve Commendation Ribbon,-0.37,House,NY,
100-S-2524,1988,18,International Affairs and Foreign Aid,Democrat,0,0,"A bill to provide for participation by the United States in a capital increase of the International Bank for Reconstruction and Development and a replenishment of the African Development Fund, and for other purposes.",-0.383,Senate,RI,1988-06-16
81-S-2384,1949,13,Community Development and Housing Issues,Democrat,0,0,"A bill to amend title IV of the National Housing Act, as amended, and to amend the Federal Home Loan Bank Act, as amended, and for other purposes",-0.159,Senate,AL,
94-HR-4061,1975,8,Energy,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to deny percentage depletion in the case of foreign oil and gas wells to deny the deduction for intangible drilling and development costs in the case of such wells and to deny the foreign tax credit for taxes paid to foreign countries which are attributable to foreign oil related income.,-0.401,House,NJ,1975-03-03
80-HR-2178,1947,15,Defense,Republican,0,0,To provide free transportation for parents or wives on Government owned ships and aircraft to the graves of veterans buried abroad,0.41,House,NY,
