headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,ret_f11,ret_f12,ret_f13,ret_f14,ret_f15,ret_f16,ret_f17,ret_f18,ret_f19,ret_f20,ret_f21,ret_f22,ret_f23,ret_f24,ret_f25,ret_f26,ret_f27,ret_f28,ret_f29,ret_f30,ret_f31,ret_f32,ret_f33,ret_f34,ret_f35,ret_f36,ret_f37,ret_f38,ret_f39,ret_f40,ret_f41,ret_f42,ret_f43,ret_f44,ret_f45,ret_f46,ret_f47,ret_f48,ret_f49,ret_f50,ret_f51,ret_f52,ret_f53,ret_f54,ret_f55,ret_f56,ret_f57,ret_f58,ret_f59,ret_f60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
BrainStorm Announces Grant of Additional New European Patent for NurOwn,2019-03-26,BCLI,2019-03-26 10:34:00+00:00,BRAINSTORM CELL THERAPEUTICS INC,14925.0,10501E20,0.0,0.01643185317516327,3.1536373512608407e-10,0.01877932468892851,0.00704219159450159,-0.039906117611180236,-0.05399061190565646,-0.0985916199593716,0.036496371030807495,0.05445551141249094,0.06234413557299745,0.057071961751415934,0.07304790899989988,0.1181103148298075,0.3107693005921026,0.01368218194693327,-0.0002367587439948693,0.005210739094763994,0.006361933890730143,-0.0004682851431425661,-0.02155067212879658,0.001915202708914876,-0.006690532434731722,0.003367798635736108,-0.00239747017621994,0.002643609885126352,-0.00934801995754242,-0.0009678421192802489,0.006296883337199688,0.002406794112175703,0.003361329669132829,-0.0349365659058094,-0.02355568297207355,0.006856283638626337,-0.001513275434263051,-0.003031041473150253,0.01469465438276529,0.007990005426108837,0.00767900375649333,0.01032443903386593,-0.002919682068750262,0.01659343391656876,-0.003385716816410422,-0.002426558407023549,0.006810965016484261,0.006040106527507305,0.0002402050013188273,0.01056419219821692,-0.003801374463364482,-0.002384890802204609,-0.02175480872392654,-0.0146627202630043,0.01264886278659105,0.0004897536709904671,-0.006119951140135527,0.0150246461853385,-0.006794437766075134,0.01221597846597433,0.003861932083964348,0.005530164577066898,0.004782419186085463,-0.0002380327496211976,0.01928115636110306,-0.004437146708369255,-0.001172865042462945,0.005871301051229239,0.01307488977909088,-0.001843697158619761,0.0,0.01223732996731997,-0.009580337442457676,0.006678970996290445,0.002516600536182523,-0.00593332527205348,0.003443473484367132,0.76,0.17,0.46,0.009,14925,252,0.0000%,0.0013,0.2258,0.5837,-0.0802,2.7608%,2.7948%,2.4170%,-0.2309%,10
Bad Weather Dampens Outlook For Beacon Roofing,2019-03-26,BECN,2019-03-26 15:58:00+00:00,BEACON ROOFING SUPPLY INC,90353.0,07368510,-0.04749337211251259,0.047206946388836935,0.03492984046800407,0.01966633510472171,0.0551704896750127,0.11224264662382488,0.019998161100122536,0.15239218797422294,0.05421915924671383,0.08469589864751703,0.01688150592768456,0.008803673425482605,0.08114416224026533,0.29584553085617227,0.5142464159584492,0.009587169624865055,0.006032855715602636,-0.001554685062728822,-0.01267942320555449,-0.004168020095676184,0.005203609354794025,0.001012787921354175,0.0003373401996213943,0.01135080307722092,-0.002444729674607515,-0.0105825662612915,-0.007318188901990652,-0.003402465954422951,-0.01001484971493483,-0.0004598335071932524,0.000920090067666024,-0.003676889464259148,-0.003805810585618019,0.01574439369142056,-0.004103038925677538,0.004692191258072853,-0.0007973538595251739,-0.01242594607174397,-0.001269775093533099,-0.002773900516331196,0.008113172836601734,-0.004483869764953852,-0.01628359034657478,-0.003991594072431326,0.001178761245682836,0.006828281097114086,-0.006197366863489151,0.01282508485019207,0.02207250706851482,0.0001135997517849319,0.005341530311852694,0.009495861828327179,0.006718907505273819,-0.000778639514464885,-0.007235907018184662,0.004373170901089907,0.006921991240233183,0.005964475218206644,0.01294962037354708,0.004698430188000202,-0.003153815167024732,-0.004145808983594179,0.001752888550981879,-0.01192042790353298,0.01250697206705809,0.009291631169617176,-0.009097844362258911,0.00327908038161695,-0.005774036049842834,-0.0001096004416467622,-0.002410972258076072,-0.0002196709101554006,-0.008460655808448792,0.00853284914046526,0.0138445720076561,0.76,0.17,0.46,0.009,90353,252,-4.7493%,-0.0014,0.7761,1.3352,0.4924,2.4147%,2.6188%,14.9795%,-5.8399%,7
Beacon Roofing Supply shares are trading lower after the company said it expects Q2 EPS below the analyst consensus estimate.,2019-03-26,BECN,2019-03-26 14:46:00+00:00,BEACON ROOFING SUPPLY INC,90353.0,07368510,-0.04749337211251259,0.047206946388836935,0.03492984046800407,0.01966633510472171,0.0551704896750127,0.11224264662382488,0.019998161100122536,0.15239218797422294,0.05421915924671383,0.08469589864751703,0.01688150592768456,0.008803673425482605,0.08114416224026533,0.29584553085617227,0.5142464159584492,-0.0002251212281407788,-0.002026031957939267,0.009587169624865055,0.006032855715602636,-0.001554685062728822,-0.01267942320555449,-0.004168020095676184,0.005203609354794025,0.001012787921354175,0.0003373401996213943,0.01135080307722092,-0.002444729674607515,-0.0105825662612915,-0.007318188901990652,-0.003402465954422951,-0.01001484971493483,-0.0004598335071932524,0.000920090067666024,-0.003676889464259148,-0.003805810585618019,0.01574439369142056,-0.004103038925677538,0.004692191258072853,-0.0007973538595251739,-0.01242594607174397,-0.001269775093533099,-0.002773900516331196,0.008113172836601734,-0.004483869764953852,-0.01628359034657478,-0.003991594072431326,0.001178761245682836,0.006828281097114086,-0.006197366863489151,0.01282508485019207,0.02207250706851482,0.0001135997517849319,0.005341530311852694,0.009495861828327179,0.006718907505273819,-0.000778639514464885,-0.007235907018184662,0.004373170901089907,0.006921991240233183,0.005964475218206644,0.01294962037354708,0.004698430188000202,-0.003153815167024732,-0.004145808983594179,0.001752888550981879,-0.01192042790353298,0.01250697206705809,0.009291631169617176,-0.009097844362258911,0.00327908038161695,-0.005774036049842834,-0.0001096004416467622,-0.002410972258076072,-0.0002196709101554006,-0.008460655808448792,0.76,0.17,0.46,0.009,90353,252,-4.7493%,-0.0014,0.7761,1.3352,0.4924,2.4147%,2.6188%,14.9795%,-5.8399%,20
"Baird Maintains Neutral on Beacon Roofing Supply, Lowers Price Target to $35",2019-03-26,BECN,2019-03-26 12:08:00+00:00,BEACON ROOFING SUPPLY INC,90353.0,07368510,-0.04749337211251259,0.047206946388836935,0.03492984046800407,0.01966633510472171,0.0551704896750127,0.11224264662382488,0.019998161100122536,0.15239218797422294,0.05421915924671383,0.08469589864751703,0.01688150592768456,0.008803673425482605,0.08114416224026533,0.29584553085617227,0.5142464159584492,0.01104060374200344,0.003351769875735044,-0.008836203254759312,-0.003587756305932999,-0.006001124158501625,0.006695945281535387,-0.0009813143406063318,0.00403836602345109,-0.002065385458990932,-0.003485835390165448,0.0006558543536812067,-0.004697403404861689,-0.007788650691509247,0.01688518561422825,0.006008252501487732,0.004235063679516315,0.00994807668030262,-0.003426120849326253,0.001289161038585007,0.005579445045441389,-0.004801585339009762,0.009113392792642117,-0.001381267327815294,-0.04681350663304329,-0.01696614176034927,0.01453387923538685,0.0008953758515417576,-0.009057335555553436,0.008463100530207157,-0.01275595091283321,0.007140397094190121,-0.0002251212281407788,-0.002026031957939267,0.009587169624865055,0.006032855715602636,-0.001554685062728822,-0.01267942320555449,-0.004168020095676184,0.005203609354794025,0.001012787921354175,0.0003373401996213943,0.01135080307722092,-0.002444729674607515,-0.0105825662612915,-0.007318188901990652,-0.003402465954422951,-0.01001484971493483,-0.0004598335071932524,0.000920090067666024,-0.003676889464259148,-0.003805810585618019,0.01574439369142056,-0.004103038925677538,0.004692191258072853,-0.0007973538595251739,-0.01242594607174397,-0.001269775093533099,-0.002773900516331196,0.008113172836601734,-0.004483869764953852,0.76,0.17,0.46,0.009,90353,252,-4.7493%,-0.0014,0.7761,1.3352,0.4924,2.4147%,2.6188%,14.9795%,-5.8399%,12
"Biocept shares are trading higher after the company announced it would apply its EmpowerTC product to urology. Also, Maxim Group initiated coverage on the stock with a Buy rating and $3 price target.",2019-03-26,BIOC,2019-03-26 12:25:00+00:00,BIOCEPT INC,14449.0,09072V60,0.1941748112440109,-0.12043329146182258,-0.18629906406360408,-0.12021333483248875,-0.08755536043371459,-0.0763395227643211,-0.42491137494016895,,-0.09034919210328785,-0.1018638163423441,-0.13260686179682457,-0.13472242712545424,-0.05960552670261232,-0.058514950481052375,-0.40872702271058936,-0.01938864775002003,-0.0008239075541496277,0.0006871382938697934,-0.003158519044518471,0.01942421495914459,0.01432429160922766,0.0,-0.001465502427890897,-0.002801855793222785,0.005218081176280975,0.0003993931750301272,0.003858345793560147,-0.005964174401015043,-0.01146667450666428,0.003102284390479326,0.02595132775604725,0.003276539733633399,-0.008491202257573605,-0.0299078281968832,0.01303815189749002,-0.02453404292464256,0.01731713116168976,-0.009591990150511265,0.02564459107816219,0.03431299701333046,-0.02083059214055538,-0.007616570219397545,-0.02143711410462856,-0.002974896458908916,-0.010850440710783,0.0,-0.01275195833295584,-0.04916667938232422,-0.0007302866433747113,0.03493640199303627,-0.002542376983910799,0.01642588526010513,0.001114542130380869,-0.009602038189768791,-0.01110019534826279,0.01747660338878632,-0.003910051193088293,-0.01542125921696424,-0.005268442444503307,-0.005009998101741076,0.005035224836319685,0.003578585805371404,-0.002995280083268881,-0.0004291670629754663,-0.0002863070112653077,-0.0108804889023304,0.0008685076027177274,-0.009978342801332474,0.03038273192942142,0.03203858807682991,-0.0001373919803882018,0.01387556176632643,0.002167967846617103,0.0002704742073547095,0.02419563755393028,0.76,0.17,0.46,0.009,14449,252,19.4175%,0.0007,-0.5306,1.3572,1.3433,14.7568%,14.8050%,0.6494%,19.2165%,33
"Biocept Reports Will Begin Commercializing Recently-Expanded Pathology Partnership Platform To Urology, Uropathology Practices",2019-03-26,BIOC,2019-03-26 12:06:00+00:00,BIOCEPT INC,14449.0,09072V60,0.1941748112440109,-0.12043329146182258,-0.18629906406360408,-0.12021333483248875,-0.08755536043371459,-0.0763395227643211,-0.42491137494016895,,-0.09034919210328785,-0.1018638163423441,-0.13260686179682457,-0.13472242712545424,-0.05960552670261232,-0.058514950481052375,-0.40872702271058936,-0.01938864775002003,-0.0008239075541496277,0.0006871382938697934,-0.003158519044518471,0.01942421495914459,0.01432429160922766,0.0,-0.001465502427890897,-0.002801855793222785,0.005218081176280975,0.0003993931750301272,0.003858345793560147,-0.005964174401015043,-0.01146667450666428,0.003102284390479326,0.02595132775604725,0.003276539733633399,-0.008491202257573605,-0.0299078281968832,0.01303815189749002,-0.02453404292464256,0.01731713116168976,-0.009591990150511265,0.02564459107816219,0.03431299701333046,-0.02083059214055538,-0.007616570219397545,-0.02143711410462856,-0.002974896458908916,-0.010850440710783,0.0,-0.01275195833295584,-0.04916667938232422,-0.0007302866433747113,0.03493640199303627,-0.002542376983910799,0.01642588526010513,0.001114542130380869,-0.009602038189768791,-0.01110019534826279,0.01747660338878632,-0.003910051193088293,-0.01542125921696424,-0.005268442444503307,-0.005009998101741076,0.005035224836319685,0.003578585805371404,-0.002995280083268881,-0.0004291670629754663,-0.0002863070112653077,-0.0108804889023304,0.0008685076027177274,-0.009978342801332474,0.03038273192942142,0.03203858807682991,-0.0001373919803882018,0.01387556176632643,0.002167967846617103,0.0002704742073547095,0.02419563755393028,0.76,0.17,0.46,0.009,14449,252,19.4175%,0.0007,-0.5306,1.3572,1.3433,14.7568%,14.8050%,0.6494%,19.2165%,13
"Maxim Group Initiates Coverage On Biocept with Buy Rating, Announces $3 Price Target",2019-03-26,BIOC,2019-03-26 12:03:00+00:00,BIOCEPT INC,14449.0,09072V60,0.1941748112440109,-0.12043329146182258,-0.18629906406360408,-0.12021333483248875,-0.08755536043371459,-0.0763395227643211,-0.42491137494016895,,-0.09034919210328785,-0.1018638163423441,-0.13260686179682457,-0.13472242712545424,-0.05960552670261232,-0.058514950481052375,-0.40872702271058936,-0.01938864775002003,-0.0008239075541496277,0.0006871382938697934,-0.003158519044518471,0.01942421495914459,0.01432429160922766,0.0,-0.001465502427890897,-0.002801855793222785,0.005218081176280975,0.0003993931750301272,0.003858345793560147,-0.005964174401015043,-0.01146667450666428,0.003102284390479326,0.02595132775604725,0.003276539733633399,-0.008491202257573605,-0.0299078281968832,0.01303815189749002,-0.02453404292464256,0.01731713116168976,-0.009591990150511265,0.02564459107816219,0.03431299701333046,-0.02083059214055538,-0.007616570219397545,-0.02143711410462856,-0.002974896458908916,-0.010850440710783,0.0,-0.01275195833295584,-0.04916667938232422,-0.0007302866433747113,0.03493640199303627,-0.002542376983910799,0.01642588526010513,0.001114542130380869,-0.009602038189768791,-0.01110019534826279,0.01747660338878632,-0.003910051193088293,-0.01542125921696424,-0.005268442444503307,-0.005009998101741076,0.005035224836319685,0.003578585805371404,-0.002995280083268881,-0.0004291670629754663,-0.0002863070112653077,-0.0108804889023304,0.0008685076027177274,-0.009978342801332474,0.03038273192942142,0.03203858807682991,-0.0001373919803882018,0.01387556176632643,0.002167967846617103,0.0002704742073547095,0.02419563755393028,0.76,0.17,0.46,0.009,14449,252,19.4175%,0.0007,-0.5306,1.3572,1.3433,14.7568%,14.8050%,0.6494%,19.2165%,13
"Bristol-Myers 8-K Shows Co., Celgene Received Request For Added Info, Documentary Materials From FTC Related To Merger",2019-03-26,BMY,2019-03-26 11:16:00+00:00,BRISTOL MYERS SQUIBB CO,19393.0,11012210,0.01789847202599049,-0.00744726136326801,-0.010343400939896163,-0.01303270734711326,-0.033926342729570624,-0.04046467381846619,-0.009787897285019498,0.020262768325521874,-0.013911922462284565,-0.02923132767237957,-0.034559808771110534,-0.047533070223019225,-0.06699410099677183,-0.054360801490424215,-0.042143946430683976,-0.007374310865998268,0.001857248484157026,0.02065685018897057,-0.0114167733117938,-0.01732283085584641,-0.001869650091975927,-0.001873152214102447,-0.008847132325172424,-0.0040573850274086,-0.002172678243368864,0.01034287549555302,-0.001212235190905631,0.02354530245065689,-0.01242731977254152,-0.007764313369989395,-0.005396674387156963,-0.02170372195541859,0.009983271360397339,-0.001922012539580464,0.009078455157577991,-0.008996778167784214,-0.00385142769664526,-0.06103283911943436,0.004411809612065554,-0.05387994274497032,0.02847409807145596,-0.03520909324288368,0.03742972388863564,-0.0003006109909620136,0.02255639061331749,-0.005882375407963991,0.01715981774032116,-0.04159395769238472,-0.01760248281061649,-0.004942843690514565,0.03663459420204163,0.03144652023911476,-0.01364684756845236,0.0108919320628047,0.03523584827780724,0.005907147191464901,0.004194673616439104,-0.003620191244408488,-0.009781958535313606,0.01072540413588285,0.03406862169504166,-0.0002700059849303216,-0.01404647342860699,0.007671199273318052,-0.005981441587209702,0.003008665051311255,0.006272248923778534,-0.01842819154262543,-0.0146328704431653,0.003362363437190652,-0.01340406388044357,-0.02037931419909,-0.01386881060898304,0.00791094172745943,0.008430147543549538,0.76,0.17,0.46,0.009,19393,252,1.7898%,-0.0011,0.8652,-0.1481,0.103,1.5787%,1.7981%,22.9158%,1.1017%,17
B.O.S. Better Online Solutions Reports Strategic Deal With RFKeeper,2019-03-26,BOSC,2019-03-26 13:31:00+00:00,B O S BETTER ONLINE SOLNS LTD,83486.0,M2011518,-0.003717468585819006,0.018656698986887932,0.05597009480702875,0.08582090073973658,0.044776075479734834,0.0746268811178783,-0.035597049384682444,-0.026119476857961343,-0.011029400862753391,-0.05944050432080128,-0.03928567670542671,-0.10333331270563595,-0.3172588731865299,-0.03928566505059683,0.280952477363434,0.009367209859192371,-0.0204166155308485,-0.02000001631677151,0.006874322425574064,-0.005760624539107084,-0.0349784828722477,-0.007783017121255398,-0.01546388678252697,-0.007739589083939791,0.002294069156050682,-0.0189974382519722,-0.02776487171649933,0.01199904084205627,0.01778515614569187,-0.03471570089459419,0.007723864167928696,0.006946129724383354,0.01177451480180025,0.01297167968004942,-0.01513391174376011,-0.02907800301909447,0.01290476694703102,0.03365388512611389,0.01558135263621807,0.004350868985056877,-0.01732791028916836,0.0,-0.003480225335806608,0.01583237014710903,-0.002979625714942813,-0.01701153255999088,0.008419097401201725,0.007884975522756577,0.001150465686805546,-0.02436215989291668,-0.02073029614984989,-0.006976206786930561,0.01986433379352093,-0.00593824265524745,0.01314224768429995,-0.008490580134093761,-0.03496672585606575,-0.03598716109991074,-0.005625191144645214,-0.02237076312303543,-0.0002630756353028119,0.002104757586494088,0.01522704120725393,-0.003103153314441442,-0.006225625518709421,-0.08170192688703537,-0.05173392966389656,0.03926851227879524,0.0452842116355896,0.005242787301540375,0.009332971647381783,-0.03127553686499596,-0.001122883288189769,0.02220340259373188,0.02749518863856792,0.76,0.17,0.46,0.009,83486,252,-0.3717%,0.0016,0.4682,0.7869,0.4377,2.8579%,2.9180%,4.0735%,-1.0589%,9
"Global Oil Demand Remains Strong, BP Upstream Ceo Says",2019-03-26,BP,2019-03-26 14:45:00+00:00,B P PLC,29890.0,05562210,0.006662093568593264,-0.005248734261840471,-0.004335888195563187,-0.002282027985895274,0.009356455426099197,0.02670018243206207,-0.03514379252296518,-0.03178082662220205,-0.009556358680129051,-0.022456770645466584,-0.022456770645466584,-0.01604888893849099,0.028348615154046852,0.03952411471633521,0.16051969620625206,-0.05144689604640007,0.0242936946451664,-0.01323771569877863,0.02012300863862038,0.03890405967831612,-0.01687762141227722,-0.005364725366234779,-0.009708753786981106,-0.01252731122076511,0.00275792321190238,0.01705167628824711,0.02379667572677135,-0.01109355501830578,-0.03418800234794617,0.001106220064684749,-0.004972383845597506,-0.01110498420894146,0.01572154462337494,-0.02929799258708954,-0.003986315336078405,0.05088618770241737,0.01142551656812429,-0.003765448927879333,-0.02429809607565403,0.03541778773069382,0.007482699118554592,-0.001591548323631287,0.007970224134624004,-0.01476008351892233,-0.01498130988329649,-0.007061334326863289,-0.05032822862267494,0.04550685361027718,0.01432508137077093,0.01520916260778904,0.001070013386197388,0.0347408652305603,-0.01911161281168461,-0.03054238669574261,0.0320478081703186,0.001578983501531184,0.01576454192399979,-0.03259178251028061,0.008556141518056393,0.02279959060251713,0.007776029407978058,-0.007716029416769743,0.03265936300158501,0.03212848305702209,-0.01313222572207451,0.003942824900150299,0.003927340265363455,0.01711483858525753,0.0326923243701458,0.01955307647585869,-0.02648401446640491,-0.006097521632909775,0.001887636026367545,0.03862457349896431,-0.004535078536719084,0.76,0.17,0.46,0.009,29890,252,0.6662%,0.0006,0.8022,-0.1107,0.4604,1.1088%,1.3390%,31.4304%,-0.1259%,9
"Oppenheimer Maintains Outperform on Citigroup, Raises Price Target to $99",2019-03-26,C,2019-03-26 12:43:00+00:00,CITIGROUP INC,70519.0,17296742,0.01475218590348959,-0.008003947325050942,0.012414216921883492,0.016334531718226186,0.05227044900064293,0.06501136266987828,0.12143742633341859,0.11946475417550184,-0.010659195482730754,-0.056016241583998205,-0.06174185064103954,-0.08493854748759189,-0.03177659395484822,-0.027092350100612284,0.18111192180125202,0.01566923409700394,0.01542760897427797,-0.005932623986154795,0.005676847416907549,0.01403967663645744,-0.002854652469977736,-0.00415117247030139,0.01336783543229103,0.002836836036294699,-0.00452616298571229,-0.000426240119850263,-0.01037662755697966,-0.01364556979387999,0.03145483881235123,0.003953109961003065,-0.02320350892841816,-0.0004318856808822602,-0.02059628814458847,-0.00926466565579176,-0.01424965169280767,0.00451732287183404,0.008094752207398415,0.008327101357281208,0.03598292917013168,0.02590746805071831,-0.02372691966593266,0.01350194588303566,-0.01893140561878681,0.003144671674817801,0.01310912147164345,0.01589317806065083,0.02990441583096981,0.00820003543049097,0.01226664241403341,-0.01119597628712654,-0.002264528768137097,0.01081438641995192,0.01254794094711542,-0.01056620292365551,0.01278841495513916,-0.001171522191725671,0.003779398743063211,-0.00415476132184267,0.01290750410407782,0.001415891456417739,-0.004241668619215488,0.02181492745876312,-0.00151595170609653,0.008097157813608646,0.003012021305039525,-0.009509441442787647,-0.00404253788292408,0.007483561523258686,0.002266150200739503,0.001130465185269713,-0.001129188691265881,-0.009797749109566212,0.02613215148448944,0.01260976959019899,0.02197528257966042,0.76,0.17,0.46,0.009,70519,252,1.4752%,-0.0001,1.2934,-0.0854,1.0508,0.9364%,1.5293%,62.5058%,0.0096%,10
Can-Fite shares are trading lower after the company's phase 2 trial for advanced liver cancer did not meet its primary endpoint.,2019-03-26,CANF,2019-03-26 11:45:00+00:00,CAN FITE BIOPHARMA LTD,14272.0,13471N30,-0.278294563293457,-0.10988183319568634,-0.054779803900855906,-0.06015036807509977,-0.3243823723613083,-0.3662728505691598,-0.5793770014276123,-0.7858935068854205,0.04032254219055176,-0.04444449279889007,-0.04444449279889007,0.12173912112577057,0.18348616798094008,0.08403353077872722,0.2899999651338423,-0.002386974170804024,-0.01136496011167765,-0.01863505505025387,0.01602963171899319,-0.0007282182923518121,-0.01008008513599634,-0.001226824591867626,0.004299207124859095,0.005014628637582064,-0.007058559451252222,-0.008211768232285976,0.000741537194699049,0.01086684595793486,-0.004642038140445948,0.01497292052954435,0.006045949645340443,0.005889489315450191,-0.002389826346188784,0.007186471484601498,-0.004043243359774351,0.003701463341712952,0.002022434026002884,-0.00534256873652339,0.001193584059365094,-0.0007152784965001047,0.00167023844551295,-0.01619819737970829,-0.0007263626903295517,-0.0081172538921237,-0.004641564097255468,0.002331604482606053,0.006243904586881399,-0.009611885994672775,-0.001474235206842422,0.002829765668138862,-0.005398140288889408,0.004687273409217596,0.0090853963047266,-0.0007300789002329111,-0.006818429101258516,-0.01691795140504837,0.008978690952062607,0.002101077232509851,-0.01813025586307049,-0.001758565311320126,-0.001887523918412626,-0.004790686536580324,0.00772739527747035,0.001382785732857883,-0.01067042537033558,0.000126914557768032,0.006089867558330297,0.0025220294483006,0.007169807329773903,-0.004995647817850113,0.002133778994902968,0.001628317753784359,-0.001125471666455269,-0.003254813607782125,0.005526184104382992,0.76,0.17,0.46,0.009,14272,252,-27.8295%,-0.0012,0.2701,0.3693,-0.096,3.7768%,3.7972%,1.0710%,-28.3351%,21
"Can-Fite Reports Results For Phase II Advanced Liver Cancer Trial , Namodenoson: Did Not Met Primary Endpoint",2019-03-26,CANF,2019-03-26 11:02:00+00:00,CAN FITE BIOPHARMA LTD,14272.0,13471N30,-0.278294563293457,-0.10988183319568634,-0.054779803900855906,-0.06015036807509977,-0.3243823723613083,-0.3662728505691598,-0.5793770014276123,-0.7858935068854205,0.04032254219055176,-0.04444449279889007,-0.04444449279889007,0.12173912112577057,0.18348616798094008,0.08403353077872722,0.2899999651338423,-0.002386974170804024,-0.01136496011167765,-0.01863505505025387,0.01602963171899319,-0.0007282182923518121,-0.01008008513599634,-0.001226824591867626,0.004299207124859095,0.005014628637582064,-0.007058559451252222,-0.008211768232285976,0.000741537194699049,0.01086684595793486,-0.004642038140445948,0.01497292052954435,0.006045949645340443,0.005889489315450191,-0.002389826346188784,0.007186471484601498,-0.004043243359774351,0.003701463341712952,0.002022434026002884,-0.00534256873652339,0.001193584059365094,-0.0007152784965001047,0.00167023844551295,-0.01619819737970829,-0.0007263626903295517,-0.0081172538921237,-0.004641564097255468,0.002331604482606053,0.006243904586881399,-0.009611885994672775,-0.001474235206842422,0.002829765668138862,-0.005398140288889408,0.004687273409217596,0.0090853963047266,-0.0007300789002329111,-0.006818429101258516,-0.01691795140504837,0.008978690952062607,0.002101077232509851,-0.01813025586307049,-0.001758565311320126,-0.001887523918412626,-0.004790686536580324,0.00772739527747035,0.001382785732857883,-0.01067042537033558,0.000126914557768032,0.006089867558330297,0.0025220294483006,0.007169807329773903,-0.004995647817850113,0.002133778994902968,0.001628317753784359,-0.001125471666455269,-0.003254813607782125,0.005526184104382992,0.76,0.17,0.46,0.009,14272,252,-27.8295%,-0.0012,0.2701,0.3693,-0.096,3.7768%,3.7972%,1.0710%,-28.3351%,17
Meta Financial Reports 2M Share Buyback,2019-03-26,CASH,2019-03-26 12:36:00+00:00,PATHWARD FINANCIAL INC,79571.0,59100U10,0.06578951328992844,0.0030863923020660877,0.01594647442233299,0.012345667062569232,0.04578185958240444,0.07510283072406954,0.30555548023706214,0.44399496428231044,-0.01618129014968872,-0.0684371865248774,-0.07222787613196258,-0.10103504283603182,-0.07364147809836374,-0.23902427477815713,-0.025772681643387085,0.001360180438496172,0.02014949545264244,-0.0288504883646965,0.005256018601357937,-0.02682428434491158,0.005839756689965725,0.006967004854232073,0.02928967773914337,-0.02599148079752922,-0.002760587492957711,0.01361015439033508,-0.008648094721138477,-0.0651974305510521,0.001227879081852734,-0.0125092500820756,0.01887731812894344,-0.02294918522238731,0.02748621813952923,-0.009727571159601212,-0.004420439712703228,0.0,-0.01825361698865891,-0.01155776623636484,-0.00635485490784049,-0.007418800611048937,0.002061903011053801,0.01903286576271057,0.04038370400667191,0.005579804535955191,0.006513882894068956,0.00743043003603816,0.01094463281333447,-0.02282892912626266,0.03275531157851219,-0.00792910810559988,0.01222379971295595,-0.01254066172987223,-0.01528695970773697,-0.0291377454996109,0.008856009691953659,-0.01170445140451193,-0.03158151358366013,0.01146498788148165,0.0007556367199867964,0.002265294548124075,0.01933702826499939,0.0,-0.03054943680763245,0.003557896008715034,-0.004558123648166656,-0.01170193031430244,-0.01750322617590427,-0.03117628209292889,0.02812333591282368,0.003682256443426013,-0.007075483910739422,0.01715496182441711,-0.01530877407640219,-0.002371545415371656,0.007923910394310951,0.76,0.17,0.46,0.009,79571,252,6.5790%,-0.0017,0.8967,1.2319,1.1596,1.5903%,1.9015%,30.0595%,5.1832%,6
