,original_index,context,labels,prompts,gold,q_chatgpt,LLM_correct
376,973,UN tell worlds leader to declare state of climate emergency,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
377,717,French climate council warns that 5G will lead to spike in carbon emissions,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
378,628,Chronic disease is on the rise  and stopping it requires a new Canadian Environmental Protection Act,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
379,518,Biden says his climate team has 'no time to waste',Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
380,1389,California identifies second US case of highly contagious Covid-19 variant,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
381,534,Migrants Flee Climate Change Ravaged Central America as Record-Breaking Hurricanes Hit,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
382,876,Incoming EPA Chief Vows 'Sense of Urgency on Climate',Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
383,1376,Texas sees delays amid push for faster vaccine rollout,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
384,918,Climate change: Can sending fewer emails really save the planet?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
385,569,Atlantic hurricane season ends with records driven by climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
386,875,European Space Agency satellite to provide key indications of rise in sea level due to climate warming,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
387,1041,Securitizing climate change can lead to more surveillance and eco-fascism,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
388,797,New Zealand declares a climate change emergency,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
389,874,"""We're in a crisis"": Biden introduces climate policy team",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
390,1249,Indiana college student with COVID-19 dies in her dorm room,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
391,1284,Evanston school officials say no evidence of hacking found after student encountered racial slur on remote learning platform,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
392,938,Fossil fuel production must drop 6% a year to meet climate goals: UN report,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
393,885,Firefighters and others on the climate frontline need Labour to be bolder | Matt Wrack,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
394,664,Mechanical tree helps Science Museum branch out on climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
395,1344,Tuesday's coronavirus update,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
396,1342,China clamps down in hidden hunt for coronavirus origins,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
397,531,Climate Change Legislation Included in Coronavirus Stimulus Deal,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
398,680,"As The Climate Warms, Hurricanes Are Lasting Longer Over Land, Study Finds",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
399,527,"2020 was a stormy, fiery, record-breaking year when climate disasters wouldn't stop",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
400,633,Climate change: Warmer winters linked to increased drowning risk,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
401,835,U.S. to shatter record for billion-dollar climate disasters in 2020,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
402,1259,Which hospitals in your community are getting hit hardest during COVID-19 surge?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
403,986,"Biden to Name Gina McCarthy, Former E.P.A. Chief, as White House Climate Coordinator",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
404,1123,'We want real action': young activists aim to fill void on climate with Mock Cop26,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
405,1332,The Latest: Danes take action after virus mutation in minks,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
406,631,"Biden taps climate, environment hands for transition teams",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
407,1023,California's Ancient Redwoods Face New Challenge From Wildfires And Warming Climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
408,1337,Britain approves Oxford/AstraZeneca COVID-19 vaccine,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
409,2130,First complete coronavirus model shows cooperation,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
410,1060,How will sea levels change with climate change?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
411,542,Great Lakes advocates look to Biden administration to take on climate change: 'A breath of fresh air',Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
412,912,How long can Britain avoid a climate change culture war?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
413,750,"World is running out of time on climate, experts warn",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
414,1323,Frontline doctor talks about the state of COVID-19 in the U.S.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
415,877,Is nuclear fusion the answer to the climate crisis?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
416,1381,Denmark to kill 15 million mink over link to human COVID infections,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
417,720,Congress Takes Aim at Climate Change in Massive Relief Bill,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
418,936,"World not doing nearly enough to stop 'catastrophic' global warming, UN report warns",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
419,638,Could we ever pull enough carbon out of the atmosphere to stop climate change?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
420,1368,COVID has changed your health insurance options,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
421,512,Biden Presents a New Era in the Fight Against Climate Change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
422,898,Norman Foster pulls out of climate coalition in row over aviation,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
423,617,"Society needs to be shocked' into making environmentally sustainable changes, says climate scientist",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
424,958,What a Republican-controlled Senate means for Biden's climate agenda,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
425,699,Arsenal become first Premier League club to join forces with the United Nations to combat climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
426,503,How Parents Can Tame the Stress of Climate Crises,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
427,737,"Experts lay out the criteria for choosing Biden's CTO, who will be faced with using tech to tackle everything from climate change to vaccine distribution",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
428,1374,"Iona, basketball coach Rick Pitino announce 2nd COVID-19 season pause",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
429,1086,Fossil fuel influence targeted in fight to control climate agenda in next parliament,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
430,1062,Biden has big climate change plans. But can he get it done?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
431,1315,Government begins sending $600 COVID-19 stimulus payments to millions in U.S.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
432,892,"2020 in Review: Stories on Climate Change, COVID-19 budgets, and the election",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
433,827,U.S. Exits Paris Climate Accord after Trump Stalls Global Warming Action for Four Years,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
434,821,"Day after election, US formally exits Paris climate change agreement",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
435,865,"A Return to Paris Climate Accord Would Cost Much, Yield Little",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
436,545,The pandemic has barely made a dent in climate-changing pollution levels,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
437,1245,Teenager's lockdown meltdown,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
438,1118,"'Past a point of no return': Reducing greenhouse gas emissions to zero still won't stop global warming, study says",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
439,731,Carbon pricing rises as world's weapon of choice in climate fight,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
440,1017,7 Things You Can Do To Reduce Your Environmental Impact And Save Nature,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
441,1398,Americans Urged to Keep Guard Up as New Virus Strain Spreads,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
442,533,Climate change: Covid pandemic has little impact on rise in CO2,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
443,1282,"Daily U.S. virus infections hit all-time high: ""Extremely dire""",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
444,1283,Mecklenburg wants to break ties with a healthcare agency. Here's what happens next.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
445,1070,Joe Biden Doesn't Need the Senate to Boost the Economy and Tackle Climate Change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
446,583,Ireland ranked among worst performers in 2020 climate rankings,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
447,1061,Navalny and climate on agenda in first Russia visit by UK minister since 2017,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
448,840,Global experts question UK's commitment to tackle climate crisis,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
449,902,Clues Point to Climate Change as a Culprit in Gray Whale Deaths,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
450,543,Can Wall Street's Heaviest Hitter Step Up to the Plate on Climate Change?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
451,1318,Police officer charged with assaulting man not wearing mask,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
452,693,Can farming hemp help fight climate change?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
453,605,COVID-19 Has Taken the Wind Out of the Sails on Climate Change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
454,667,Paris climate agreement: 54 cities on track to meet targets,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
455,1049,We want real action': young activists aim to fill void on climate with Mock Cop26,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
456,547,This California Law Offers Biden a Tool in the Fight for Environmental Justice,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
457,639,"Biden picks John Kerry as climate czar, Janet Yellen as treasury secretary",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
458,825,"Trans Mountain's profitability depends on climate action, says budget watchdog",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
459,1382,U.K. Authorizes Covid-19 Vaccine From Oxford and AstraZeneca,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
460,579,Nestl CEO: Climate change laggards put the planetand their businessesat risk,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
461,573,"Blame Climate Change for Historically Warm Fall in Russia's Biggest Cities, Experts Say",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
462,776,Countries must work together to build momentum for global climate action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
463,994,Climate change: UK to end aid for fossil fuel projects abroad,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
464,695,"Faith and the fight against climate change, Part 1",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
465,1009,Corporate obstructionism endangers meaningful climate action  and the stakes couldn't be higher,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
466,1369,Doug Jones to miss defense bill vote after wife's COVID-19 diagnosis,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
467,913,Otters Show How Predators Can Blunt Climate Damage,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
468,927,John Kerry vows to treat climate change as 'urgent national security threat' as Joe Biden hands him key role,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
469,645,GOP Control to Linger Over Agency Key to Climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
470,926,"With John Kerry Pick, Biden Selects a 'Climate Envoy' With Stature",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
471,998,Biden Puts White House on Climate War Footing,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
472,665,Walls close in around Morrison on climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
473,754,"World is in danger of missing Paris climate target, summit is warned",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
474,647,The politics of climate change are shifting in Colorado,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
475,1367,Nicola Sturgeon hails 'encouraging' coronavirus signs in new Scottish lockdown,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
476,624,Indigenous environmental defender killed in latest Honduras attack,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
477,1122,'Zombie' greenhouse gas lurks in permafrost beneath the Arctic Ocean,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
478,969,Not enough' climate ambition shown by leaders,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
479,1029,Animal Movement Data Reveal Effects of Climate Change in Arctic,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
480,598,Biden Picks Gina McCarthy as Domestic Climate Czar,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
481,735,Major climate change measures included in Covid aid bill,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
482,851,Urban wood movement aims to fight climate change and create jobs,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
483,1372,"Op-Ed: In the midst of pandemic, in the midst of divorce, what neighbors share is reassurance",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
484,736,"How homeowners can save energy, money from the feds' climate plan",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
485,1007,World is 'doubling down' on fossil fuels despite climate crisis  UN report,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
486,804,Weatherwatch: the climate of the Leeward Islands,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
487,709,"With historic picks, Biden puts environmental justice front and center",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
488,1268,"Despite less testing, new COVID-19 cases continue to rise",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
489,1069,Wasserman Schultz makes climate pitch in Appropriations gavel bid,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
490,586,"Arctic's Shift to a Warmer Climate Is 'Well Underway, Scientists Warn",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
491,1265,Gov. Cooper extends eviction moratorium in NC amid surging COVID cases statewide,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
492,996,"Joe Biden's 2020 policies: the President-elect's views on Covid, immigration and the environment",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
493,775,"Trump slams the Paris climate accord at the G20 Summit, saying it was 'designed to kill the American economy'",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,0
494,1370,"Vaccines still ""on the road"" as U.S. fails to meet year-end targets",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
495,568,The Goldman environmental prize winners 2020  in pictures,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
496,516,Half of child psychiatrists surveyed say patients have environment anxiety,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
497,1015,Eastern Countries Hold Out for More Cash on EU Climate Deal,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
498,751,How Joe Biden plans to use executive powers to fight climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
499,564,Hundreds of young activists hold 'Mock COP' to fight for climate change action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
