"headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","ret","exret","b_mkt","mkt.rf","smb","hml","rf","sum_exret_1","sum_exret_5","sum_exret_10"
"First Majestic Silver Q3 EPS $0.06 Up From $(0.03) YoY, Sales $97M Up From $88.5M YoY","positive",0.8,0.9,17006,"FIRST MAJESTIC SILVER CORP",0,NA,142,29,2,"2019-11-07",12447,1.13519728183746,11.0423184793586,8.46233902700066,0.39447695016861,-4.41313929257453,-7.37033200775926,-4.8134,-4.6419,-0.4673,0.38,-0.14,0.51,0.006,-3.3678,6.1693,4.0765
"Assured Guaranty Q3 EPS $0.7 Misses $0.76 Estimate, Sales $206M Beat $205.95M Estimate","negative",0.6,0.8,17014,"ASSURED GUARANTY LTD",0,NA,133,29,0,"2019-11-07",90120,-0.761314714327455,-0.493822746002848,0.451538120129968,1.3833574950695,2.17574733604526,2.32705410544611,0.4755,0.1737,0.7768,0.38,-0.14,0.51,0.006,-0.8344,-0.6054,0.0792
"Agile Therapeutics shares are trading lower. Not seeing any news to justify the price action.","negative",0.6,0.8,17022,"AGILE THERAPEUTICS INC",0,NA,124,29,0,"2019-11-07",14645,7.38916769623756,17.241386488793,-14.2857139646876,2.91666369885206,38.7640477313697,82.9629584899498,-17.8138,-18.0825,0.6815,0.38,-0.14,0.51,0.006,-10.9106,-1.613,-19.8617
"Citigroup Maintains Neutral on Apartment Inv & Mgmt, Raises Price Target to $54","neutral",0.1,0.8,17030,"APARTMENT INVESTMENT & MGMT CO",0,NA,126,29,1,"2019-11-07",80711,0.396523950621486,2.36027306354845,1.75166565285092,-0.149173650424927,-2.22749903569185,-3.04182564885429,-1.1018,-1.2625,0.4017,0.38,-0.14,0.51,0.006,-0.9965,0.9176,0.193
"Air Lease Q3 EPS $1.8 Beats $1.32 Estimate, Sales $531M Beat $520.51M Estimate","positive",0.8,0.9,17038,"AIR LEASE CORP",0,NA,127,29,2,"2019-11-07",12641,-1.84548683464527,-3.04720654936959,-1.73819225425222,-0.151154596824199,1.04895843496422,2.96148256776805,0.7785,0.2486,1.3793,0.38,-0.14,0.51,0.006,-2.0305,-3.3427,-2.4348
"Air Lease Q3 Adj. EPS $1.8 Beats $1.32 Estimate, Sales $531M Beat $520.51M Estimate","positive",0.8,0.9,17046,"AIR LEASE CORP",0,NA,129,29,2,"2019-11-07",12641,-1.84548683464527,-3.04720654936959,-1.73819225425222,-0.151154596824199,1.04895843496422,2.96148256776805,0.7785,0.2486,1.3793,0.38,-0.14,0.51,0.006,-2.0305,-3.3427,-2.4348
"Albemarle shares are trading higher despite reporting worse-than-expected Q3 earnings results.","positive",0.6,0.8,17054,"ALBEMARLE CORP",0,NA,121,29,2,"2019-11-07",80191,-4.7765739262104,-8.19442283542907,-8.76873802633695,-0.964823365211487,-1.44755654283524,3.45790571377058,6.9994,6.4466,1.4456,0.38,-0.14,0.51,0.006,1.2159,-2.4671,-3.5277
"Albemarle Option Alert: Dec 20 $70 Calls Sweep (46) near the Ask: 910 @ $3.8 vs 2240 OI; Ref=$71.2","positive",0.6,0.8,17062,"ALBEMARLE CORP",0,NA,143,29,2,"2019-11-07",80191,-4.7765739262104,-8.19442283542907,-8.76873802633695,-0.964823365211487,-1.44755654283524,3.45790571377058,6.9994,6.4466,1.4456,0.38,-0.14,0.51,0.006,1.2159,-2.4671,-3.5277
"Albemarle CEO Says Lithium Division Will See Lower Financial Performance In 2020 Vs 2019 Due To Pricing Pressure","negative",0.8,0.9,17070,"ALBEMARLE CORP",0,NA,128,29,0,"2019-11-07",80191,-4.7765739262104,-8.19442283542907,-8.76873802633695,-0.964823365211487,-1.44755654283524,3.45790571377058,6.9994,6.4466,1.4456,0.38,-0.14,0.51,0.006,1.2159,-2.4671,-3.5277
"Albemarle Corp Says In 'Active Discussions' With Customers On Price, Timing And Other Facets Of Long-Term Contracts; Has Started Talks To Sell Fine Chemistry Services And Performance Catalyst Solutions Businesses","neutral",0.2,0.7,17078,"ALBEMARLE CORP",0,NA,142,29,1,"2019-11-07",80191,-4.7765739262104,-8.19442283542907,-8.76873802633695,-0.964823365211487,-1.44755654283524,3.45790571377058,6.9994,6.4466,1.4456,0.38,-0.14,0.51,0.006,1.2159,-2.4671,-3.5277
"Aldeyra Therapeutics Q3 EPS $(0.69) Misses $(0.55) Estimate","negative",0.7,0.9,17086,"ALDEYRA THERAPEUTICS INC",0,NA,132,29,0,"2019-11-07",14647,2.95138172805309,4.51388428487514,1.56249433060323,-0.822363700717688,2.5510220794795,2.725729701085,-4.4776,-5.0513,1.4949,0.38,-0.14,0.51,0.006,-2.5693,-1.1368,-4.366
"Alimera Sciences Announces Board's Approval Of 1-For-15 Reverse Stock Split Ratio","negative",0.6,0.8,17094,"ALIMERA SCIENCES INC",0,NA,121,29,0,"2019-11-07",93339,-12.568311393261,11.1111083897058,15.6040190234653,-0.718938931822777,4.69313403973106,-3.33333971558625,-5.3448,-5.5921,0.6282,0.38,-0.14,0.51,0.006,-18.3612,8.1502,12.5016
"Altair Engineering Q3 EPS $(0.09) Misses $0.05 Estimate, Sales $104.406M Miss $105.96M Estimate","negative",0.7,0.9,17102,"ALTAIR ENGINEERING INC",0,NA,134,29,0,"2019-11-07",17034,-19.9359506368637,-24.2594114630992,-14.5449700703286,-0.81493528559804,2.11095744769723,0.828437765293999,-0.6891,-1.2567,1.4701,0.38,-0.14,0.51,0.006,-21.6544,-27.221,-15.4026
"Antero Midstream shares are trading lower after the company reported a ~25.965 million share common stock offering. Wells Fargo also downgraded the stock from Outperform to Market Perform and lowered the price target from $10 to $8 per share.","negative",0.8,0.9,17110,"ANTERO MIDSTREAM CORP",0,NA,154,29,0,"2019-11-07",16738,-4.04984764754772,-16.1993761244727,-24.1433049176361,-2.84090638160706,-4.99999541248368,2.24215405184589,-6.1404,-6.6001,1.1845,0.38,-0.14,0.51,0.006,-11.0232,-24.0881,-34.1405
"Wells Fargo Downgrades Antero Midstream to Market Perform, Lowers Price Target to $8","negative",0.8,0.9,17118,"ANTERO MIDSTREAM CORP",0,NA,125,29,0,"2019-11-07",16738,-4.04984764754772,-16.1993761244727,-24.1433049176361,-2.84090638160706,-4.99999541248368,2.24215405184589,-6.1404,-6.6001,1.1845,0.38,-0.14,0.51,0.006,-11.0232,-24.0881,-34.1405
"Ambac Financial Group Q3 EPS $1.63 Beats $0.59 Estimate, Sales $216.162M Beat $138.7M Estimate","positive",0.8,0.9,17126,"AMBAC FINANCIAL GROUP INC",0,NA,135,29,2,"2019-11-07",13919,-0.289154052734375,-0.963859114860299,-1.34940093842021,1.17244636639953,0.778588055583329,0.582801960384827,0.1931,-0.069,0.6727,0.38,-0.14,0.51,0.006,-0.5727,-1.2716,-1.8924
"AMC Entertainment Hldgs Q3 EPS $(0.53) Misses $(0.41) Estimate, Sales $1.317B Beat $1.31B Estimate","negative",0.6,0.8,17134,"A M C ENTERTAINMENT HOLDINGS INC",0,NA,143,29,0,"2019-11-07",14328,4.11255545914173,-3.89610041509562,-14.0692613528463,-0.920247007161379,-0.615388950556661,0.727647569684775,-4.644,-5.0238,0.9865,0.38,-0.14,0.51,0.006,-1.2231,-9.1128,-20.4361
"Rosenblatt Initiates Coverage On AMETEK with Buy Rating, Announces $115 Price Target","positive",0.8,0.9,17142,"AMETEK INC NEW",0,NA,119,29,2,"2019-11-07",85257,0.35343449562788,0.831604002539743,1.73597278454194,0.124678178690374,0.78435470221474,2.30361558616106,-0.1764,-0.5918,1.0748,0.38,-0.14,0.51,0.006,-0.5775,-0.1751,0.3833
"UBS Maintains Neutral on Amedisys, Raises Price Target to $154","neutral",0.1,0.8,17150,"AMEDISYS INC",0,NA,117,29,1,"2019-11-07",80795,0.620237411931157,1.97532026337028,6.22935703157996,-0.749782612547278,-1.23447884157312,-0.607508101711973,1.868,1.3605,1.319,0.38,-0.14,0.51,0.006,1.5659,2.8547,6.5341
"American Homes 4 Rent Raises FY19 Core FFO $1.10-$1.12","positive",0.7,0.85,17158,"AMERICAN HOMES 4 RENT",0,NA,123,29,2,"2019-11-07",14061,0.942284148186445,3.21948026803649,2.43423968922496,0.583436526358128,-1.22230596937092,-1.78503350709739,-1.5081,-1.6558,0.3689,0.38,-0.14,0.51,0.006,-0.8339,1.3711,0.4875
"American Homes 4 Rent Q3 EPS $0.08 Beats $0.04 Estimate, Core FFO $0.28, Sales $298.3M Beat $290.12M Estimate","positive",0.8,0.9,17166,"AMERICAN HOMES 4 RENT",0,NA,144,29,2,"2019-11-07",14061,0.942284148186445,3.21948026803649,2.43423968922496,0.583436526358128,-1.22230596937092,-1.78503350709739,-1.5081,-1.6558,0.3689,0.38,-0.14,0.51,0.006,-0.8339,1.3711,0.4875
"Amphastar Pharmaceuticals Q3 EPS $0.1 Beats $0.07 Estimate, Sales $80.137M Beat $78.53M Estimate","positive",0.8,0.9,17174,"AMPHASTAR PHARMACEUTICALS INC",0,NA,143,29,2,"2019-11-07",14688,-3.71339432895184,-10.7217628512883,-5.6485350100895,-1.85185503214598,-1.54798384490097,-2.4539855770583,0.2096,-0.162,0.9601,0.38,-0.14,0.51,0.006,-4.179,-11.5973,-6.3204
"A-Mark Precious Metals Q1 EPS $0.02 Down From $0.21 YoY, Sales $1.48B Down From $1.57B YoY","negative",0.8,0.9,17182,"A MARK PRECIOUS METALS INC",0,NA,139,29,0,"2019-11-07",14532,-0.569948181509972,-1.04890013696504,-3.44365091850111,-6.96161016821861,-8.83423840454011,-9.65703725495151,4.2907,4.2507,0.0979,0.38,-0.14,0.51,0.006,3.6444,3.1814,0.69
"ANGI Homeservices shares are trading higher after the company reported better-than-expected Q3 EPS and sales results.","positive",0.8,0.9,17190,"ANGI INC",0,NA,118,29,2,"2019-11-07",16921,-1.65605247020721,-3.43949029105539,-4.96815128550356,-4.0118869394064,-6.2409265985884,-8.10811039124882,21.517,21.1083,1.0835,0.38,-0.14,0.51,0.006,19.1104,17.2091,15.2645
"Ampco-Pittsburgh Earlier Reported Q3 EPS $(0.06) Up From $(0.56) YoY, Sales $90.872M Miss $95.82M Estimate","negative",0.6,0.8,17198,"AMPCO PITTSBURGH CORP",0,NA,147,29,0,"2019-11-07",18075,-4.25000190734863,-8.49999778398556,-15.4999967846728,-0.765305384993553,-0.638565969066762,-0.511508470617406,2.8278,2.627,0.5136,0.38,-0.14,0.51,0.006,-1.7882,-6.2615,-14.1216
"Stifel Nicolaus Maintains Hold on ArcBest, Raises Price Target to $29","neutral",0.1,0.7,17206,"ARCBEST CORP",0,NA,117,29,1,"2019-11-07",77595,-0.0639602891169488,-4.84113954133125,-8.78471626575323,-1.04397311806679,-0.28689872863582,5.89031730880527,-0.032,-0.5635,1.3845,0.38,-0.14,0.51,0.006,-1.0627,-5.9423,-10.6089
"JP Morgan Maintains Overweight on Ares Management, Raises Price Target to $34","positive",0.8,0.9,17214,"ARES MANAGEMENT CORP",0,NA,117,29,2,"2019-11-07",14617,-1.74183938652277,-1.36859235188479,0.0933088018727268,0.72395196184516,-2.23036825472983,2.00828545674079,0.4688,0.0235,1.153,0.38,-0.14,0.51,0.006,-2.0818,-1.7727,-0.603900000000001
"ECS Awarded $116M Prime Contract to Modernize IT For Military Health System","positive",0.8,0.9,17222,"ASGN INC",0,NA,113,29,2,"2019-11-07",77917,-0.357033405452967,-0.833081671198865,-2.91579739061926,-0.0890681112650781,1.75358432418928,3.36301409309745,-0.1337,-0.6926,1.4522,0.38,-0.14,0.51,0.006,-1.5058,-2.0742,-4.6649
"Assembly Biosciences Q3 EPS $(0.96) Down From $(0.87) YoY, Sales $4.231M Down From $4.286M YoY","negative",0.7,0.85,17230,"ASSEMBLY BIOSCIENCES INC",0,NA,141,29,0,"2019-11-07",12497,5.3021002560854,-25.5856963155825,-13.9950663444018,-5.32040372490883,-4.81678798527965,-4.8730108984211,0.7141,0.299,1.0862,0.38,-0.14,0.51,0.006,5.2584,-27.1438,-12.6473
"Atara Biotherapeutics Earlier Reported Q3 EPS $(1.31) Beats $(1.44) Estimate","positive",0.6,0.8,17238,"ATARA BIOTHERAPEUTICS INC",0,NA,129,29,2,"2019-11-07",14991,-0.887580122798681,-2.32988548543021,1.62721366015104,-3.79747226834297,-1.89593067654799,0.330032567055283,11.1842,10.3724,2.1402,0.38,-0.14,0.51,0.006,8.8154,7.2587,10.7321
"Amazon Air Carrier ATSG Posts Higher Q3 Earnings","positive",0.8,0.9,17246,"AIR TRANSPORT SERVICES GROUP INC",0,NA,112,29,2,"2019-11-07",90716,2.31441352516413,6.92140174792153,6.33188096285822,-0.935645494610071,-0.160992878861832,2.72125302824693,5.5056,5.1549,0.9044,0.38,-0.14,0.51,0.006,7.1829,11.5506,10.8472
"Atento Signs Collaboration With UiPath","positive",0.7,0.85,17254,"ATENTO S A",0,NA,105,29,2,"2019-11-07",14986,-1.69491358101368,-5.42373158176265,-1.69491347660903,-3.73832173645496,-2.83019357920741,1.31147383424126,-4.5307,-4.8426,0.7944,0.38,-0.14,0.51,0.006,-6.7898,-10.6315,-6.9013
"Activision-Blizzard Sees Q4 Adj. EPS $0.43 With Impact Of GAAP Deferrals $0.72, Adj. Net Sales $1.812B With $834M Impact Of GAAP Deferrals; CY19 Adj. EPS $2.13 With Impact Of GAAP Deferrals $0.04, Sales $6.315B With $10M Impact Of GAAP Deferrals","neutral",0.1,0.7,17262,"ACTIVISION BLIZZARD INC",0,NA,186,29,1,"2019-11-07",79678,-0.458295131102204,-3.39138139686567,-1.57653657870657,1.47641282528639,1.16675917480091,0.967396839430545,-3.2115,-3.6622,1.1672,0.38,-0.14,0.51,0.006,-4.4883,-7.492,-5.9791
"Activision Blizzard Q3 Adj. EPS $0.32 Beats $0.23 Estimate, Adj. Sales $1.214B Beat $1.17B Estimate","positive",0.8,0.9,17270,"ACTIVISION BLIZZARD INC",0,NA,136,29,2,"2019-11-07",79678,-0.458295131102204,-3.39138139686567,-1.57653657870657,1.47641282528639,1.16675917480091,0.967396839430545,-3.2115,-3.6622,1.1672,0.38,-0.14,0.51,0.006,-4.4883,-7.492,-5.9791
"Activision Blizzard shares are trading lower as a potential sell-off after traders anticipate worse-than-expected Q3 earnings results after the close today.","negative",0.8,0.9,17278,"ACTIVISION BLIZZARD INC",0,NA,129,29,0,"2019-11-07",79678,-0.458295131102204,-3.39138139686567,-1.57653657870657,1.47641282528639,1.16675917480091,0.967396839430545,-3.2115,-3.6622,1.1672,0.38,-0.14,0.51,0.006,-4.4883,-7.492,-5.9791
"Activision Blizzard Option Alert: Jan 17 $70 Calls at the Ask: 1000 @ $0.281 vs 4789 OI; Earnings 11/7 After Close Ref=$55.42","positive",0.6,0.7,17286,"ACTIVISION BLIZZARD INC",0,NA,145,29,2,"2019-11-07",79678,-0.458295131102204,-3.39138139686567,-1.57653657870657,1.47641282528639,1.16675917480091,0.967396839430545,-3.2115,-3.6622,1.1672,0.38,-0.14,0.51,0.006,-4.4883,-7.492,-5.9791
"Q3 Earnings Outlook For Activision Blizzard","neutral",0.1,0.7,17294,"ACTIVISION BLIZZARD INC",0,NA,110,24,1,"2019-11-07",79678,-0.458295131102204,-3.39138139686567,-1.57653657870657,1.47641282528639,1.16675917480091,0.967396839430545,-3.2115,-3.6622,1.1672,0.38,-0.14,0.51,0.006,-4.4883,-7.492,-5.9791
"Avista Q3 EPS $0.08 Misses $0.14 Estimate","negative",0.7,0.9,17302,"AVISTA CORP",0,NA,114,29,0,"2019-11-07",24969,0.128474424127489,0.663806388021748,0.717924962213656,-0.27374408673495,-0.961938694852282,-2.0880677201463,-1.3936,-1.4811,0.2129,0.38,-0.14,0.51,0.006,-1.4246,-0.9079,-0.947
"Avid Technology Reaffirms FY2019 EPS Guidance from $0.50-0.60 vs $0.31 Est; Reaffirms FY2019 Sales Guidance of $405M-415M vs $410.4M Est","positive",0.7,0.85,17310,"AVID TECHNOLOGY INC",0,NA,149,29,2,"2019-11-07",78955,13.5729968547821,7.11665667764929,19.7358741211303,1.85471978038549,6.46203726536831,5.44000265058169,3.4143,3.0206,1.0197,0.38,-0.14,0.51,0.006,16.2715,10.5883,21.6156
"Avid Technology Q3 EPS $0.10 Beats $0.09 Estimate, Sales $93.461M Miss $96.34M Estimate","negative",0.6,0.8,17318,"AVID TECHNOLOGY INC",0,NA,130,29,0,"2019-11-07",78955,13.5729968547821,7.11665667764929,19.7358741211303,1.85471978038549,6.46203726536831,5.44000265058169,3.4143,3.0206,1.0197,0.38,-0.14,0.51,0.006,16.2715,10.5883,21.6156
"Aviat Networks Q1 EPS $0.01 May Not Compare To $0.33 Estimate, Sales $58.6M Beat $57.48M Estimate","negative",0.6,0.8,17326,"AVIAT NETWORKS INC",0,NA,134,29,0,"2019-11-07",91836,3.65126505494118,7.05141239083498,3.94932734832085,0.463325018063188,-0.690595742210631,0.520996724258449,-2.9912,-3.1655,0.4377,0.38,-0.14,0.51,0.006,0.3441,3.7051,0.628999999999999
"Accelerate Diagnostics Q3 EPS $(0.37) Beats $(0.38) Estimate, Sales $2.271M Miss $3.12M Estimate","negative",0.7,0.8,17334,"ACCELERATE DIAGNOSTICS INC",0,NA,140,29,0,"2019-11-07",84184,-1.28287244588137,0.962152630904356,3.8486230301993,-2.64290291815996,-0.814027015275809,-0.0630929558788628,-1.5783,-2.1128,1.386,0.38,-0.14,0.51,0.006,-3.8313,-1.5287,0.8518
"Canaccord Genuity Maintains Buy on Axogen, Lowers Price Target to $25","neutral",0.2,0.7,17342,"AXOGEN INC",0,NA,117,29,1,"2019-11-07",10966,0.726549886167049,3.63275582952047,3.0713288756778,-1.41054587438703,-3.13639901856009,1.52905049012204,14.006,13.4539,1.4538,0.38,-0.14,0.51,0.006,13.7238,16.5097,15.6442
"Cantor Fitzgerald Maintains Overweight on Axogen, Lowers Price Target to $19","neutral",0.2,0.7,17350,"AXOGEN INC",0,NA,116,29,1,"2019-11-07",10966,0.726549886167049,3.63275582952047,3.0713288756778,-1.41054587438703,-3.13639901856009,1.52905049012204,14.006,13.4539,1.4538,0.38,-0.14,0.51,0.006,13.7238,16.5097,15.6442
"Alibaba Founder Jack Ma Tops China's Richest List, Again","positive",0.8,0.9,17358,"ALIBABA GROUP HOLDING LTD",0,NA,115,29,2,"2019-11-07",14888,0.267866696231067,-2.06793131698199,-0.964321748480368,1.18681518360972,2.48761823225032,4.36359336997696,1.3575,0.8347,1.3589,0.38,-0.14,0.51,0.006,0.6753,-1.7435,-1.0393
"Booz Allen Hamilton Receives $116M Contract To Provide Cyber Analysis And Security Support Services To DOE","positive",0.8,0.9,17366,"BOOZ ALLEN HAMILTON HOLDING CORP",0,NA,135,29,2,"2019-11-07",12366,0.139487336855382,2.57023913112422,0.918138290253734,0.786182098090649,-2.20678753072304,-3.35217822602453,-0.1393,-0.4559,0.8141,0.38,-0.14,0.51,0.006,-0.5748,1.7734,-0.1005
"Beasley Broadcast Group Q3 EPS $0.11 Misses $0.12 Estimate, Sales $66.1M Miss $66.16M Estimate","negative",0.7,0.85,17374,"BEASLEY BROADCAST GROUP INC",0,NA,138,29,0,"2019-11-07",87589,-2.75862626731396,2.06896357679358,1.03448176241892,-2.39726603031158,-0.696863382807966,0.352112468072829,1.7544,1.5721,0.4656,0.38,-0.14,0.51,0.006,-1.3369,3.544,2.421
"Citigroup Maintains Neutral on Bright Horizons Family, Lowers Price Target to $152","neutral",0.1,0.8,17382,"BRIGHT HORIZONS FAM SOL INC NEW",0,NA,127,29,1,"2019-11-07",13739,-1.5261935070157,1.78742654760591,2.23429104188837,0.944693852216005,2.42077015846243,1.07014845756139,-0.6353,-0.8849,0.6393,0.38,-0.14,0.51,0.006,-2.6153,0.6629,0.9185
"Saul Centers Q3 EPS $0.39 Down From $0.45 YoY, Sales $57.052M Down From $57.059M YoY","negative",0.7,0.85,17390,"SAUL CENTERS INC",0,NA,134,29,0,"2019-11-07",79558,-1.48892467841506,-2.92201683340799,-5.2856879340982,-1.62855107337236,-0.185670732778598,1.79889586643296,-0.0558,-0.3756,0.8207,0.38,-0.14,0.51,0.006,-2.1249,-3.6237,-6.3424
"Morgan Stanley Upgrades Baidu to Overweight","positive",0.8,0.9,17398,"BAIDU INC",0,NA,107,29,2,"2019-11-07",90857,2.20726579427719,-3.01141023985305,-5.10379997884774,-0.638595502823591,-2.0616694888133,2.59938956497345,13.5153,13.015,1.3168,0.38,-0.14,0.51,0.006,14.8081,9.5668,6.9577
"Baidu shares are trading higher after the company reported better-than-expected Q3 EPS and sales. The company also reported Baidu App DAUs up 25% year over year.","positive",0.8,0.9,17406,"BAIDU INC",0,NA,134,29,2,"2019-11-07",90857,2.20726579427719,-3.01141023985305,-5.10379997884774,-0.638595502823591,-2.0616694888133,2.59938956497345,13.5153,13.015,1.3168,0.38,-0.14,0.51,0.006,14.8081,9.5668,6.9577
"Baidu Releases Better-Than-Expected Earnings","positive",0.8,0.9,17414,"BAIDU INC",0,NA,107,29,2,"2019-11-07",90857,2.20726579427719,-3.01141023985305,-5.10379997884774,-0.638595502823591,-2.0616694888133,2.59938956497345,13.5153,13.015,1.3168,0.38,-0.14,0.51,0.006,14.8081,9.5668,6.9577
"Brookfield Infr Partners Q3 EPS $0.07 Misses $0.2 Estimate, Sales $1.664B Beat $1.08B Estimate","negative",0.6,0.8,17422,"BROOKFIELD INFRASTRUC PARTNER LP",0,NA,143,29,0,"2019-11-07",92550,2.01475825160742,2.35388049789591,4.90723924377226,-0.599047588184476,-1.69826348891019,-1.11243817193063,0.7031,0.5145,0.4788,0.38,-0.14,0.51,0.006,2.3748,2.6584,4.9497
"The Buckle Reports Oct. Comps Up 8.5%, Sales $69.6M","positive",0.8,0.9,17430,"BUCKLE INC",0,NA,118,29,2,"2019-11-07",77584,-4.19209934771061,-4.92470137354324,-9.23891130900961,0.95978518947959,3.75762888335902,4.64234723157686,11.2268,10.8512,0.9842,0.38,-0.14,0.51,0.006,6.348,5.5307,0.6521
"Bristol-Myers Squibb Company Announces Extension Of The Expiration Date For Exchange Offers For Celgene Corporation Notes","neutral",0,0.7,17438,"BRISTOL MYERS SQUIBB CO",0,NA,132,29,1,"2019-11-07",19393,0.764151802286506,1.61513794385839,-1.26780713449258,1.01081700995564,0.564971247835144,-0.349896358206947,1.0885,0.7798,0.8011,0.38,-0.14,0.51,0.006,1.2896,2.0709,-1.0488
"BSQUARE Q3 EPS $(0.07) Up From $(0.16) YoY, Sales $14.641M Down From $16.694M YoY","negative",0.6,0.8,17446,"BSQUARE CORP",0,NA,133,29,0,"2019-11-07",87302,11.4285722374916,19.057149788002,18.5714341621012,0,-1.89542640000582,-0.961537480907881,1.9417,1.7169,0.5787,0.38,-0.14,0.51,0.006,12.9601,20.0097,19.5893
"JP Morgan Maintains Neutral on Anheuser-Busch InBev, Lowers Price Target to $79","neutral",0.2,0.8,17454,"ANHEUSER BUSCH INBEV SA NV",0,NA,132,29,1,"2019-11-07",93013,0.127591355703771,0.931364336499851,1.37073707228719,0.290775415487587,-0.113316965394195,-0.0378008719259304,-1.1975,-1.4586,0.6702,0.38,-0.14,0.51,0.006,-1.5448,-0.8,-0.5868
"B. Riley Maintains Buy on BlueLinx Hldgs, Lowers Price Target to $25","neutral",0.2,0.7,17462,"BLUELINX HOLDINGS INC",0,NA,125,29,1,"2019-11-07",90496,6.3283160328865,-12.9699234236354,-16.7919823320771,-42.3548370599747,-44.4686129938437,-43.7873545429846,-10.6883,-11.1753,1.2538,0.38,-0.14,0.51,0.006,-5.2416,-24.6831,-29.5393
"Citigroup shares are trading higher after Bank of America reiterated a Buy rating on the company's stock and raised the price target from $78 to $85.","positive",0.8,0.9,17470,"CITIGROUP INC",0,NA,127,29,2,"2019-11-07",70519,0.408923905342817,-2.59860349435094,-2.51945143304391,-0.547913461923599,-0.971394970770012,0.785484635075906,1.8678,1.3644,1.314,0.38,-0.14,0.51,0.006,1.36,-1.7535,-2.0974
"Bank of America Reiterates Buy on Citigroup, Raises Price Target to $85","positive",0.8,0.9,17478,"CITIGROUP INC",0,NA,115,29,2,"2019-11-07",70519,0.408923905342817,-2.59860349435094,-2.51945143304391,-0.547913461923599,-0.971394970770012,0.785484635075906,1.8678,1.3644,1.314,0.38,-0.14,0.51,0.006,1.36,-1.7535,-2.0974
"Camtek Q3 EPS $0.13 Misses $0.14 Estimate, Sales $32.5M Beat $32M Estimate","neutral",0.1,0.7,17486,"CAMTEK LTD",0,NA,126,29,1,"2019-11-07",88427,0.405679130926728,4.86815931863243,2.78905248784853,-0.462100189179182,-0.462100189179182,-1.46385955823696,-8.4494,-8.9881,1.3969,0.38,-0.14,0.51,0.006,-9.0215,-4.7319,-7.1941
"CrossAmerica Partners Q3 EPS $0.2 Misses $0.21 Estimate, Sales $559.74M Miss $577.36M Estimate","negative",0.7,0.9,17494,"CROSSAMERICA PARTNERS LP",0,NA,133,29,0,"2019-11-07",13615,-3.467882797122,0.68219981060127,2.16031368123624,-0.890867784619331,-2.94438882740001,-1.61450522645267,-1.1798,-1.3431,0.4177,0.38,-0.14,0.51,0.006,-4.9465,-0.7117,0.6778
"CASI Pharmaceuticals Enters Exclusive Distribution Agreement With Pharmathen Global BV For The Development And Distribution Of Octreotide Long Acting Injectable Microsphere In China.","positive",0.7,0.85,17502,"CASI PHARMACEUTICALS INC CYM",0,NA,142,29,2,"2019-11-07",83651,0,2.19435521252569,3.13479324903003,-1.57729312777519,-2.50000512473473,-4.58715907283924,2.2436,1.8366,1.0507,0.38,-0.14,0.51,0.006,1.5049,3.6294,4.213
"Cato Reports Oct. Comps Up 3%","positive",0.7,0.9,17510,"CATO CORP NEW",0,NA,110,29,2,"2019-11-07",11267,-1.04223052039742,-0.767961525561944,0.0548559554017336,-0.220258859917521,1.85497409304958,2.19966886663228,0.6071,0.3135,0.7545,0.38,-0.14,0.51,0.006,-0.9686,-0.7423,-0.0528000000000004
"Cogent Comms Hldgs Q3 EPS $0.17 Misses $0.18 Estimate, Sales $136.942M Beat $136.76M Estimate","negative",0.6,0.8,17518,"COGENT COMMUNICATIONS HLDS INC",0,NA,143,29,0,"2019-11-07",89297,2.51520425081253,3.23852928543487,3.87966026972044,-0.338218198157847,-1.35622471214067,-0.484936907398603,5.865,5.5047,0.9389,0.38,-0.14,0.51,0.006,7.7228,8.459,8.7669
"CEVA Q3 EPS $0.22 Beats $0.17 Estimate, Sales $23.471M Beat $22.73M Estimate","positive",0.8,0.9,17526,"CEVA INC",0,NA,125,29,2,"2019-11-07",89572,-6.79999962449074,-4.73043679188781,-11.3391312022039,-4.28925603628159,-3.50250024269925,-4.45859953801319,6.4815,5.8735,1.5905,0.38,-0.14,0.51,0.006,-1.4255,0.6791,-6.893
"Stifel Nicolaus Maintains Hold on CF Industries Holdings, Raises Price Target to $49","neutral",0.1,0.7,17534,"C F INDUSTRIES HOLDINGS INC",0,NA,122,29,1,"2019-11-07",90829,0,0.0643352296686217,-2.00774558018901,-2.80745904892683,-2.58294752560264,0.259344886685464,0.5174,0.0735,1.1449,0.38,-0.14,0.51,0.006,-0.2874,-0.2288,-2.6787
"Coherus BioSciences shares are trading higher. The company on Wednesday reported Q3 results and acquired the rights to commercialize Bioeq's biosimilar candidate Lucentis.","positive",0.7,0.85,17542,"COHERUS BIOSCIENCES INC",0,NA,140,29,2,"2019-11-07",15059,0.315786665305495,-0.10526563853025,-2.68421154681453,0.796075724065304,-4.02332667508718,-6.79502128014119,15.4314,14.9477,1.2668,0.38,-0.14,0.51,0.006,14.8648,14.4776,11.541
