ID,MajorLLM,MajorTextLLM,ConfidenceLLM,ExplanationLLM,InputTokens,OutputTokens
23085,10,Transportation,0.95,"The bill pertains to amendments in the Interstate Commerce Act related to the construction, acquisition, operation, abandonment, and joint use of tracks and terminals, which are directly related to transportation infrastructure.",303,60
23086,10,Transportation,0.95,,1662,18
23087,10,Transportation,0.95,,1574,18
23088,10,Transportation,0.94,,1693,18
23089,15,Defense,0.90,,250,6
23090,15,Defense,0.85,,253,19
23091,15,Defense,0.85,,260,19
23092,15,Defense,0.85,,272,19
23093,15,Defense,0.85,,267,19
23094,15,Defense,0.85,,269,19
23095,15,Defense,0.85,"The bill pertains to the reclassification of security police positions within the Department of the Navy, which falls under the category of Defense.",271,51
23096,15,Defense,0.90,"The bill pertains to the reclassification of security police positions within the Department of the Navy, which falls under the category of Defense.",280,51
23097,15,Defense,0.85,"The bill pertains to the reclassification of security police positions within the Department of the Navy, which falls under the Defense category.",276,50
23098,15,Defense,0.98,,1632,15
23099,15,Defense,0.98,,1544,15
23100,15,Defense,0.92,,1663,15
23101,15,Defense,0.85,,252,6
23102,19,Government Operations,0.85,,254,18
23103,15,Defense,0.85,,261,18
23104,19,Government Operations,0.85,,273,18
23105,15,Defense,0.90,,268,18
23106,15,Defense,0.90,,270,18
23107,19,Government Operations,0.85,"The bill pertains to the reclassification of job positions within a federal department, which falls under the domain of government operations.",272,47
23108,19,Government Operations,0.85,"The bill pertains to the reclassification of certain security police positions within a federal department, which falls under the category of government operations.",280,49
23109,19,Government Operations,0.85,"The bill pertains to the reclassification of certain security police positions within a federal department, which falls under the domain of government operations.",277,49
23110,15,Defense,0.95,,1636,18
23111,15,Defense,0.95,,1548,18
23112,15,Defense,0.94,,1667,18
23113,20,Public Lands and Water Management,0.95,,243,6
23114,20,Public Lands and Water Management,0.85,,246,19
23115,20,Public Lands and Water Management,0.85,,253,19
23116,20,Public Lands and Water Management,0.85,,265,19
23117,20,Public Lands and Water Management,0.85,,260,19
23118,20,Public Lands and Water Management,0.85,,262,19
23119,20,Public Lands and Water Management,0.85,"The bill pertains to the conveyance of real property of the United States to a county, which falls under public lands and water management.",264,52
23120,20,Public Lands and Water Management,0.85,"The bill pertains to the conveyance of real property, which falls under public lands and water management.",273,45
23121,20,Public Lands and Water Management,0.85,"The bill pertains to the conveyance of real property of the United States to a county, which falls under Public Lands and Water Management.",269,52
23122,20,Public Lands and Water Management,0.95,,1625,15
23123,20,Public Lands and Water Management,0.98,,1537,15
23124,20,Public Lands and Water Management,0.90,,1656,15
23125,20,Public Lands and Water Management,0.85,,246,6
23126,20,Public Lands and Water Management,0.95,,248,18
23127,20,Public Lands and Water Management,0.95,,255,18
23128,20,Public Lands and Water Management,0.95,,267,18
23129,20,Public Lands and Water Management,0.95,,262,18
23130,20,Public Lands and Water Management,0.95,,264,18
23131,20,Public Lands and Water Management,0.95,"The bill involves the conveyance of real property, which falls under the management and disposition of public lands and water resources.",266,47
23132,20,Public Lands and Water Management,0.95,"The bill involves the conveyance of real property, which falls under the management and disposition of public lands.",274,44
23133,20,Public Lands and Water Management,0.95,"The bill involves the conveyance of real property, which falls under the management and disposition of public lands and resources.",271,46
23134,20,Public Lands and Water Management,0.95,,1630,18
23135,20,Public Lands and Water Management,0.90,,1542,18
23136,20,Public Lands and Water Management,0.94,,1661,18
23137,6,Education,0.95,,261,6
23138,6,Education,0.85,,264,19
23139,6,Education,0.85,,271,19
23140,6,Education,0.85,,283,19
23141,6,Education,0.85,,278,19
23142,6,Education,0.85,,280,19
23143,6,Education,0.85,This bill pertains to education by providing a loan program for pharmacy students and grants to schools of pharmacy.,282,45
23144,6,Education,0.85,"The bill focuses on amending the Public Health Service Act to provide a loan program for students of pharmacy and grants to schools of pharmacy, which falls under the Education category.",291,58
23145,6,Education,0.85,"The bill focuses on amending the Public Health Service Act to provide a loan program for students of pharmacy and grants to schools of pharmacy, which falls under the Education category.",287,58
23146,3,Health,0.90,,1643,15
23147,3,Health,0.98,,1555,15
23148,3,Health,0.95,,1674,15
23149,3,Health,0.85,,263,6
23150,3,Health,0.85,,265,18
23151,6,Education,0.85,,272,18
23152,3,Health,0.90,,284,18
23153,6,Education,0.95,,279,18
23154,3,Health,0.90,,281,18
23155,6,Education,0.95,"The bill focuses on providing a loan program for pharmacy students and grants to schools of pharmacy, which directly pertains to education.",283,47
23156,3,Health,0.90,"The bill aims to amend the Public Health Service Act to provide a loan program for pharmacy students and authorize grants to pharmacy schools, which directly relates to health education and services.",291,57
23157,3,Health,0.95,"The bill aims to amend the Public Health Service Act to provide a loan program for pharmacy students and authorize grants to pharmacy schools, which directly relates to health and healthcare education.",288,57
23158,6,Education,0.89,,1647,18
23159,3,Health,0.88,,1559,18
23160,3,Health,0.88,,1678,18
23161,4,Agriculture,0.95,,221,6
23162,7,Environment,0.85,,224,19
23163,7,Environment,0.95,,231,19
23164,7,Environment,0.85,,243,19
23165,7,Environment,0.85,,238,19
23166,7,Environment,0.85,,240,19
23167,7,Environment,0.95,"The bill focuses on establishing enrollment priorities for a conservation program, which falls under environmental issues.",242,42
23168,7,Environment,0.90,"The bill pertains to establishing enrollment priorities for a conservation program, which falls under environmental issues.",251,43
23169,7,Environment,0.85,"The bill focuses on establishing enrollment priorities for a conservation program, which falls under environmental issues.",247,42
23170,7,Environment,0.98,,1603,15
23171,4,Agriculture,0.98,,1515,15
23172,4,Agriculture,0.95,,1634,15
23173,4,Agriculture,0.95,,224,6
23174,4,Agriculture,0.95,,226,18
23175,4,Agriculture,0.95,,233,18
23176,4,Agriculture,0.95,,245,18
23177,4,Agriculture,0.95,,240,18
23178,4,Agriculture,0.95,,242,18
23179,4,Agriculture,0.95,"The bill pertains to the conservation reserve program, which is directly related to agricultural land management and conservation practices.",244,44
23180,4,Agriculture,0.95,"The bill pertains to the conservation reserve program, which is directly related to agricultural practices and land management.",252,43
23181,4,Agriculture,0.95,"The bill pertains to the conservation reserve program, which is directly related to agricultural practices and land management.",249,43
23182,4,Agriculture,0.95,,1608,18
23183,4,Agriculture,0.95,,1520,18
23184,4,Agriculture,0.95,,1639,18
23185,8,Energy,0.90,,255,6
23186,20,Public Lands and Water Management,0.85,,258,19
23187,8,Energy,0.85,,265,19
23188,8,Energy,0.85,,277,19
23189,20,Public Lands and Water Management,0.85,,272,19
23190,8,Energy,0.85,,274,19
23191,8,Energy,0.85,"The bill pertains to the authorization of subsurface storage of oil or gas, which falls under the Energy category.",276,47
23192,8,Energy,0.85,"The bill pertains to the authorization of subsurface storage of oil or gas, falling under the Energy category.",285,46
23193,8,Energy,0.85,"The bill pertains to the authorization of subsurface storage of oil or gas, which falls under the Energy category.",281,47
23194,20,Public Lands and Water Management,0.90,,1637,15
23195,20,Public Lands and Water Management,0.95,,1549,15
23196,20,Public Lands and Water Management,0.85,,1668,15
23197,8,Energy,0.85,,257,6
23198,20,Public Lands and Water Management,0.85,,259,18
23199,8,Energy,0.90,,266,18
23200,8,Energy,0.85,,278,18
23201,8,Energy,0.90,,273,18
23202,8,Energy,0.90,,275,18
23203,20,Public Lands and Water Management,0.85,"The bill pertains to the subsurface storage of oil or gas in restricted Indian lands, which falls under the management and use of public lands and resources.",277,53
23204,8,Energy,0.95,"The bill pertains to the subsurface storage of oil or gas, which falls under the category of Energy.",285,44
23205,8,Energy,0.90,"The bill pertains to the subsurface storage of oil or gas, which falls under the category of Energy.",282,44
23206,8,Energy,0.89,,1641,18
23207,8,Energy,0.90,,1553,18
23208,8,Energy,0.89,,1672,18
23209,11,"Law, Crime, and Family Issues",0.85,,238,6
23210,11,"Law, Crime, and Family Issues",0.85,,241,19
23211,11,"Law, Crime, and Family Issues",0.85,,248,19
23212,11,"Law, Crime, and Family Issues",0.85,,260,19
23213,11,"Law, Crime, and Family Issues",0.85,,255,19
23214,12,Social Welfare,0.85,,257,19
23215,11,"Law, Crime, and Family Issues",0.85,This bill pertains to law and crime issues by implementing requirements for inmates to perform work and engage in educational activities.,259,47
23216,12,Social Welfare,0.85,"The bill focuses on implementing requirements for inmates to perform work and engage in educational activities, which falls under social welfare and criminal justice reform.",268,51
23217,11,"Law, Crime, and Family Issues",0.85,"The bill focuses on requirements for inmates to perform work and engage in educational activities, which falls under Law, Crime, and Family Issues.",264,51
23218,11,"Law, Crime, and Family Issues",0.95,,1620,15
23219,12,Social Welfare,0.95,,1532,15
23220,11,"Law, Crime, and Family Issues",0.92,,1651,15
23221,11,"Law, Crime, and Family Issues",0.85,,240,6
23222,11,"Law, Crime, and Family Issues",0.95,,242,18
23223,11,"Law, Crime, and Family Issues",0.85,,249,18
23224,11,"Law, Crime, and Family Issues",0.90,,261,18
23225,11,"Law, Crime, and Family Issues",0.90,,256,18
23226,11,"Law, Crime, and Family Issues",0.90,,258,18
23227,11,"Law, Crime, and Family Issues",0.95,"The bill pertains to requirements for inmates, which falls under the category of Law, Crime, and Family Issues.",260,45
23228,11,"Law, Crime, and Family Issues",0.95,"The bill pertains to requirements for inmates, which falls under the domain of law, crime, and family issues.",268,45
23229,11,"Law, Crime, and Family Issues",0.95,"The bill pertains to requirements for inmates, which falls under the domain of law, crime, and family issues.",265,45
23230,11,"Law, Crime, and Family Issues",0.95,,1624,18
23231,11,"Law, Crime, and Family Issues",0.95,,1536,18
23232,11,"Law, Crime, and Family Issues",0.95,,1655,18
23233,14,"Banking, Finance, and Domestic Commerce",0.80,,242,6
23234,14,"Banking, Finance, and Domestic Commerce",0.75,,245,19
23235,14,"Banking, Finance, and Domestic Commerce",0.75,,252,19
23236,14,"Banking, Finance, and Domestic Commerce",0.75,,264,19
23237,14,"Banking, Finance, and Domestic Commerce",0.75,,259,19
23238,14,"Banking, Finance, and Domestic Commerce",0.75,,261,19
23239,14,"Banking, Finance, and Domestic Commerce",0.85,This bill relates to domestic commerce by prohibiting the use of the mails for certain commercial solicitations.,263,43
23240,14,"Banking, Finance, and Domestic Commerce",0.80,"The bill pertains to commercial solicitation and mailing lists, which falls under Banking, Finance, and Domestic Commerce.",272,47
23241,14,"Banking, Finance, and Domestic Commerce",0.85,"The bill focuses on regulating commercial solicitation and sales, which falls under Banking, Finance, and Domestic Commerce.",268,46
23242,14,"Banking, Finance, and Domestic Commerce",0.90,,1624,15
23243,14,"Banking, Finance, and Domestic Commerce",0.95,,1536,15
23244,14,"Banking, Finance, and Domestic Commerce",0.90,,1655,15
23245,14,"Banking, Finance, and Domestic Commerce",0.85,,243,6
23246,14,"Banking, Finance, and Domestic Commerce",0.85,,245,18
23247,16,"Space, Science, Technology, and Communications",0.85,,252,18
23248,14,"Banking, Finance, and Domestic Commerce",0.85,,264,18
23249,14,"Banking, Finance, and Domestic Commerce",0.85,,259,18
23250,14,"Banking, Finance, and Domestic Commerce",0.85,,261,18
23251,16,"Space, Science, Technology, and Communications",0.85,"The bill pertains to the regulation of mailing lists and their use for commercial solicitation, which falls under the domain of communications and technology.",263,49
23252,14,"Banking, Finance, and Domestic Commerce",0.85,"The bill addresses the regulation of commercial activities involving the sale and delivery of mailing lists, which falls under the domain of domestic commerce.",271,49
23253,14,"Banking, Finance, and Domestic Commerce",0.85,"The bill pertains to the regulation of commercial activities involving the sale and delivery of mailing lists, which falls under the domain of domestic commerce.",268,50
23254,19,Government Operations,0.89,,1627,18
23255,19,Government Operations,0.90,,1539,18
23256,14,"Banking, Finance, and Domestic Commerce",0.89,,1658,18
23257,15,Defense,0.90,,236,6
23258,15,Defense,0.85,,239,19
23259,15,Defense,0.85,,246,19
23260,19,Government Operations,0.85,,258,19
23261,15,Defense,0.85,,253,19
23262,19,Government Operations,0.85,,255,19
23263,15,Defense,0.85,"The bill focuses on amending the status of National Guard technicians, which falls under the category of Defense.",257,45
23264,15,Defense,0.85,"The bill pertains to the status of National Guard technicians, which falls under the category of Defense.",266,44
23265,15,Defense,0.85,"The bill pertains to the status of National Guard technicians, which falls under the realm of defense issues.",262,45
23266,15,Defense,0.95,,1618,15
23267,15,Defense,0.95,,1530,15
23268,15,Defense,0.92,,1649,15
23269,15,Defense,0.85,,238,6
23270,15,Defense,0.95,,240,18
23271,15,Defense,0.95,,247,18
23272,15,Defense,0.95,,259,18
23273,15,Defense,0.95,,254,18
23274,15,Defense,0.95,,256,18
23275,15,Defense,0.90,"The bill pertains to the status of National Guard technicians, which falls under the category of Defense.",258,42
23276,15,Defense,0.95,"The bill pertains to the status of National Guard technicians, which falls under the category of Defense.",266,42
23277,15,Defense,0.95,"The bill pertains to the status of National Guard technicians, which falls under the category of Defense.",263,42
23278,15,Defense,0.95,,1622,18
23279,15,Defense,0.95,,1534,18
23280,15,Defense,0.95,,1653,18
23281,19,Government Operations,0.90,,229,6
23282,19,Government Operations,0.80,,232,19
23283,19,Government Operations,0.80,,239,19
23284,19,Government Operations,0.85,,251,19
23285,19,Government Operations,0.85,,246,19
23286,19,Government Operations,0.80,,248,19
23287,19,Government Operations,0.80,The bill is likely related to government operations as it seeks to further amend an existing act from 1917.,250,46
23288,19,Government Operations,0.80,The bill is likely related to government operations as it seeks to further amend an existing act passed by Congress.,259,45
23289,19,Government Operations,0.80,The bill is likely related to government operations as it seeks to further amend an existing act of Congress.,255,44
23290,15,Defense,0.85,,1611,15
23291,15,Defense,0.85,,1523,15
23292,15,Defense,0.85,,1642,15
23293,11,"Law, Crime, and Family Issues",0.85,,231,6
23294,11,"Law, Crime, and Family Issues",0.85,,233,18
23295,11,"Law, Crime, and Family Issues",0.85,,240,18
23296,11,"Law, Crime, and Family Issues",0.85,,252,18
23297,11,"Law, Crime, and Family Issues",0.85,,247,18
23298,11,"Law, Crime, and Family Issues",0.85,,249,18
23299,11,"Law, Crime, and Family Issues",0.85,"The act of June 15, 1917, commonly known as the Espionage Act, relates to law, crime, and family issues, specifically addressing issues of national security and criminal penalties for espionage and related offenses.",251,69
23300,11,"Law, Crime, and Family Issues",0.85,"The act of June 15, 1917, refers to the Espionage Act, which deals with issues related to law, crime, and national security.",259,56
23301,15,Defense,0.85,"The act of June 15, 1917, refers to the Espionage Act, which is related to national defense and security issues.",256,52
23302,11,"Law, Crime, and Family Issues",0.85,,1615,14
23303,11,"Law, Crime, and Family Issues",0.85,,1527,14
23304,19,Government Operations,0.85,,1646,14
23305,11,"Law, Crime, and Family Issues",0.95,,232,6
23306,11,"Law, Crime, and Family Issues",0.95,,235,19
23307,11,"Law, Crime, and Family Issues",0.95,,242,19
23308,11,"Law, Crime, and Family Issues",0.95,,254,19
23309,11,"Law, Crime, and Family Issues",0.95,,249,19
23310,11,"Law, Crime, and Family Issues",0.95,,251,19
23311,11,"Law, Crime, and Family Issues",0.90,"The bill focuses on implementing a Federal crime control program to address gang violence, falling under the category of Law, Crime, and Family Issues.",253,52
23312,11,"Law, Crime, and Family Issues",0.90,The bill focuses on implementing a Federal crime control and law enforcement program to address gang violence.,262,42
23313,11,"Law, Crime, and Family Issues",0.90,"The bill focuses on implementing a Federal crime control and law enforcement program to address gang violence, falling under the category of Law, Crime, and Family Issues.",258,55
23314,11,"Law, Crime, and Family Issues",0.98,,1614,15
23315,11,"Law, Crime, and Family Issues",0.98,,1526,15
23316,11,"Law, Crime, and Family Issues",0.92,,1645,15
23317,11,"Law, Crime, and Family Issues",0.95,,234,6
23318,11,"Law, Crime, and Family Issues",0.95,,236,18
23319,11,"Law, Crime, and Family Issues",0.95,,243,18
23320,11,"Law, Crime, and Family Issues",0.95,,255,18
23321,11,"Law, Crime, and Family Issues",0.95,,250,18
23322,11,"Law, Crime, and Family Issues",0.95,,252,18
23323,11,"Law, Crime, and Family Issues",0.95,"The bill focuses on implementing a Federal crime control and law enforcement program to address gang violence, which falls under the category of Law, Crime, and Family Issues.",254,55
23324,11,"Law, Crime, and Family Issues",0.95,"The bill focuses on implementing a Federal crime control and law enforcement program to address gang violence, which falls under the category of Law, Crime, and Family Issues.",262,55
23325,11,"Law, Crime, and Family Issues",0.95,"The bill focuses on implementing a Federal crime control and law enforcement program to address gang violence, which falls under the category of Law, Crime, and Family Issues.",259,55
23326,11,"Law, Crime, and Family Issues",0.95,,1618,18
23327,11,"Law, Crime, and Family Issues",0.95,,1530,18
23328,11,"Law, Crime, and Family Issues",0.95,,1649,18
23329,2,"Civil Rights, Minority Issues, and Civil Liberties",1.00,,238,6
23330,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,241,19
23331,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,248,19
23332,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,260,19
23333,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,255,19
23334,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,257,19
23335,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"This bill relates to Civil Rights, Minority Issues, and Civil Liberties by commemorating the life and work of Martin Luther King, a prominent figure in the civil rights movement.",259,58
23336,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"This bill falls under Civil Rights, Minority Issues, and Civil Liberties as it aims to commemorate the life and work of civil rights leader Martin Luther King Jr.",268,55
23337,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"This bill falls under Civil Rights, Minority Issues, and Civil Liberties as it aims to commemorate the life and work of civil rights leader Martin Luther King.",264,54
23338,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1620,15
23339,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1532,15
23340,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1651,15
23341,19,Government Operations,0.85,,242,6
23342,19,Government Operations,0.85,,244,18
23343,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,251,18
23344,19,Government Operations,0.85,,263,18
23345,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,258,18
23346,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,260,18
23347,19,Government Operations,0.85,"The bill pertains to the issuance of a special postage stamp, which falls under the operations and functions of the government.",262,46
23348,19,Government Operations,0.85,"The bill pertains to the issuance of a special postage stamp, which falls under the operations and functions of the government.",270,46
23349,19,Government Operations,0.95,"The bill pertains to the issuance of a special postage stamp, which falls under the operations and functions of the government.",267,46
23350,2,"Civil Rights, Minority Issues, and Civil Liberties",0.88,,1626,18
23351,2,"Civil Rights, Minority Issues, and Civil Liberties",0.90,,1538,18
23352,19,Government Operations,0.88,,1657,18
23353,4,Agriculture,0.90,,225,6
23354,14,"Banking, Finance, and Domestic Commerce",0.75,,228,19
23355,14,"Banking, Finance, and Domestic Commerce",0.75,,235,19
23356,14,"Banking, Finance, and Domestic Commerce",0.75,,247,19
23357,14,"Banking, Finance, and Domestic Commerce",0.75,,242,19
23358,14,"Banking, Finance, and Domestic Commerce",0.75,,244,19
23359,14,"Banking, Finance, and Domestic Commerce",0.85,The bill relates to domestic commerce and trade by extending the suspension of duty on Meta-chlorobenzaldehyde.,246,47
23360,14,"Banking, Finance, and Domestic Commerce",0.80,The bill relates to domestic commerce and trade by extending the suspension of duty on Meta-chlorobenzaldehyde.,255,47
23361,14,"Banking, Finance, and Domestic Commerce",0.85,"The bill relates to the suspension of duty on a specific chemical compound, which falls under the purview of domestic commerce and finance.",251,50
23362,17,Foreign Trade,0.98,,1607,15
23363,17,Foreign Trade,0.95,,1519,15
23364,17,Foreign Trade,0.90,,1638,15
23365,17,Foreign Trade,0.95,,228,6
23366,17,Foreign Trade,0.95,,230,18
23367,17,Foreign Trade,0.95,,237,18
23368,17,Foreign Trade,0.95,,249,18
23369,17,Foreign Trade,0.95,,244,18
23370,17,Foreign Trade,0.95,,246,18
23371,17,Foreign Trade,0.95,"The bill pertains to the suspension of duty on a chemical, which falls under the category of foreign trade as it involves import tariffs.",248,49
23372,17,Foreign Trade,0.95,"The bill pertains to the suspension of duty on a chemical compound, which is directly related to foreign trade and tariffs.",256,46
23373,17,Foreign Trade,0.95,"The bill pertains to the suspension of duty on a chemical compound, which falls under the category of foreign trade as it involves import tariffs.",253,50
23374,17,Foreign Trade,0.95,,1612,18
23375,17,Foreign Trade,0.90,,1524,18
23376,17,Foreign Trade,0.95,,1643,18
23377,6,Education,0.95,,233,6
23378,6,Education,0.95,,236,19
23379,6,Education,0.95,,243,19
23380,6,Education,0.85,,255,19
23381,6,Education,0.95,,250,19
23382,6,Education,0.95,,252,19
23383,6,Education,0.90,"The bill focuses on amending the Higher Education Act of 1965 to improve the teacher loan forgiveness program, which falls under the Education category.",254,53
23384,6,Education,0.95,"The bill focuses on amending the Higher Education Act of 1965 to improve the teacher loan forgiveness program, which falls under the Education category.",263,53
23385,6,Education,0.95,"The bill focuses on amending the Higher Education Act of 1965 to improve the teacher loan forgiveness program, which falls under the Education category.",259,53
23386,6,Education,0.98,,1615,19
23387,6,Education,0.98,,1527,15
23388,6,Education,0.95,,1646,15
23389,6,Education,0.95,,236,6
23390,6,Education,0.95,,238,18
23391,6,Education,0.95,,245,18
23392,6,Education,0.95,,257,18
23393,6,Education,0.95,,252,18
23394,6,Education,0.95,,254,18
23395,6,Education,0.95,"The bill aims to amend the Higher Education Act of 1965 to improve the teacher loan forgiveness program, which directly pertains to the field of education.",256,53
23396,6,Education,0.95,"The bill aims to amend the Higher Education Act of 1965 to improve the teacher loan forgiveness program, which directly pertains to the field of education.",264,53
23397,6,Education,0.95,"The bill aims to amend the Higher Education Act of 1965 to improve the teacher loan forgiveness program, which directly pertains to the field of education.",261,53
23398,6,Education,0.98,,1620,18
23399,6,Education,0.98,,1532,18
23400,6,Education,0.98,,1651,18
23401,15,Defense,0.90,,286,6
23402,15,Defense,0.85,,289,19
23403,15,Defense,0.85,,296,19
23404,15,Defense,0.85,,308,19
23405,15,Defense,0.85,,303,19
23406,15,Defense,0.85,,305,19
23407,15,Defense,0.85,"The bill pertains to the construction of a new medical center for the Department of Veterans Affairs, which falls under the Defense category.",307,50
23408,15,Defense,0.90,"The bill pertains to the construction of a new medical center for the Department of Veterans Affairs, which falls under the Defense category.",316,50
23409,15,Defense,0.85,"The bill pertains to the construction of a new medical center for the Department of Veterans Affairs, which falls under Defense.",312,48
23410,15,Defense,0.98,,1668,15
23411,15,Defense,0.98,,1580,15
23412,3,Health,0.92,,1699,15
23413,3,Health,0.90,,289,6
23414,3,Health,0.95,,291,18
23415,3,Health,0.95,,298,18
23416,3,Health,0.95,,310,18
23417,3,Health,0.95,,305,18
23418,3,Health,0.95,,307,18
23419,3,Health,0.95,"The bill focuses on the construction of a new medical center for the Department of Veterans Affairs, which directly pertains to health services for veterans and Department of Defense medical beneficiaries.",309,56
23420,3,Health,0.95,"The bill focuses on the construction of a new medical center for the Department of Veterans Affairs, which directly pertains to health services for veterans and Department of Defense medical beneficiaries.",317,56
23421,3,Health,0.95,"The bill focuses on the construction of a new medical center for the Department of Veterans Affairs, which directly pertains to health services for veterans and Department of Defense medical beneficiaries.",314,56
23422,3,Health,0.88,,1673,18
23423,3,Health,0.90,,1585,18
23424,3,Health,0.89,,1704,18
23425,12,Social Welfare,0.95,,233,6
23426,12,Social Welfare,0.85,,236,19
23427,12,Social Welfare,0.85,,243,19
23428,12,Social Welfare,0.85,,255,19
23429,12,Social Welfare,0.85,,250,19
23430,12,Social Welfare,0.85,,252,19
23431,12,Social Welfare,0.85,"The bill focuses on increasing housing services for individuals with autism spectrum disorders, which falls under social welfare and community development issues.",254,48
23432,12,Social Welfare,0.85,"The bill focuses on increasing housing services for individuals with autism spectrum disorders, which falls under social welfare and community development issues.",263,48
23433,12,Social Welfare,0.85,"The bill focuses on increasing housing services for individuals with autism spectrum disorders, which falls under social welfare and community development issues.",259,48
23434,3,Health,0.90,,1615,15
23435,12,Social Welfare,0.98,,1527,15
23436,3,Health,0.95,,1646,15
23437,13,Community Development and Housing Issues,0.85,,235,6
23438,13,Community Development and Housing Issues,0.85,,237,18
23439,13,Community Development and Housing Issues,0.85,,244,18
23440,13,Community Development and Housing Issues,0.85,,256,18
23441,13,Community Development and Housing Issues,0.85,,251,18
23442,13,Community Development and Housing Issues,0.85,,253,18
23443,13,Community Development and Housing Issues,0.85,"The bill focuses on increasing housing and related services for individuals with autism spectrum disorders, which aligns with community development and housing issues.",255,48
23444,13,Community Development and Housing Issues,0.85,"The bill focuses on increasing housing and related services for individuals with autism spectrum disorders, which aligns with community development and housing issues.",263,48
23445,13,Community Development and Housing Issues,0.90,"The bill focuses on increasing housing and related services for individuals with autism spectrum disorders, which aligns with community development and housing issues.",260,48
23446,13,Community Development and Housing Issues,0.89,,1619,18
23447,12,Social Welfare,0.90,,1531,18
23448,3,Health,0.93,,1650,18
23449,14,"Banking, Finance, and Domestic Commerce",0.80,,229,6
23450,14,"Banking, Finance, and Domestic Commerce",0.75,,232,19
23451,14,"Banking, Finance, and Domestic Commerce",0.75,,239,19
23452,14,"Banking, Finance, and Domestic Commerce",0.75,,251,19
23453,14,"Banking, Finance, and Domestic Commerce",0.85,,246,19
23454,14,"Banking, Finance, and Domestic Commerce",0.85,,248,19
23455,14,"Banking, Finance, and Domestic Commerce",0.85,The bill pertains to domestic commerce and finance by exempting State lotteries from certain Federal prohibitions.,250,46
23456,14,"Banking, Finance, and Domestic Commerce",0.80,The bill pertains to domestic commerce and finance by exempting State lotteries from certain Federal prohibitions.,259,46
23457,14,"Banking, Finance, and Domestic Commerce",0.85,The bill pertains to domestic commerce and financial matters related to State lotteries.,255,41
23458,14,"Banking, Finance, and Domestic Commerce",0.90,,1611,15
23459,14,"Banking, Finance, and Domestic Commerce",0.95,,1523,15
23460,14,"Banking, Finance, and Domestic Commerce",0.90,,1642,15
23461,14,"Banking, Finance, and Domestic Commerce",0.85,,229,6
23462,14,"Banking, Finance, and Domestic Commerce",0.85,,231,18
23463,14,"Banking, Finance, and Domestic Commerce",0.85,,238,18
23464,14,"Banking, Finance, and Domestic Commerce",0.85,,250,18
23465,14,"Banking, Finance, and Domestic Commerce",0.85,,245,18
23466,14,"Banking, Finance, and Domestic Commerce",0.85,,247,18
23467,14,"Banking, Finance, and Domestic Commerce",0.85,"The bill pertains to the regulation of state lotteries, which falls under the domain of domestic commerce and finance.",249,44
23468,14,"Banking, Finance, and Domestic Commerce",0.85,"The bill pertains to the regulation of state lotteries, which falls under the domain of domestic commerce and finance.",257,44
23469,14,"Banking, Finance, and Domestic Commerce",0.85,"The bill pertains to the regulation of state lotteries, which falls under the domain of domestic commerce and finance.",254,44
23470,11,"Law, Crime, and Family Issues",0.88,,1613,18
23471,19,Government Operations,0.88,,1525,18
23472,19,Government Operations,0.88,,1644,18
23473,17,Foreign Trade,0.90,,234,6
23474,17,Foreign Trade,0.85,,237,19
23475,17,Foreign Trade,0.85,,244,19
23476,17,Foreign Trade,0.85,,256,19
23477,17,Foreign Trade,0.85,,251,19
23478,17,Foreign Trade,0.85,,253,19
23479,17,Foreign Trade,0.85,The bill pertains to extending nondiscriminatory treatment to products from Hungary in terms of foreign trade.,255,45
23480,17,Foreign Trade,0.85,"The bill pertains to extending nondiscriminatory treatment to products of a specific foreign country, which falls under the category of Foreign Trade.",264,52
23481,17,Foreign Trade,0.85,The bill pertains to extending nondiscriminatory treatment to products from Hungary in terms of foreign trade.,260,45
23482,17,Foreign Trade,0.98,,1616,15
23483,17,Foreign Trade,0.98,,1528,15
23484,17,Foreign Trade,0.95,,1647,15
23485,17,Foreign Trade,0.95,,236,6
23486,17,Foreign Trade,0.95,,238,18
23487,17,Foreign Trade,0.95,,245,18
23488,17,Foreign Trade,0.95,,257,18
23489,17,Foreign Trade,0.95,,252,18
23490,17,Foreign Trade,0.95,,254,18
23491,17,Foreign Trade,0.95,"The bill pertains to extending nondiscriminatory treatment to the products of Hungary, which directly relates to foreign trade policies.",256,47
23492,17,Foreign Trade,0.95,"The bill pertains to extending nondiscriminatory treatment to the products of the Peoples' Republic of Hungary, which directly relates to foreign trade policies.",264,52
