"prompt","model","V","Y","regression","coef_name","coef","se","t","lci","uci"
8,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0975100208221976,0.00302429442217049,32.2422380927503,0.0915825126760981,0.103437528968297
8,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.0193966219448552,0.00807080262848458,2.4033076805023,0.0035781394666942,0.0352151044230161
9,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0908775013032757,0.0029282066197706,31.0352079288705,0.0851383217892336,0.0966166808173179
9,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.015669336330765,0.00776583635535521,2.01772682474305,0.000448576764437016,0.030890095897093
10,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.063643733751981,0.00247545115540544,25.7099533606258,0.0587919386418983,0.0684955288620637
10,"gpt-3.5","DW1",19,"10k_Yllm_V","V",-0.00090194740541552,0.00665216935667651,-0.135586957735866,-0.0139399597635625,0.0121360649527314
11,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0774625550889611,0.00271270987701104,28.5554145489057,0.0721457414295134,0.0827793687484088
11,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.00260575648612688,0.00712297196784521,0.365824335388359,-0.0113550120337381,0.0165665250059919
12,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0985074066103179,0.003018198790046,32.6378126368597,0.0925918456836454,0.10442296753699
12,"gpt-3.5","DW1",19,"10k_Yllm_V","V",-0.00308727015288794,0.00790388175931974,-0.390601763399058,-0.0185785937392177,0.0124040534334418
1,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.120345309397237,0.00330684499680377,36.3927881450618,0.113864012301045,0.126826606493429
1,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.0119473023479861,0.00865531115834002,1.38034348268046,-0.00501679579734795,0.0289114004933202
2,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.136049819219348,0.00348490239345552,39.0397789834352,0.129219536038538,0.142880102400158
2,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.0136225937742335,0.00919204039815452,1.48199890167677,-0.00439347435058653,0.0316386618990536
3,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.133210797595529,0.00345336476858999,38.574204152178,0.126442327023613,0.139979268167445
3,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.012997077526084,0.00905385013498712,1.43553044641847,-0.0047481426599139,0.0307422977120818
4,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.124145119479902,0.00335138196675648,37.042963383864,0.117576531526623,0.130713707433182
4,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.0119442579749706,0.00880697970698098,1.35622635368432,-0.00531710506328724,0.0292056210132284
5,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.126562351679647,0.00337680690896902,37.4798900533784,0.119943931755322,0.133180771603973
5,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.00901449192449574,0.00885023919151726,1.01855912924206,-0.00833165814544297,0.0263606419944345
6,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.124937874703833,0.0033602368538864,37.1812702903166,0.118351931490692,0.131523817916975
6,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.0118281242854431,0.0088118996496988,1.34228994378611,-0.00544288166334768,0.0290991302342338
7,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.139000158849957,0.00351763638513429,39.5152152272982,0.132105718224386,0.145894599475528
7,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.0160325365824528,0.00927314116290562,1.72892187240566,-0.00214248612039811,0.0342075592853037
8,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.138930781106624,0.00351520604146233,39.5227987969742,0.13204110386712,0.145820458346127
8,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.0133174130134699,0.00925866484905963,1.438372943678,-0.00482923663561395,0.0314640626625537
9,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.142977287886767,0.00355859905885544,40.1779704659263,0.136002561895992,0.149952013877542
9,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.0156659152662135,0.00935846794131416,1.6739828959668,-0.00267634484923494,0.034008175381662
10,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.103799598461402,0.00309676238435089,33.5187481564425,0.0977300557193956,0.109869141203408
10,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.00640555942787645,0.00807894952673657,0.792870336258175,-0.00942889067744414,0.022240009533197
11,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.109008382526878,0.00316202253878124,34.4742585449419,0.102810932232563,0.115205832821193
11,"gpt-4o","DW1",19,"10k_Yllm_V","V",0.00334036986770474,0.00829243602797368,0.40282130081394,-0.0129125060912261,0.0195932458266355
12,"gpt-4o","DW1",19,"10k_Yllm_V","(Intercept)",0.126052275906927,0.00336143502086404,37.4995426431078,0.119463984329662,0.132640567484192
12,"gpt-4o","DW1",19,"10k_Yllm_V","V",-0.00397101478902073,0.00877710437123691,-0.452428798959481,-0.0211738232451942,0.0132317936671527
1,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0743668569755526,0.00317475673243671,23.4244268909619,0.0681444481203006,0.0805892658308047
1,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0303980530907144,0.00629927319496393,4.82564450689592,0.0180517044998065,0.0427444016816222
2,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0825647782169522,0.0033303233712032,24.7918201970647,0.0760374643525219,0.0890920920813825
2,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0345068532125207,0.00661176197431715,5.21901020432371,0.0215480378685077,0.0474656685565338
3,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0835895183721271,0.00334905458897311,24.9591388110987,0.0770254919954812,0.090153544748773
3,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0360065687215935,0.0066669864791651,5.40072622527691,0.0229395153370144,0.0490736221061726
4,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0696823305518958,0.00308090466362309,22.6174900426651,0.0636438683713931,0.0757207927323986
4,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.027509212521629,0.00609804617682953,4.5111518876578,0.0155572616389809,0.039461163404277
5,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0784658175962524,0.00325384804781172,24.1147762413252,0.0720883926113755,0.0848432425811293
5,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0272457633441075,0.00635808068607999,4.28521824263064,0.014784154188591,0.039707372499624
6,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0783194261455132,0.00325106952032416,24.0903572365638,0.0719474469744419,0.0846914053165845
6,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0305477243751558,0.00641789412287652,4.75977381214014,0.0179688830377265,0.043126565712585
7,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0849070414287807,0.00337291775897287,25.1731727531468,0.0782962440983783,0.091517838759183
7,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0346890456649396,0.00667900563573972,5.19374403269203,0.0215984351663497,0.0477796561635295
8,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0866637388376518,0.00340435900365323,25.4566979406851,0.0799913178000468,0.0933361598752568
8,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0357723608783471,0.00674548872438847,5.30315331326718,0.0225514459204247,0.0489932758362696
9,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0923730054164838,0.00350370497771854,26.3643788515074,0.0855058698477018,0.0992401409852659
9,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0357431195440715,0.00689430663747358,5.18444006389155,0.0222305268362478,0.0492557122518951
10,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0649978041282391,0.00298302538349903,21.7892226086249,0.0591511818116122,0.070844426444866
10,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0306159541551308,0.00601586791701565,5.08919985901532,0.0188250697020302,0.0424068386082315
11,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0750988142292491,0.0031890806257132,23.5487348998755,0.0688483310590568,0.0813492973994414
11,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.0350305641235436,0.00641102853086597,5.46410984678801,0.0224651790991876,0.0475959491478997
12,"gpt-3.5","Senate",20,"10k_Yllm_V","(Intercept)",0.0811008637095594,0.00330329950652858,24.5514715057696,0.0746265156466144,0.0875752117725043
12,"gpt-3.5","Senate",20,"10k_Yllm_V","V",0.030921856391419,0.00650443410152123,4.75396566538927,0.0181733998126233,0.0436703129702148
1,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0702678963548529,0.00309284874064262,22.7194739372391,0.0642060242135633,0.0763297684961425
1,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.026608089760641,0.00609751090359704,4.36376255513449,0.0146571879942505,0.0385589915270315
2,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0897379593031768,0.00345837913135755,25.9479819576493,0.082959660760831,0.0965162578455225
2,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.0342759252029766,0.00680055860822186,5.04016319505535,0.020947075256108,0.0476047751498453
3,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0906163080076124,0.00347358598481784,26.0872505830209,0.0838082045801663,0.0974244114350584
3,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.0343442473726339,0.00682476435059786,5.03229790924947,0.0209679550424893,0.0477205397027786
4,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0933977455716587,0.00352109615578862,26.5251902928338,0.0864965239202106,0.100298967223107
4,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.033456151556773,0.0068816295468083,4.86166122852253,0.019968405490082,0.0469438976234639
5,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0931049626701801,0.00351614048727443,26.4793067874121,0.0862134539505391,0.0999964713898211
5,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.032486706626128,0.00685741474202435,4.73745687672053,0.0190464207047062,0.0459269925475498
6,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.093544137022398,0.00352357004056241,26.5481134036056,0.0866380666458913,0.100450207398905
6,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.0336253170640647,0.00688829073766059,4.88151826696626,0.020124515303209,0.0471261188249203
7,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0900307422046553,0.00346345912516467,25.994457838556,0.083242487057406,0.0968189973519047
7,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.0317742435952816,0.00676438953020241,4.69728176554771,0.0185162837386851,0.0450322034518782
8,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0885668276972626,0.00343794758616851,25.7615410000964,0.0818285742476359,0.0953050811468893
8,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.0313448163544887,0.00671772042828687,4.66599000198079,0.0181783262568374,0.0445113064521399
9,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0910554823598303,0.00348115233227045,26.1567072247145,0.0842325491638826,0.097878415555778
9,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.0313806173561685,0.00678456921739098,4.62529253526225,0.0180831060394631,0.0446781286728739
10,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0900307422046553,0.00346345912516468,25.994457838556,0.083242487057406,0.0968189973519047
10,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.0305120157631579,0.00674204188932802,4.52563426095815,0.0172978564778146,0.0437261750485012
11,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0890060020494804,0.00344563044337366,25.8315578272908,0.0822526904764332,0.0957593136225275
11,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.0280656293799927,0.00667058556654117,4.20737116704813,0.0149915219137793,0.0411397368462061
12,"gpt-4o","Senate",20,"10k_Yllm_V","(Intercept)",0.0944224857268335,0.00353835840399631,26.6853933225618,0.0874874306906061,0.101357540763061
12,"gpt-4o","Senate",20,"10k_Yllm_V","V",0.0330625253176603,0.00690124750817026,4.79080416671307,0.0195363287532498,0.0465887218820708
1,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.0886363636363638,0.00451697465966733,19.6229490565465,0.0797832559843357,0.0974894712883918
1,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00767609873570162,0.00572051998551561,-1.34185332017676,-0.0188881118801538,0.00353591440875057
2,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.0962121212121214,0.00468645004382885,20.5298510199237,0.0870268479108707,0.105397394513372
2,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00449026690748565,0.00597983667067598,-0.750901262822962,-0.0162105314154425,0.00722999760047117
3,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.0989898989898991,0.00474631012014217,20.8561801661064,0.0896873020949625,0.108292495884836
3,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00660579302963427,0.00603428275676463,-1.09471055565452,-0.018432769905424,0.00522118384615547
4,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.0833333333333334,0.00439249157691169,18.9717684995367,0.074724208040191,0.0919424586264759
4,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00816777041942626,0.0055502708572519,-1.47159852726005,-0.0190461014040822,0.00271056056522972
5,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.0904040404040406,0.00455736720143583,19.8369006507876,0.0814717648249022,0.0993363159831789
5,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00547026556960355,0.00579997622920838,-0.943153101568862,-0.0168380100900404,0.0058974789508333
6,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.0914141414141416,0.00458021136112626,19.9584984636305,0.082437092104753,0.10039119072353
6,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00565255201016824,0.00582770520635075,-0.969944739828013,-0.0170746443271323,0.0057695403067958
7,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.100252525252525,0.0047731361170825,21.003491791012,0.0908973503697363,0.109607700135314
7,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00720616763663141,0.00606277723558091,-1.18859185429744,-0.0190889926646593,0.00467665739139648
8,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.104292929292929,0.0048574269156178,21.470818008111,0.0947725474807831,0.113813311105076
8,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.0104187571074992,0.00613844401084327,-1.69729610453316,-0.0224498862898676,0.00161237207486923
9,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.10959595959596,0.00496462755775554,22.0753638255811,0.0998654683861038,0.119326450805816
9,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00976152250986707,0.0062872276862615,-1.55259567443333,-0.0220842623375427,0.00256121731780856
10,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.0752525252525254,0.00419245062842704,17.9495316515532,0.0670354730138461,0.0834695774912047
10,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.000914776908154561,0.00538252525608485,-0.169953110228405,-0.0114643325559581,0.00963477873964898
11,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.0871212121212122,0.00448192261017157,19.4383570844114,0.0783368052237802,0.0959056190186442
11,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00152518563114598,0.00574880192892332,-0.265304953971798,-0.0127926303660901,0.00974225910379811
12,"gpt-3.5","Democrat",20,"10k_Yllm_V","(Intercept)",0.0931818181818184,0.00461978261863881,20.1701737665903,0.0841272106328822,0.102236425730755
12,"gpt-3.5","Democrat",20,"10k_Yllm_V","V",-0.00377784467188473,0.00590116209212737,-0.640186562054394,-0.0153439098393874,0.00778822049561794
1,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.0830808080808083,0.00438643530448963,18.9403928962027,0.0744835528634936,0.0916780632981229
1,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00725299351127192,0.00555386769613241,-1.30593559445479,-0.0181383741705919,0.00363238714804805
2,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.106060606060606,0.00489358268827012,21.6734063398648,0.0964693602362281,0.115651851884984
2,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00904073851093742,0.00620117128677386,-1.45790820682859,-0.0211948108949781,0.00311333387310325
3,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.10479797979798,0.00486780108338839,21.5288131135038,0.0952572649906335,0.114338694605326
3,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00546023145360891,0.00620574932972316,-0.87986658234107,-0.0176232766369499,0.00670281372973207
4,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.108585858585859,0.00494449833958892,21.960945505118,0.0988948199186463,0.118276897253071
4,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00759248110241497,0.00628356132276859,-1.20830858686832,-0.0199080349896903,0.00472307278486033
5,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.107828282828283,0.0049293131748574,21.8749101554909,0.0981670065370438,0.117489559119522
5,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00733159408656132,0.00626638095329668,-1.16998856935186,-0.0196134750684306,0.00495028689530794
6,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.108080808080808,0.00493438335292505,21.9036099043134,0.0984095944231611,0.117752021738455
6,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00642517894173548,0.00628256799656646,-1.0226994670407,-0.0187387859454297,0.00588842806195874
7,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.104545454545455,0.00486261842226056,21.4998269382719,0.095014897567263,0.114076011523646
7,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00736002408187851,0.00617855353959998,-1.19122121944986,-0.0194697664960469,0.00474971833228991
8,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.104040404040404,0.00485222653506808,21.441786216798,0.0945302147868412,0.113550593293967
8,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00917285437153017,0.00614519751167462,-1.49268666370831,-0.0212172201722976,0.00287151142923724
9,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.105555555555556,0.00488329627507552,21.6156361624656,0.0959844707305691,0.115126640380542
9,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00754231052244332,0.00620373861937352,-1.21576858491259,-0.0197014147859157,0.00461679374102902
10,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.103282828282828,0.00483657186349093,21.354552604183,0.0938033216217464,0.11276233494391
10,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00593183490534503,0.00615986820912592,-0.962980814517582,-0.0180049547447451,0.006141284934055
11,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.100757575757576,0.00478380082731104,21.0622430562627,0.0913814984268333,0.110133653088318
11,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.00473108569135077,0.0061040462637535,-0.775073694877523,-0.0166947965282739,0.00723262514557237
12,"gpt-4o","Democrat",20,"10k_Yllm_V","(Intercept)",0.109090909090909,0.00495457967286139,22.0181965562997,0.0993801113735667,0.118801706808252
12,"gpt-4o","Democrat",20,"10k_Yllm_V","V",-0.0069385912101147,0.00630363925351075,-1.10072783848637,-0.0192934971185287,0.00541631469829931
1,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.0859433509898478,0.00286633819186694,29.9836743737033,0.080325431366277,0.0915612706134187
1,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0311518973597333,0.00726255533154908,4.28938520088201,0.0169175504741678,0.0453862442452988
2,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.0949728830910842,0.00298961854711773,31.7675588354396,0.0891133384112204,0.100832427770948
2,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0236103015441038,0.00759523321363904,3.10856834543355,0.0087239179911889,0.0384966850970188
3,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.0966271646871309,0.00301412374229647,32.0581279829972,0.0907195907072827,0.102534738666979
3,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0260834340197354,0.00762925766310414,3.41886919691775,0.0111303637712751,0.0410365042681958
4,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.0802785869990036,0.00277994860392329,28.8777234534868,0.0748299878564416,0.0857271861415657
4,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0301137312199442,0.00703617050568765,4.27984671428896,0.0163230904397134,0.043904372000175
5,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.0887804394937882,0.00290456033265634,30.5658789372073,0.0830876058508581,0.0944732731367183
5,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0269374286493818,0.00737867046774409,3.65071577151182,0.0124755002788141,0.0413993570199495
6,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.0895939061546448,0.00291560252074173,30.7291222027933,0.0838794302207568,0.0953083820885328
6,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0255503000692789,0.00746384592563693,3.42320840004459,0.0109214308688745,0.0401791692696833
7,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.097534658394831,0.00302682790120538,32.2233908165012,0.0916021847210675,0.103467132068595
7,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0262035580808749,0.00769489741008849,3.40531610551694,0.011121836292371,0.0412852798693789
8,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.099777427431613,0.00305840935204033,32.6239610028165,0.0937830552516335,0.105771799611593
8,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0284921443440948,0.00771869094270138,3.6913181983321,0.0133637880886046,0.043620500599585
9,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.105396211401583,0.00313121830790474,33.6598093896904,0.099259136290357,0.111533286512808
9,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0271902521770658,0.00790417112976062,3.43998779007828,0.0116983614350937,0.0426821429190379
10,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.0756670243922243,0.00269338369126996,28.0936669504175,0.0703880893607877,0.080945959423661
10,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0155013915490835,0.00673782651892057,2.30065162787344,0.00229549423792027,0.0287072888602467
11,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.0871129479142507,0.00287010763828321,30.3518051909573,0.0814876403114623,0.0927382555170391
11,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.014634546136077,0.00732325509725732,1.99836629227321,0.000281229895853304,0.0289878623763007
12,"gpt-3.5","DW1",20,"10k_Yllm_V","(Intercept)",0.0921438769251169,0.00294678896177487,31.2692487043993,0.086368276689998,0.0979194771602358
12,"gpt-3.5","DW1",20,"10k_Yllm_V","V",0.0199393349435118,0.00745575932346804,2.67435335268266,0.0053263151921157,0.0345523546949078
1,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.0806910389155086,0.00278862791417672,28.9357495509869,0.0752254286374392,0.0861566491935781
1,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0319163343416499,0.00718411320124313,4.44262686953862,0.0178357312063546,0.0459969374769452
2,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.102386072114907,0.00309405979881842,33.0911743056829,0.0963218263432092,0.108450317886604
2,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0286307185327372,0.00795182232353209,3.60052292013736,0.0130454331671527,0.0442160038983217
3,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.103106625166796,0.00310151435282463,33.2439619609997,0.0970277687377262,0.109185481595867
3,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0257541857096679,0.00798147684275751,3.22674440044734,0.0101107785544227,0.0413975928649131
4,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.105725478512526,0.00313661291266848,33.7068938553146,0.0995778301702521,0.111873126854799
4,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0276594036792247,0.00803742433830525,3.44132678766304,0.0119063414476808,0.0434124659107687
5,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.105167937875499,0.00313000064147791,33.5999732657696,0.0990332493466153,0.111302626404383
5,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0283400268524055,0.00803378787229086,3.52760457494184,0.0125940919632807,0.0440859617415303
6,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.105898938102792,0.00313862621449488,33.7405383328946,0.0997473437614492,0.112050532444136
6,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0272339611707889,0.00805519550178127,3.3809187082755,0.0114460680988686,0.0430218542427093
7,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.101845025282454,0.00308638694047744,32.9981390041454,0.0957958180367632,0.107894232528144
7,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0279727382099901,0.0079213332072319,3.53131694857274,0.0124472104142744,0.0434982660057058
8,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.100387144225011,0.00306891904123223,32.7109131509393,0.0943721734327271,0.106402115017296
8,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0302509034691537,0.00790822017821201,3.82524800618199,0.0147510767380452,0.0457507302002621
9,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.102770011364812,0.00309885233887103,33.1638942829566,0.0966963723872167,0.108843650342407
9,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.028373264865803,0.00795472681709424,3.56684340244476,0.0127822867974434,0.0439642429341627
10,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.101274737019439,0.00307675532376333,32.9160841088802,0.0952444073956206,0.107305066643257
10,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0252430190194118,0.00788270902275856,3.20232789850944,0.0097931932341961,0.0406928448046275
11,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.099390324461098,0.00305090968357773,32.5772752291197,0.0934106513612011,0.105369997560995
11,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0238898865348344,0.00785945442302438,3.03963675453714,0.00848563892757262,0.0392941341420963
12,"gpt-4o","DW1",20,"10k_Yllm_V","(Intercept)",0.106559177221455,0.00314674922887001,33.8632567996911,0.100391662064491,0.11272669237842
12,"gpt-4o","DW1",20,"10k_Yllm_V","V",0.0265965946318456,0.0080920404089175,3.28675998732482,0.0107364868689245,0.0424567023947666
