BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal
91-HR-1342,1969,15,Defense,Democrat,0,0,To enable the mothers and widows of deceased members of the Armed Forces now interred in cemeteries outside .the continental limits of the United States to make a pilgrimage to such cemeteries,-0.31,House,NY
96-S-1798,1979,1,Macroeconomics,Democrat,1,1,"A bill to reduce regulation of and increase competition in the household goods moving industry, and for other purposes.",-0.195,Senate,NV
92-HR-11433,1971,1,Macroeconomics,Democrat,0,0,"To amend the tariff and trade laws of the United States to promote gull employment and restore a diversified production base to amend the Internal Revenue Code of 1954 to stem the outflow of U.S. capital, jobs, technology, and production, and for other purposes",-0.32,House,NJ
111-S-3584,2010,7,Environment,Democrat,0,0,"A bill to direct the Administrator of the National Oceanic and Atmospheric Administration to institute research into the special circumstances associated with oil spill prevention and response in the Arctic waters, including assessment of impacts on Arctic marine mammals and other wildlife, marine debris research and removal, and risk assessment, and for other purposes.",-0.278,Senate,AK
89-S-3184,1966,1,Macroeconomics,Democrat,0,0,A bill to provide an incentive for private industry to establish programs to educate and train individuals in needed skills by allowing a credit against income tax for the expenses of conducting such programs.,-0.422,Senate,CT
80-HR-2746,1947,11,"Law, Crime, and Family Issues",Republican,1,1,To provide secretaries for circuit and district judges,0.39,House,PA
93-HR-12933,1974,19,Government Operations,Republican,0,0,A bill to authorize voluntary withholding of Maryland and Virginia income taxes in the case of Members of Congress and congressional employees.,0.141,House,MD
94-HR-12871,1976,3,Health,Republican,0,0,"A bill to amend title XVIII of the Social Security Act to authorize payment under the medicare program for occupational therapy services, whether furnished as a part of home health services or otherwise.",0.365,House,OH
97-S-802,1981,17,Foreign Trade,Democrat,0,0,A bill to remove the Soviet grain embargo unless the President takes certain action.,-0.043,Senate,NE
108-S-836,2003,15,Defense,Democrat,0,0,"A bill to amend title 38, United States Code, to extend by five years the period for the provision by the Secretary of Veterans Affairs of noninstitutional extended care services and required nursing home care.",-0.368,Senate,WV
95-HR-11481,1978,7,Environment,Democrat,0,0,"A bill to extend the authorization for appropriations to carry out the Endangered Species Act of 1973, as amended.",-0.366,House,NY
80-HR-1434,1947,9,Immigration,Democrat,0,0,To amend section 11F of the Immigration Act of 1924,-0.458,House,NY
86-HR-11195,1960,17,Foreign Trade,Republican,0,0,To provide for the temporary suspension of the duty on corkboard insulation,0.132,House,NY
89-HR-18374,1966,12,Social Welfare,Democrat,0,0,"To amend title II of the Social Security Act to provide a 10-percent across-the-board benefit increase, with a minimum of $100 a month for individuals with 25 years service, to increase the earnings base for benefit and tax purposes, to liberalize the retirement test, and to cover disability insurance beneficiaries under the health insurance benefits program",-0.31,House,PA
111-HR-3712,2009,19,Government Operations,Republican,0,0,"To require the Secretary of the Treasury to mint coins in recognition of and to commemorate the 1863 invasion of Pennsylvania, the Battle of Gettysburg, and President Abraham Lincoln's Gettysburg Address.",0.465,House,PA
113-S-2835,2014,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to amend the Internal Revenue Code of 1986 to provide a refundable tax credit for certain storm shelters.,-0.205,Senate,AR
111-S-2254,2009,17,Foreign Trade,Democrat,0,0,A bill to extend the temporary suspension of duty on Etoxazole.,-0.354,Senate,CA
108-HR-4767,2004,1,Macroeconomics,Republican,0,0,To amend the Internal Revenue Code of 1986 to triple the amount of the credit allowed for basic research.,0.806,House,MI
83-HR-1918,1953,19,Government Operations,Democrat,0,0,To provide for the issuance four special postage stamps in commemoration of the sesquicentennial of the Louisiana Purchase,-0.233,House,LA
102-HR-5814,1992,19,Government Operations,Democrat,0,0,"To amend the charter of the Group Hospitalization and Medical Services, Inc., to remove the partial exemption granted to the corporation from the insurance laws and regulations of the District of Columbia.",-0.626,House,CA
93-S-3691,1974,8,Energy,Democrat,0,0,"A bill to insure the equitable allocation of supplies of materials and equipment necessary for the exploration, production, refining, and required transportation of energy supplies and for the construction and maintenance of energy facilities.",-0.705,Senate,SD
85-HR-10165,1958,20,Public Lands and Water Management,Democrat,0,0,"To authorize the conveyance of certain real property of the United States to the county or Sacramento, Calif",-0.526,House,CA
95-HR-10277,1977,20,Public Lands and Water Management,Democrat,0,0,A bill to amend the Flood Control Act of 1946 to provide that the conservation storage capacity provided by the Belton Reservoir in Texas shall be available for purposes other than irrigation.,0.017,House,TX
107-S-2451,2002,17,Foreign Trade,Republican,0,0,A bill to provide for the liquidation or reliquidation of certain entries.,0.305,Senate,MO
81-HR-1779,1949,6,Education,Democrat,0,0,To provide for medicaleducation assistance,-0.148,House,FL
99-HR-3725,1985,18,International Affairs and Foreign Aid,Republican,0,0,A bill to authorize assistance for the democratic resistance in Angola.,0.431,House,CA
99-HR-3088,1985,1,Macroeconomics,Democrat,0,0,A bill to form a Government corporation to revitalize the American steel industry by purchasing and operating steel plants that have been closed and that are situated in communities dependent predominantly on the steel industry for employment.,-0.303,House,PA
108-S-2079,2004,17,Foreign Trade,Republican,0,0,A bill to suspend temporarily the duty on electron guns for cathode ray tubes (CRT's) for high definition televisions with a high definition television screen aspect ratio of 16:9.,0.381,Senate,PA
101-S-195,1989,15,Defense,Democrat,0,0,A bill entitled the Chemical and Biological Weapons Control Act of 1989.,-0.388,Senate,RI
86-HR-6468,1959,10,Transportation,Democrat,0,0,"To amend section 1(14) (a) of the Interstate Commerce Act, to provide an incentive for construction and maintenance of an adequate national supply of freight cars",-0.049,House,AR
92-HR-11764,1971,19,Government Operations,Democrat,0,0,"To amend the age and service requirements for immediate retirement under subchapter III of chapter 83 of title 5, United-States Code, and for other purposes",-0.39,House,MN
86-HR-11907,1960,10,Transportation,Republican,0,0,"To admit the vessels Fort Town, Maple City, and Windmill Point to American registry, and to permit their use in coastwise trade",0.462,House,NY
91-HR-17186,1970,4,Agriculture,Democrat,0,0,"To amend the peanut marketing quota provisions to make permanent certain provisions thereunder, and for other purposes",0.38,House,VA
95-HR-2520,1977,19,Government Operations,Republican,0,0,A bill to provide for the striking of medals commemorating the two hundredth anniversary of the encampment of the American Army during the bitter winter at Valley Forge.,0.248,House,PA
105-HR-2516,1997,10,Transportation,Republican,1,0,"To extend the Intermodal Surface Transportation Efficiency Act of 1991 through March 31, 1998.",0.412,House,PA
108-S-799,2003,11,"Law, Crime, and Family Issues",Republican,0,0,A bill to require Federal agencies to establish procedures to facilitate the safe recovery of children reported missing within a public building.,0.383,Senate,UT
87-HR-6762,1961,6,Education,Democrat,0,0,"To amend the National Defense Education Act of 1958 to authorize the Commissioner of Education to award undergraduate scholarships in American institutions of higher education to certain students from Africa, Asia, and Latin America in order to help prepa",-0.797,House,NY
104-HR-2259,1995,11,"Law, Crime, and Family Issues",Republican,1,0,To disapprove certain sentencing guideline amendments.,0.397,House,FL
103-HR-4448,1994,20,Public Lands and Water Management,Democrat,1,0,"To amend the Act establishing Lowell National Historical Park, and for other purposes.",-0.31,House,MA
103-S-1017,1993,18,International Affairs and Foreign Aid,Republican,0,0,A bill to withhold all United States funds from the United Nations unless the United Nations carries out certain administrative and budgetary reforms.,0.332,Senate,SD
83-HR-8627,1954,6,Education,Democrat,0,0,"To promote the preservation of the true history of this Nation as actually recorded in pioneer weekly newspapers. and currently published in weekly newspapers of the United States to locate, microfilm, file, and make available this valuable material to sc",0.364,House,TX
87-S-2031,1961,12,Social Welfare,Democrat,0,0,"A bill to exempt from coverage under the old-age, survivors, and disability insurance program self-employed individuals who hold certain religious beliefs.",-0.655,Senate,PA
101-S-2324,1990,7,Environment,Democrat,0,0,"A bill to amend the hazardous Liquid Pipeline Safety Act of 1979 to require the Secretary of Transportation to promulgate regulations to ensure the safety of underwater pipelines, and for other purposes.",-0.37,Senate,NJ
90-S-1246,1967,19,Government Operations,Democrat,0,1,"A bill to authorize the Commissioner of the District of Columbia to enter into leases for the rental of, or to use or permit the use of, public space in, on, over, and under the streets and alleys under his jurisdiction, other than freeways, and for other",-0.42,Senate,MD
87-HR-366,1961,6,Education,Democrat,0,0,"To provide a 30-percent credit against the Federal individual income tax for amounts paid as tuition or fees to certain public and private institutions of higher education, and for other purposes",-0.238,House,OR
101-S-150,1989,15,Defense,Democrat,0,0,A bill to authorize the transportation of motor vehicles owned by Federal employees on Johnson Island to their families in Hawaii.,-0.339,Senate,HI
99-HR-1824,1985,15,Defense,Democrat,0,0,"A bill to amend title 10, United States Code, in order to provide for certain cost savings related to commissaries, movement of household effects of military personnel, the closing or realignment of military installations, and military aircraft fuel conservation.",-0.314,House,OH
93-HR-5472,1973,19,Government Operations,Democrat,0,0,"A bill to restrict the activities of certain Federal employees and officers, to provide private remedies to implement these restrictions, and to facilitate the enforcement of existing conflict of interest statutes.",-0.568,House,NY
107-S-2008,2002,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,A bill to prohibit certain abortion-related discrimination in governmental activities.,0.408,Senate,NH
95-HR-9011,1977,15,Defense,Republican,0,0,"A bill to amend sections 1662 and 1663 of title 38, United States Code, in order to provide for a conditional extension of the delimiting period for receiving educational assistance in the case of certain Vietnam era veterans, and to improve counseling for certain veterans.",0.223,House,AR
101-HR-3805,1989,19,Government Operations,Democrat,0,0,"To amend title 39, United States Code, to establish a civil penalty for mailing sexually-oriented advertisements to individuals included on the Postal Service's list of persons who have indicated a desire not to receive any such mailings, and for other purposes.",-0.342,House,IN
98-HR-4578,1983,11,"Law, Crime, and Family Issues",Republican,0,0,"A bill to amend section 844 of title 18, United States Code, to impose the death penalty for maliciously damaging the United States Capitol by means of fire or explosive.",0.218,House,AK
104-S-1025,1995,20,Public Lands and Water Management,Democrat,0,0,"A bill to provide for the exchange of certain federally owned lands and mineral interests therein, and for other purposes.",-0.384,Senate,AR
86-S-3411,1960,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to make voluntary admissions and confessions admissible in criminal proceedings and prosecutions in the courts of the United States and the District of Columbia.,0.132,Senate,NC
102-S-2731,1992,3,Health,Republican,0,0,"A bill to amend the Internal Revenue Code of 1986 to make deduction for health insurance costs of self-employed individuals permanent, and to provide for a phased-in increase in the deductible amount of health insurance costs from 25 to 100 percent.",0.326,Senate,KS
107-HR-5534,2002,3,Health,Democrat,0,0,"To amend the Federal Food, Drug, and Cosmetic Act to provide for the implementation of the program under section 804 of such Act, and for other purposes.",-0.27,House,AR
88-S-2255,1963,20,Public Lands and Water Management,Democrat,0,0,"A bill to authorize the disposition of certain property at Hot Springs National Park, in the State of Arkansas, and for other purposes.",-0.124,Senate,NV
92-S-3342,1972,7,Environment,Democrat,0,0,"A bill to amend title IV of the Clean Air Act, and for other purposes",-0.392,Senate,CA
97-S-1620,1981,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,A bill to amend section 8 (a)(1) of the Small Business Act.,-0.03,Senate,CT
102-HR-1453,1991,17,Foreign Trade,Democrat,0,0,Requiring the Secretary of Commerce to issue an annual report on the support of other countries for foreign boycotts imposed against countries friendly to the United States or against United States persons.,-0.274,House,NJ
113-HR-4231,2014,18,International Affairs and Foreign Aid,Republican,0,0,To prohibit United States assistance to the East-West Center.,0.67,House,AZ
92-HR-9347,1971,19,Government Operations,Republican,0,0,To provide a temporary program for the sharing of Federal revenues with States and communities to provide for a tax credit designed to encourage States to increase certain aspects of their revenue efforts and to provide for the collection of State and local income taxes by the Federal Government,0.19,House,CA
80-HR-7106,1948,10,Transportation,Republican,0,0,"To amend the act entitled An act to create the Inland Waterways Corporation for the purpose of carrying out the mandate and purpose of Congress as expressed fn sections 201 and 500 of the Transportation Act, and for other purposes, approved June 3, 1924",0.383,House,MO
102-S-2290,1992,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to require public disclosure of examination reports of certain failed depository institutions.,-0.366,Senate,CO
81-S-3129,1950,20,Public Lands and Water Management,Republican,1,1,"A bill to authorize the sale of inherited interests in certain allotted land under the jurisdiction of the Rosebud Indian Agency, S. Dak",0.598,Senate,NE
83-HR-8045,1954,20,Public Lands and Water Management,Republican,0,0,"To direct the Secretary of the Army to convey certain land located in Windsor Locks, Conn., to the State of Connecticut",0.173,House,CT
80-HR-1426,1947,15,Defense,Republican,1,1,To extend veterans preference benefits to widowed mothers of certain exservicemen,0.139,House,MA
96-HR-4681,1979,20,Public Lands and Water Management,Republican,0,0,"A bill to authorize the Secretary of the Interior to convey certain lands in Mesa County, Colorado to Ute Water Conservancy District, and for other purposes.",0.118,House,CO
110-S-1724,2007,20,Public Lands and Water Management,Republican,0,0,"A bill to provide for the conveyance of certain Bureau of Land Management land in the State of Nevada to the Las Vegas Motor Speedway, and for other purposes.",0.567,Senate,NV
111-HR-4921,2010,19,Government Operations,Democrat,0,0,To establish procedures for the expedited consideration by Congress of certain proposals by the President to rescind amounts of budget authority.,0.088,House,ID
106-S-2968,2000,13,Community Development and Housing Issues,Republican,0,0,A bill to empower communities and individuals by consolidating and reforming the programs of the Department of Housing and Urban Development.,0.597,Senate,CO
88-HR-9069,1963,7,Environment,Republican,0,0,"To amend section 201 of the Anti-dumping Act, 1921, with respect to the determination of injury or threatened injury to an industry in the United States",0.173,House,CO
99-HR-4894,1986,18,International Affairs and Foreign Aid,Republican,0,0,A bill to amend section 108 of the Agricultural Trade Development and Assistance Act of 1954 to encourage loans for micro-enterprises owned by the poor in developing countries.,0.02,House,NY
110-HR-6265,2008,19,Government Operations,Democrat,0,0,"To designate the facility of the United States Postal Service located at 41 Purdy Avenue in Rye, New York, as the Caroline O'Day Post Office Building.",-0.349,House,NY
88-S-1026,1963,12,Social Welfare,Democrat,0,0,"A bill to amend title II of the Social Security Act to permit an otherwise qualified, disabled widow to receive widows insurance benefits thereunder even though she has not attained age 62.",-0.428,Senate,MN
105-S-595,1997,19,Government Operations,Republican,0,1,"A bill to designate the United States Post Office building located at Bennett Street and Kansas Expressway in Springfield, Missouri, as the John Griesemer Post Office Building.",0.3,Senate,MO
105-HR-3145,1998,15,Defense,Democrat,0,0,"To amend title 38, United States Code, to enact into law eligibility requirements for interment in Arlington National Cemetery.",-0.334,House,WI
97-HR-3514,1981,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,A bill to amend the Agricultural Act of 1949 to authorize the Secretary to reduce interest charges on Commodity Credit Corporation Loans in order to decrease the rate of default.,0.225,House,IA
97-HR-761,1981,17,Foreign Trade,Democrat,0,0,"A bill to insure the equal protection of the laws and to protect the liberty of citizens as guaranteed by the fourteenth amendment, by eliminating Federal court jurisdiction over forced school attendance.",0.883,House,GA
102-S-1197,1991,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,"A bill to amend the Public Health Service Act concerning family planning and to provide for the availability of information and counseling regarding pregnancies, and for other purposes.",-0.488,Senate,MA
87-HR-9362,1961,19,Government Operations,Democrat,0,0,"To provide coverage under the old-age, survivors, and disability insurance system for 12 officers and employees of the United States and its instrumentalities",-0.762,House,NY
110-HR-7125,2008,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,To amend the Internal Revenue Code of 1986 to impose a tax on securities transactions.,-0.525,House,OR
99-HR-757,1985,15,Defense,Democrat,0,0,"A bill to amend title 38, United States Code, to provide for the orderly expansion of the National Cemetery System, and for other purposes.",-0.309408,House,AL
87-HR-5282,1961,11,"Law, Crime, and Family Issues",Democrat,0,0,"To amend section 371, title 28, United States Code, to provide an alternative plan for the retirement of justices and judges, and so forth",-0.141,House,PA
93-HR-5863,1973,6,Education,Republican,0,0,A bill to assure the continued dedication of the United States to quality education and the neighborhood school concept.,0.344,House,MD
101-HR-1582,1989,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,"To enforce the guarantees of the first, fourteenth, and fifteenth amendments to the Constitution of the United States by prohibiting certain devices used to deny the right to participate in certain elections.",-0.66,House,MI
97-HR-6569,1982,4,Agriculture,Democrat,0,0,"A bill to require the Secretary of Agriculture, under certain conditions, to permit borrowers who are farmers to transfer, encumber, or lease property securing certain loans made under provisions of law administered by the Farmers Home Administration.",0.088,House,TX
93-HR-13261,1974,18,International Affairs and Foreign Aid,Democrat,1,1,"A bill to amend the International Claims Settlement Act of 1949, as amended, to provide for the timely determination of certain claims of American nationals settled by the United States-Hungarian Claims Agreement of March 6, 1973, and for other purposes.",-0.568,House,NY
99-S-510,1985,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,A bill to provide for reciprocal interstate acquisitions of certain depository institutions.,0.317,Senate,GA
98-HR-2503,1983,7,Environment,Republican,0,0,"A bill to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to generate additional revenues for the Superfund and to provide for certain additional forms of assistance respecting releases of hazardous substances, to amend the Internal Revenue Code of 1954 to impose (in lieu of the tax on chemical feedstocks) an additional tax on hazardous wastes, and for other purposes.",-0.066,House,RI
96-S-507,1979,3,Health,Republican,0,0,A bill to amend the Social Security Act to provide for improvements in the Medicare and Medicaid programs.,0.29,Senate,KS
84-HR-299,1955,12,Social Welfare,Democrat,0,0,To extend the Federal old age and survivors insurance system to ministers and members of religious orders.,-0.212,House,OK
106-HR-3111,1999,19,Government Operations,Republican,1,1,To exempt certain reports from automatic elimination and sunset pursuant to the Federal Reports Elimination and Sunset Act of 1995.,0.382,House,IL
95-HR-13619,1978,1,Macroeconomics,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to make technical corrections in the provisions relating to individual retirement plans.,-0.204,House,FL
113-HR-836,2013,7,Environment,Republican,0,0,"To amend the Federal Water Pollution Control Act to clarify the requirement that permit applications for the discharge of pollutants be approved by disinterested board members, and for other purposes.",0.63,House,CA
108-S-263,2003,12,Social Welfare,Democrat,0,0,A bill to amend part A of title IV of the Social Security Act to require a comprehensive strategic plan for the State temporary assistance to needy families program and to give States the flexibility to implement innovative welfare programs that have been effective in other States.,-0.328,Senate,NM
108-HR-3874,2004,20,Public Lands and Water Management,Republican,1,0,"To convey for public purposes certain Federal lands in Riverside County, California, that have been identified for disposal.",0.58,House,CA
91-HR-13971,1969,20,Public Lands and Water Management,Democrat,1,1,A bill granting the consent of Congress to the Falls of the Ohio Interstate Park Compact,-0.19,House,IN
89-HR-11886,1966,15,Defense,Democrat,0,0,"To amend chapter 15 of title 38, United States Code, to liberalize the basis on which pension is payable by providing that public or private retirement payments (including social security benefits) shall not be counted as income and that the income of the spouse shall be disregarded in the determination of annual income of a veteran to eliminate the net worth eligibility test and to repeal the requirement of reduction of . pension during hospitalization for veterans with dependents",-0.39,House,MI
101-S-2075,1990,20,Public Lands and Water Management,Republican,1,1,A bill to authorize grants to improve the capability of Indian tribal governments to regulate environmental quality.,0.338,Senate,AZ
87-S-1976,1961,10,Transportation,Democrat,0,0,"A bill to authorize the Secretary of the Interior to acquire through exchange the Great Falls property in the State of Virginia for administration in connection with the George Washington Memorial Parkway, and for other purposes.",-0.266,Senate,WV
95-HR-14331,1978,1,Macroeconomics,Republican,0,0,"A bill to amend the Congressional Budget and Impoundment Control Act to limit total Federal budget authority and budget outlays in fiscal year 1980, 1981, 1982, and 1983.",0.157,House,NE
114-S-443,2015,10,Transportation,Democrat,0,0,A bill to prohibit the long-term storage of rail cars on certain railroad tracks unless the Surface Transportation Board has approved the rail carrier's rail car storage plan.,-0.237,Senate,MN
80-S-1178,1947,13,Community Development and Housing Issues,Republican,0,0,"A bill to amend the Federal Home Loan Bank Act, title IV of the National Housing Act and for other purposes",-0.00021533801515431653,Senate,OH
101-S-1543,1989,20,Public Lands and Water Management,Democrat,1,1,A bill to authorize the Colonial Dames at Gunston Hall to establish a memorial to George Mason in the District of Columbia.,-0.204,Senate,VA
114-HR-4569,2016,3,Health,Democrat,0,0,To amend the Protecting Access to Medicare Act of 2014 (PAMA) to extend and expand the Medicaid community mental health services demonstration program.,-0.444,House,CA
102-HR-3759,1991,15,Defense,Republican,0,0,To provide for the exchange or sale of real property at the Tustin Marine Corps Air Station in the State of California under the Defense Base Closure and Realignment Act of 1990.,0.5,House,CA
80-HR-2798,1947,14,"Banking, Finance, and Domestic Commerce",Republican,1,1,"To amend section 5, Home Owners Loan Act of 1933, and for other purposes",0.404,House,MI
114-HR-3931,2015,19,Government Operations,Republican,1,1,"To designate the facility of the United States Postal Service located at 620 Central Avenue Suite 1A in Hot Springs National Park, Arkansas, as the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Chief Petty Officer Adam Brown United States Post Office"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",0.527,House,AR
92-S-2969,1971,20,Public Lands and Water Management,Republican,1,1,A bill to declare title to certain Federal lands in the State of Oregon to be in the United States in trust for the use and benefit of the Confederated Tribes of the Warm Springs Reservation of Oregon,-0.158,Senate,OR
81-HR-4734,1949,19,Government Operations,Democrat,0,0,To provide for the issuance of a special stamp in tribute to the lawyers of America,-0.691,House,NY
111-S-2473,2009,10,Transportation,Republican,0,0,"A bill to provide for the liquidation or reliquidation of certain entries of truck tires entered on or after July 7, 2004, and on or before July 12, 2006.",0.448,Senate,SC
113-HR-3337,2013,15,Defense,Democrat,0,0,"To amend title 10, United States Code, to authorize payment of expenses for a stopover of the remains of decedents covered by section 1481 of such title en route to the final destination.",-0.419,House,NY
110-HR-5458,2008,17,Foreign Trade,Democrat,0,0,To suspend temporarily the duty on Hydrazine monohydrate.,-0.432,House,MO
86-S-564,1959,6,Education,Republican,0,0,"A bill to amend the Internal Revenue Codeof 1954. to increase the amount of the personal income tax exemption allowed a taxpayer for a dependent from 8$00 to$1,000 for any taxable-year in which such-dependent is a student attending schoolat the-college le",0.033,Senate,PA
99-HR-727,1985,1,Macroeconomics,Democrat,0,0,A bill to allow the Secretary of the Treasury to withdraw a notice of deficiency erroneously issued to a taxpayer.,-0.616,House,CA
113-HR-3057,2013,8,Energy,Democrat,0,0,"To amend the Internal Revenue Code of 1986 to modify the credit for qualified fuel cell motor vehicles and to allow the credit for certain off-highway vehicles, and for other purposes.",-0.419,House,NY
91-S-542,1969,20,Public Lands and Water Management,Democrat,0,0,A bill to establish rates of compensation for certain positions within the Smithsonian Institution,-0.156,Senate,NM
100-HR-2481,1987,12,Social Welfare,Democrat,0,0,A bill to amend the Black Lung Benefits Act to prohibit the reduction of disability benefits under the Social Security Act.,-0.558,House,KY
89-HR-6334,1965,17,Foreign Trade,Democrat,0,0,To amend the Tariff Act of 1930 to permit returning citizens of the United States to import free of duty a limited amount of articles acquired with foreign currencies sold to them by the Secretary of the Treasury under the Agricultural Trade Development and Assistance Act of 1954,0.12,House,TX
85-HR-5446,1957,20,Public Lands and Water Management,Democrat,0,0,"To authorize and direct the Secretary of the Interior to transfer 20 acres of land in Roosevelt County, Mont., to school district No. 9, Roosevelt County.",-0.587,House,MT
82-HR-516,1951,3,Health,Democrat,0,0,"To provide for the training of nurses for the Armed Forces, governmental and civilian hospitals, health agencies, and defense industries, through grants to institutions providing such training, and for other purposes",-0.294,House,MA
85-HR-7736,1957,15,Defense,Democrat,0,0,To incorporate the Veterans ofWorld War I of the United States of America.,-0.252,House,IL
82-HR-7617,1952,20,Public Lands and Water Management,Republican,0,0,"To provide for.the conveyance tothe State of Nebraska of certain realproperty known as Fort Robinson andsituated in Sioux County, Nebr.",0.467,House,NE
93-HR-15628,1974,10,Transportation,Republican,0,0,"A bill to amend the Rail Passenger Service Act of 1970 to provide that, prior to a change of railroad rates, fares, charges, or service or discontinuance of service by the National Railroad Passenger Corporation, a public hearing be held in the State in which such change is to occur if requested by a majority of the total number of U.S. Senators and Representatives or the Governor of such State.",0.193,House,NJ
93-HR-12512,1974,20,Public Lands and Water Management,Republican,0,0,"A bill to provide for the addition of certain lands in the State of Alaska to the National Park, National Wildlife Refuge, National Forest, and the Wild and Scenic Rivers Systems.",0.329,House,CA
103-S-1019,1993,18,International Affairs and Foreign Aid,Republican,0,0,A bill to require prior notification of the Congress of anticipated commitments of United States funds to United Nations peacekeeping activities in excess of available appropriations.,0.332,Senate,SD
96-S-1250,1979,16,"Space, Science, Technology, and Communications",Democrat,1,1,"A bill to promote United States technological innovation for the achievement of national economic, environmental, and social goals, and for other purposes.",-0.302,Senate,IL
111-HR-2193,2009,15,Defense,Republican,0,0,To prohibit the Secretary of Defense from implementing any policy to prevent or place undue restriction on the sale of intact spent military small arms ammunition casings to domestic manufacturers of small arms ammunition that are approved under trade security controls.,0.963,House,UT
103-HR-2882,1993,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,To amend section 615(e) of the Individuals with Disabilities Education Act to limit the award of attorneys' fees under the section to fees incurred for or in connection with the commencement and prosecution of a civil action.,0.626,House,TN
113-S-2749,2014,3,Health,Democrat,0,0,"A bill to establish a board of directors and CEO to oversee the Federal Exchange and State Exchanges, and to provide health insurance oversight.",-0.341,Senate,NH
87-HR-5996,1961,19,Government Operations,Republican,0,0,To provide that annuities paid from the District of Columbia teachers retirement and annuity fund shall be adjusted simultaneously with general adjustments in salaries for teachers and school officers covered by the District of Columbia Salary Act of 1955,0.226,House,VA
108-S-2962,2004,17,Foreign Trade,Democrat,0,0,"A bill to require the Secretary of Commerce to implement a system for the collection and reporting of comprehensive information on the foreign operations of United States corporations and the foreign investments of United States investors, and for other purposes.",-0.487,Senate,MN
101-S-754,1989,17,Foreign Trade,Republican,0,0,"A bill to restrict the export of unprocessed timber from certain Federal lands, and for other purposes.",0.065,Senate,OR
111-S-2630,2009,13,Community Development and Housing Issues,Democrat,0,0,A bill to extend temporarily the duty on plastic lamp-holder housing containing sockets.,-0.417,Senate,NY
110-S-1494,2007,20,Public Lands and Water Management,Republican,0,0,A bill to amend the Public Health Service Act to reauthorize the special diabetes programs for Type I diabetes and Indians under that Act.,0.26,Senate,NM
106-S-8,1999,1,Macroeconomics,Democrat,0,0,"A bill to increase the Federal minimum wage, to repeal the marriage tax penalty, to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, to provide for pension reform, and to prohibit any changes to the pay-as-you-go rule in the Senate until Congress saves Social Security first.",-0.372,Senate,SD
106-S-383,1999,10,Transportation,Democrat,0,0,A bill to establish a national policy of basic consumer fair treatment for airline passengers.,-0.357,Senate,OR
97-HR-7449,1982,3,Health,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to allow a deduction for the expense of altering or improving the principal residence of a taxpayer to remove or mitigate the effect of any architectural or other feature which limits the mobility of the taxpayer or a member of his family because such taxpayer or family member is disabled.,-0.314,House,PA
85-HR-131,1957,12,Social Welfare,Republican,0,0,To encourage the use of private benefits plans in lieu of social security by providing that individuals who are eligible for certain benefits under such plans shall not be entitled to sociaisecurity benefits or subject to social security taxes,0.425,House,MO
90-HR-9889,1967,13,Community Development and Housing Issues,Republican,0,0,"To amend the Consolidated Farmers Home Administration Act of 1961, as amended, to authorize the Secretary of Agriculture to finance and participate with State and local interests in the financing of recreational enterprises and industrial establishments needed for the economic development of rural areas, and for other purposes",0.098,House,WI
106-HR-3065,1999,3,Health,Republican,0,0,To amend title XIX of the Social Security Act to remove the limit on amount of Medicaid disproportionate share hospital payment for hospitals in Ohio.,0.63,House,OH
94-HR-4876,1975,8,Energy,Democrat,0,0,A bill to assist low- and middle-income owners of residential structures in purchasing and installing energy conservation improvements.,-0.348,House,RI
97-HR-7354,1982,12,Social Welfare,Democrat,0,0,"A bill to amend title XVI of the Social Security Act to provide that a blind or disabled child otherwise qualified may be eligible for SSI benefits even though not a resident of the United States, if such child is accompanying a parent who is a member of the armed forces serving a tour of duty overseas.",-0.058,House,TX
98-S-2606,1984,11,"Law, Crime, and Family Issues",Republican,0,1,A bill to authorize appropriations for the purpose of carrying out the activities of the Department of Justice for fiscal year 1985 and for other purposes.,0.401,Senate,SC
113-HR-2217,2013,15,Defense,Republican,1,0,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2014, and for other purposes.",0.536,House,TX
